key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
8,"Vous appelez votre mascotte pantin P003U, un automate conçu spé<SoftHyphen/>cia<SoftHyphen/>le<SoftHyphen/>ment pour amuser les unités des Immortels lors de leurs moments perdus.","Un pantin officiel des Immortels. Programmé pour servir de porte-drapeau lors des parades officielles, il arbore la bannière de la compagnie avec zèle. Mais sa petite taille affecte fortement sa visibilité.","Longue vie au Général<Indent/>! Dzz<Indent/>!","Étendard des Immortels","Réduit de 40% l'attaque des ennemis dans l'aire d'effet.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",30,35,1,False,True,True,False,True,"Enfeeblement"
9,"Vous appelez votre mascotte bébé chocobo du Maelstrom, un jeune chocobo qui trotte à bonne allure et semble dévoué à sa grande compagnie.","Ce poussin a juré fidélité au Maelstrom. C'est une unité de nettoyage de la compagnie qui l'a un beau jour trouvé près de l'écurie. Il est depuis devenu une sorte de mascotte, mais a demandé à rejoindre la légion des aventuriers.","Kwé kwé<Indent/>!","Chococri du Maelstrom","Immobilise les ennemis dans l'aire d'effet.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 5s",50,35,3,False,False,True,False,False,"Enfeeblement"
10,"Vous appelez votre mascotte bébé chocobo des Deux Vipères, un jeune chocobo qui trotte à bonne allure et semble dévoué à sa grande compagnie.","Ce poussin a juré fidélité aux Deux Vipères. C'est une unité de nettoyage de la compagnie qui l'a un beau jour trouvé près de l'écurie. Il est depuis devenu une sorte de mascotte, mais a demandé à rejoindre la légion des aventuriers.","Kwé kwé<Indent/>!","Chococri des Deux Vipères","Dissipe les effets de tous les alliés et ennemis dans l'aire d'effet.",55,35,3,False,False,False,True,False,"Disarming"
11,"Vous appelez votre mascotte bébé chocobo des Immortels, un jeune chocobo qui trotte à bonne allure et semble dévoué à sa grande compagnie.","Ce poussin a juré fidélité aux Immortels. C'est une unité de nettoyage de la compagnie qui l'a un beau jour trouvé près de l'écurie. Il est depuis devenu une sorte de mascotte, mais a demandé à rejoindre la légion des aventuriers.","Kwé kwé<Indent/>!","Chococri des Immortels","Réduit les PdT des ennemis dans l'aire d'effet de 50% de leur valeur maximale.",45,45,3,False,False,False,True,False,"Enfeeblement"
12,"Vous appelez votre mascotte bulbe de morbol. Un bulbe du monstre végétal dont l'odeur rappelle celle de vieilles bottes d'aventuriers aguerris.","Ce jeune morbol a été capturé dans le Val d'Aurum. Son haleine rappelle l'odeur de vieilles bottes d'aventurier. Cette puanteur ayant pour effet de couper l'appétit, certains Uldiens aisés s'en servent pour combattre l'obésité.","Mwoam mwoam","Mauvaise haleine","Inflige 10 points de dégâts périodiques par seconde aux ennemis dans l'aire d'effet.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 20s",40,75,1,True,True,True,True,False,"Damage"
13,"Vous appelez votre mascotte écureuil nain. Si vous aviez toujours rêvé de vivre des aventures accompagné d'un petit écureuil, votre souhait sera comblé.","Ce jeune mammifère a été vendu comme un écureuil par un marchand uldien, mais sa queue longue dénuée de fourrure semble trahir une tromperie sur la marchandise. Rat ou écureuil, le mystère demeure.","Squik squik<Indent/>!","Épidémie","Réduit de 25% la défense des ennemis dans l'aire d'effet.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",25,45,3,False,False,False,False,False,"Enfeeblement"
14,"Vous appelez votre mascotte fungus miniature. Ce champignon vous suivra partout.","Ce tendre fungus est populaire chez les gourmets. Selon la Grande Histoire naturelle éorzéenne, le fungus peut prendre le contrôle du cerveau d'un être par le biais de ses spores, et faire de lui un véritable pot de fleur ambulant.","Bwih bwih","Spores empoisonnées","Inflige des dégâts d'attaque 80 aux ennemis dans l'aire d'effet et réduit leur défense de 13%.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",50,25,2,False,True,False,True,False,"Damage"
15,"Vous appelez votre mascotte chigoe apprivoisé. Ce chigoe sera comme un frère de sang pour vous. Dans tous les sens du terme. ","Dans l'ancienne Cité de Gelmorra, les chigoes étaient employés pour saigner les malades, afin, pensait-on, de les débarrasser na<SoftHyphen/>tu<SoftHyphen/>rel<SoftHyphen/>le<SoftHyphen/>ment des esprits nocifs. Ce bébé est apprivoisé et veut conclure un pacte de sang avec son hôte.","Tchit tchit<Indent/>!","Suceur de sang","Augmente de 60 l'attaque des mascottes qui ont utilisé des PdT.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 10s",35,30,3,False,True,False,False,False,"Enhancement"
16,"Vous appelez votre mascotte oiseau bleu. Cet oiseau bleu, que vous avez enfin trouvé, vous portera peut-être chance.","Cet oisillon bleu serait un porte-bonheur. Il niche d'ordinaire dans les arbres, mais peut à de rares occasions s'établir dans des coffres de fabrication humaine. C'est une chance ex<SoftHyphen/>cep<SoftHyphen/>tion<SoftHyphen/>nelle que de trouver un de ces coffres.","Cui cui<Indent/>!","Aile bleue","Inflige des dégâts d'attaque 90 aux ennemis dans l'aire d'effet.",45,35,4,False,False,False,False,False,"Damage"
17,"Vous appelez votre mascotte faon aux yeux de biche. Ce faon a dû provoquer l'émotion générale de l'assistance lorsqu'il s'est mis debout pour la première fois.","Ce jeune faon s'est dressé sur ses pattes dès la naissance pour se protéger des prédateurs, mais un chasseur l'a alors capturé et vendu à l'armurière Rowena. Arraché ainsi à sa mère dès la naissance, il a un grand besoin affectif.","Kii kii","Œil de biche","Rend les mascottes dans l'aire d'effet invulnérables aux attaques venant des ennemis de type “Monstre”.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 5s",55,40,4,False,True,False,False,False,"Enhancement"
18,"Vous appelez votre mascotte bébé imp. Ce petit démon rêve de devenir roi des sept enfers quand il sera grand. En attendant, il joue les âmes damnées.","Ce jeune diablotin se serait introduit dans notre monde par une fissure du néant. Il élabore des farces et espiègleries avec beaucoup de zèle, rêvant de devenir roi des sept enfers quand il sera grand.","Gni hi hi hi<Indent/>!","Farce diabolique","Inflige des dégâts d'attaque 90 aux ennemis dans l'aire d'effet.",75,45,3,False,False,True,False,False,"Damage"
19,"Vous appelez votre mascotte joli coeurl. Ce coeurl est si jeune qu'il n'a pas encore la moustache.","Un fier félin que vous avez sauvé d'un chien qui le poursuivait. Il vous prend depuis pour sa mère et attaque ceux qui sont agressifs envers vous. Il n'a pas encore les longues moustaches ca<SoftHyphen/>rac<SoftHyphen/>té<SoftHyphen/>ris<SoftHyphen/>ti<SoftHyphen/>ques de son espèce.","Ron ron...","Mini-électrochoc","Inflige des dégâts d'attaque 230 aux ennemis dans l'aire d'effet.",50,25,4,False,False,True,False,False,"Damage"
20,"Vous appelez votre mascotte coeurl noir. Sa fourrure sombre est très douce au toucher.","À la différence de ses cousins plus ordinaires, ce coeurl est entièrement recouvert de fourrure noire. La beauté et l'élégance de ce pelage si rare ne doivent pas faire oublier qu'il est également recouvert d'une aura magique
im<SoftHyphen/>pres<SoftHyphen/>sion<SoftHyphen/>nante.","Grrr...","Mini-coup de griffe","Inflige des dégâts équivalents à 5% de sa solidité à la pierre arcanique ennemie la plus proche.",60,40,4,False,False,True,False,False,"Dismantling"
21,"Vous appelez votre mascotte Hildibrand miniature. Attention, Nashu va être jalouse<Indent/>!","En vadrouille dans une lointaine contrée interstellaire, l'orfèvre le plus balèze d'Éorzéa voulut rendre hommage à son fils qui lui manquait tant. Il a donc fabriqué ces poupées de Hildibrand et de Nashu.","Hildibraaaand<Indent/>!!","Déduction du gentilhomme","Augmente de 40 l'attaque et la défense des alliés dans l'aire d'effet. À la fin de l'effet, les mascottes qui ont utilisé des PdT sont au<SoftHyphen/>to<SoftHyphen/>ma<SoftHyphen/>ti<SoftHyphen/>que<SoftHyphen/>ment renvoyées.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 20s",90,75,4,False,True,True,False,False,"Enhancement"
22,"Vous appelez votre mascotte golem graveleux. Ce golem miniature est moins rugueux qu'il n'en a l'air.","Ce pantin a été créé sur le modèle des golems de la fin de la 5e ère astrale. Il n'a cependant rien de magique et est identique aux autres pantins. Malgré son apparence rigide, son corps est plutôt doux au toucher.","Grwoooh...","Cuirasse de gravier","Augmente de 40 la défense des mascottes qui ont utilisé des PdT.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 10s",60,40,2,False,True,True,False,False,"Enhancement"
23,"Vous appelez votre mascotte tomberry mécanique. Pensez à vous retourner de temps à autre quand il marche derrière vous, au cas où...","Ce Tomberry semble plutôt mignon à première vue, mais est empli d'une immense rancœur. On le dit capable de poignarder son maître pendant son sommeil. Heu<SoftHyphen/>reu<SoftHyphen/>se<SoftHyphen/>ment pour vous, ledit couteau est en tissu...","<Indent/>.<Indent/>.<Indent/>.<Indent/>.<Indent/>. ","Rancune collective","Augmente de 40 l'attaque et la défense des alliés dans l'aire d'effet. À la fin de l'effet, les mascottes qui ont utilisé des PdT sont au<SoftHyphen/>to<SoftHyphen/>ma<SoftHyphen/>ti<SoftHyphen/>que<SoftHyphen/>ment renvoyées.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 20s",45,35,4,True,True,False,False,False,"Enhancement"
24,"Vous appelez votre mascotte tortue naine. Si elle arrive à vivre sept cents ans, cette tortue deviendra peut-être un grand sage génial.","Une adamankhélone venue des atolls de sel. Elle aime suivre son maître mais déteste marcher, aussi elle a mis au point une technique consistant à tourner sur elle-même pour se déplacer. Être une tortue peut avoir certains inconvé-
nients.","Kwuh kwuh","Démarche de tortue naine","Réduit de 25% la défense des ennemis dans l'aire d'effet.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",40,60,3,False,False,False,False,False,"Enfeeblement"
25,"Vous appelez votre mascotte bébé raptor. Ce bébé raptor a été incubé ar<SoftHyphen/>ti<SoftHyphen/>fi<SoftHyphen/>ciellement. Très joueur, il adore mordiller. Par chance, ses dents définitives n'ont pas encore poussé.","Apprenant que les Gobelins apprivoisaient des raptors pour en faire des animaux de compagnie, un marchand de Ramebourg tenta d'en élever un avec un œuf. Le reptile aime mordiller et sera peut-être un allié précieux un jour.","Groah<Indent/>!","Aura paléozoïque","Rend les mascottes qui ont utilisé des PdT invulnérables aux attaques venant des ennemis de type “Poupée”.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 10s",45,25,4,False,True,False,False,False,"Enhancement"
26,"Vous appelez votre mascotte bébé chauve-souris. Cette petite chauve-souris vous donnera l'illusion d'être un vampire.","Une chauve-souris vendue par Nonoroon avec le slogan “une délicieuse chauve-souris toute fraîche”. Elle n'a pas l'air très bonne à manger, mais peut au moins vous donner l'illusion d'être un vampire.","Kriii kriii<Indent/>!","Ultrasons","Inflige 10 points de dégâts périodiques par seconde aux ennemis dans l'aire d'effet.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 20s",25,40,4,False,True,False,False,False,"Damage"
27,"Vous appelez votre mascotte bulbe miniature. Ce mini-bulbe grandira peut-être pour devenir un magnifique tréant... Ou pas.","Ce bulbe qui trottine sur ses racines est toujours à la recherche d'une terre fertile et aime les endroits ensoleillés. Il lui arrive de tomber et de se retrouver coincé dans des trous ou des vieux coffres.","Trrt trrt...","Semence","Place un piège qui peut être déclenché 10 secondes plus tard.
Piège<Indent/>: inflige des dégâts d'attaque 260 aux ennemis dans l'aire d'effet.",80,40,2,False,True,False,True,False,"Trap"
28,"Vous appelez votre mascotte lapin mutin. Malgré leurs similitudes morphologiques, les spriggans n'ont aucun lien de parenté avec les lapins. Ils sont toutefois réputés pour les manger.","Ce bébé spriggan amateur de joyaux n'a pas encore toutes ses dents et dévore du gravier faute de pouvoir croquer plus dur. On le nomme “lapin” pour ses oreilles ou “noiraud” s'il se couvre de poussière en quête de minerai.","Twi-dwi-dwi<Indent/>!","Cabrioles","Inflige des dégâts d'attaque 90 aux ennemis dans l'aire d'effet.",50,30,4,False,True,True,False,False,"Damage"
29,"Vous appelez votre mascotte dullahan nain. Vous vous sentirez plus en sécurité avec ce mini-chevalier en armure à vos côtés.","Ce pantin s'inspire des dullahans, entités immatérielles qui investissent des armures pour en faire leur corps dans le monde physique. Ce pantin dullahan recèle cependant un mécanisme à l'intérieur de son casque. ","Cling clang...","Armure piégée","Place un piège qui peut être déclenché 10 secondes plus tard.
Piège<Indent/>: inflige des dégâts d'attaque 180 aux ennemis dans l'aire d'effet.",30,55,2,True,False,True,False,False,"Trap"
30,"Vous appelez votre mascotte têtard géant. Si vous vous occupez bien de ce têtard, il évoluera peut-être en crapaud géant. Mais est-ce vraiment ce que vous voulez<Indent/>?","Ce têtard est le petit d'un crapaud géant du Thanalan. Il deviendra lui aussi un crapaud lorsque ses pattes sortiront, qui s'en prendra peut-être aux riverains. Ah, être un batracien, c'est la belle vie<Indent/>! Nager, c'est le pied<Indent/>!","Tchh tchh<Indent/>!","Muqueuse visqueuse","Réduit de 50% l'attaque des ennemis dans l'aire d'effet.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 15s",50,40,4,False,True,False,False,False,"Enfeeblement"
31,"Vous appelez votre mascotte puk potelé. Ce puk grassouillet aurait besoin de faire un régime s'il veut voler plus haut.","Vous avez sauvé ce puk qui a bien failli servir de casse-croûte au cyclope Stéropès dans le Coerthas. Il vous en sera infiniment re<SoftHyphen/>con<SoftHyphen/>nais<SoftHyphen/>sant... du moins jusqu'à ce que son instinct sauvage reprenne le dessus.","Boing boing","Terreur sauvage","Ajoute le type “Monstre” aux points faibles des ennemis dans l'aire d'effet.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 15s",50,30,2,False,True,True,False,False,"Enfeeblement"
32,"Vous appelez votre mascotte bufflon. Ce bébé buffle a l'air si dodu et tendre qu'il met l'eau à la bouche.","Ce bufflon vivait caché dans un coin du Refuge des sables, jusqu'au jour où il a été découvert à l'occasion du déménagement. On ignore qui l'y avait amené, mais vous l'avez recueilli. Il est si dodu que sa chair doit être délicieuse.","Meuh<Indent/>!","Rage bovine","Augmente de 40 l'attaque des mascottes qui ont utilisé des PdT.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 15s",35,25,3,False,False,False,True,False,"Enhancement"
33,"Vous appelez votre mascotte mini-pampa. Ce cactus est si petit que s'il essayait de projeter ses épines, il n'arriverait pas à en lancer 100.","D'après le jeune zombi Hab, ce bébé pampa serait né de l'union des cactuars n°1 et n°2. Mais il s'agit peut-être en réalité d'un “accident” des cactuars n°3 et 2, qui sait...","   <Indent/>!?    ","Course folle","Augmente de 30% la vitesse de déplacement des mascottes qui ont utilisé des PdT.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 10s",30,45,4,False,False,False,False,False,"Enhancement"
34,"Vous appelez votre mascotte coquépique. Ce petit crabe à la démarche dodelinante serait par<SoftHyphen/>ti<SoftHyphen/>cu<SoftHyphen/>liè<SoftHyphen/>rement adapté à l'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment en équipe.","Tombé en plein combat sur les Rives sanglantes, ce crabe a été sauvé de justesse en tombant dans le butin. Cette espèce est célèbre pour avoir fait la joie des guerriers désireux de se faire la main dans des tunnels ensablés, jadis...","Krt krt krt","Petites pinces","Dissipe tous les effets bénéfiques des ennemis dans l'aire d'effet.",30,35,2,False,True,False,True,False,"Disarming"
35,"Vous appelez votre mascotte bébé chacal. Il rêve qu'on l'appelle “le loup noir” quand il sera grand.","Ce jeune canidé a été entraîné pour le combat militaire. Il sera sans doute un fidèle compagnon sur le champ de bataille. Il rêve qu'on l'appelle “le loup noir” quand il sera grand.","Awouuuuh<Indent/>!","Rage de la pleine lune","Augmente de 20 l'attaque des alliés dans l'aire d'effet, ou de 40 s'ils sont de type “Créature”.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",65,30,4,False,False,False,False,False,"Enhancement"
36,"Vous appelez votre mascotte œil apprivoisé. Ce jeune ahriman facétieux vous suivra comme une ombre et ne vous quittera pas des yeux. Enfin, de l'œil...","Un jeune ahriman. D'après un chercheur, cette entité serait née d'une larme d'ahriman, mais ce phénomène n'a jamais pu être observé. Il vous fixera jour et nuit jusqu'à l'obsession, ne vous quittant pas des yeux. Enfin, de l'œil.","Sbwih...","Œil sur moi","Inflige des dégâts d'attaque 230 aux ennemis dans l'aire d'effet.",30,30,3,False,True,True,False,False,"Damage"
37,"Vous appelez votre mascotte dodu dodo. Ce dodo dodu dodeline doucement.","Un poussin de dronte de Mazlaya. Sa glande à venin ayant été retirée, il ne crache pas de gaz empoisonné. Adulte, il pourra être mangé tel quel, et ses œufs peuvent être cuisinés en délicieuse omelette. Vous avez hâte d'y goûter...","Glou glou<Indent/>!","Nidification","Rétablit votre bouclier s'il a été détruit.",60,55,3,False,True,False,False,False,"Special"
38,"Vous appelez votre mascotte larve de coblyn. Les insectes sont nos amis, il faut les aimer aussi.","Le coblyn se fixe à une paroi rocheuse pendant de longues périodes pour faire grandir sa coquille. Sa sécrétion lui permet de disséquer et assimiler les minerais de sa roche hôte.","Krrt krrt krrt","Vulcanisation","Augmente de 10 la défense des alliés dans l'aire d'effet, ou de 30 s'ils sont de type “Monstre”.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",50,30,2,True,False,False,True,False,"Enhancement"
39,"Vous appelez votre mascotte mini-bouquetin. Un bouquetin miniature à la fourrure soyeuse.","Même si ses habitudes alimentaires lui valent une mauvaise image dans la culture du Coerthas, le Peuple des dunes considère le bouquetin comme un symbole de fortune, et offre ces poupées porte-bonheur aux
nouveaux-nés.","Bêê bêê","Bêlement apaisant","Dissipe toutes les altérations d'état des alliés dans l'aire d'effet.",30,50,2,False,True,True,True,False,"Disarming"
40,"Vous appelez votre mascotte apkallu nain. Il vous suivra même sans que vous lui donniez du poisson.","Ce bébé apkallu vous a été offert par Millith et Jonathas pour récompenser votre esprit d'aventure remarquable, et en référence aux Chutes de l'Apkallu où vous les avez rencontrés. Mais tout ceci échappe à cet adorable poussin...","Tap tap tap","Marche d'apkallu","Donne une aire d'effet aux attaques automatiques des mascottes qui ont utilisé des PdT.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 12s",80,70,2,False,False,False,False,False,"Enhancement"
41,"Vous appelez votre mascotte goobbue goulu. Attention de ne pas vous faire mordre les doigts.","Un jeune goobbue. En raison de son jeune âge, seules quelques pousses vertes recouvrent sa tête. Connu pour être un glouton, ce petit risque de vous coûter cher en nourriture avant d'atteindre l'âge adulte.","Mwom mwom","Éternuement","Enlève un piège mis en place par l'ennemi.",55,40,3,True,False,False,False,False,"Disarming"
42,"Vous appelez votre mascotte mini-pudding. Malgré les apparences, il ne s'agit pas d'un dessert lacté.","Les puddings se reproduisent en se divisant. Laissez-en un au fond d'un coffre, et il se multipliera à l'infini<Indent/>! On raconte que l'ancêtre de ce pudding était de couleur noire et non violette.","Bwim bwim","Flaccidité","Rend les mascottes qui ont utilisé des PdT invulnérables aux attaques venant des ennemis de type “Poupée”.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 10s",30,40,2,False,True,True,False,False,"Enhancement"
43,"Vous appelez votre mascotte maquette magitek. Une réplique exacte au 1/9e. Soldat impérial vendu séparément.","Une maquette de la série “chefs-d'œuvre miniatures par la guilde des orfèvres”. Il s'agit d'une reproduction fidèle d'une avant-garde magitek, une armure téléguidée impériale, au 1/9e. Le soldat n'est pas fourni.","Dzwang dzwang","Surcharge","Augmente de 10 les PdT des mascottes dans l'aire d'effet, si elles n'en ont pas utilisé. Les mascottes dont la technique a le même effet ne sont pas concernées.",35,50,3,False,False,True,False,False,"Enhancement"
44,"Vous appelez votre mascotte bloc démonique. Un sorcier des temps anciens a enchanté ce bloc pour s'entraîner. Si vous en aviez plusieurs, vous pourriez en faire un mur...","Un étrange bloc fon<SoftHyphen/>ction<SoftHyphen/>nant grâce à la magie. Apparemment, un sorcier d'Amdapor aurait fabriqué celui-ci pour s'entraîner. En empiler un certain nombre pourrait donner naissance à un mur démonique.","Krrr krrr","Petit repoussement","Projette en arrière les ennemis dans l'aire d'effet.",25,80,2,False,False,False,False,False,"Special"
45,"Vous appelez votre mascotte taupe trapue. Malgré ce qu'on pourrait croire, cette taupe miniature n'essaye pas de s'enfouir sous le sol.","Une jeune taupe née dans le potager royal et qui a subi les terribles expériences de la zoologiste Marcette. Vous l'avez recueillie, mais sait-elle seulement qui a abattu sa vraie mère...<Indent/>?","Pomp-pomp-pomp<Indent/>!","Colère des taupes","Augmente de 40 l'attaque des mascottes qui ont utilisé des PdT.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 15s",90,40,3,False,False,False,True,False,"Enhancement"
46,"Vous appelez votre mascotte belin bêlant. Ce tendre mouton originaire d'Orient est aussi soyeux qu'adorable.","Vous avez adopté ce petit mouton rebelle, après l'avoir sauvé d'un péril mortel lors de la fête de la transition qui célèbre Menphina la Bien-Aimante. Bien qu'il ait perdu son pouvoir protecteur, il semble heureux de vous suivre
partout dans vos
aventures.","Bêêêh<Indent/>!","Belinfaisance","Augmente de 40 la défense des mascottes qui ont utilisé des PdT.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 10s",30,25,2,False,False,False,True,False,"Enhancement"
