key,0
147,"Prochaine au<SoftHyphen/>to<SoftHyphen/>ri<SoftHyphen/>sa<SoftHyphen/>tion"
148,"  <If(Equal(IntegerParameter(1),0))><Value>IntegerParameter(2)</Value>m<Else/><Value>IntegerParameter(1)</Value>h<Value>IntegerParameter(2)</Value>m</If> <Time(IntegerParameter(3))/><Highlight>StringParameter(4)</Highlight><Value>TopLevelParameter(219)</Value>.<Value>TopLevelParameter(221)</Value> <Value>TopLevelParameter(218)</Value>:<TwoDigitValue>TopLevelParameter(217)</TwoDigitValue><Highlight>StringParameter(5)</Highlight>"
149,"Envoyer une requête d'ami à <Highlight>StringParameter(1)</Highlight><Indent/>?"
150," "
151,"Voulez-vous vraiment utiliser cet objet collectionnable<Indent/>?"
152,"Jeter l'objet collectionnable"
153,"<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>Jeter <UIGlow>01</UIGlow><UIForeground>01</UIForeground><SheetFr(Item,2,IntegerParameter(1),1,1)/><UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow><If(GreaterThan(IntegerParameter(2),0))> de valeur de collection <Value>IntegerParameter(2)</Value><Else/></If><Indent/>?<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
154,"Baisser la qualité"
155,"Baisser la qualité <If(Equal(IntegerParameter(2),1))><SheetFr(Item,9,IntegerParameter(1),1,1)/><Else/>des <Value>IntegerParameter(2)</Value> <SheetFr(Item,12,IntegerParameter(1),IntegerParameter(2),1)/></If> pour le résultat suivant<Indent/>?"
156,"Baisser la qualité <SheetFr(Item,9,IntegerParameter(1),1,1)/> (valeur de collection <Value>IntegerParameter(2)</Value>) pour le résultat suivant<Indent/>?"
157,"Baisser la qualité de l'objet collectionnable"
158,"Baisser la qualité de l'objet"
159,"Copier le nom d'objet"
160,"<Clickable(<Sheet(GatheringPointName,IntegerParameter(1),0)/>)/>"
162,"Appel d'enregistrement"
163,"<Clickable(StringParameter(1))/>"
164,"<Unknown2D>EA02</Unknown2D>"
165,"Exclure <Highlight>StringParameter(1)</Highlight> de l'équipe<Indent/>?"
166,"<Highlight>StringParameter(1)</Highlight> offre de vous téléporter. 
Destination<Indent/>: <Sheet(PlaceName,<Sheet(Aetheryte,IntegerParameter(2),8)/>,0)/>."
167,"<Clickable(StringParameter(1))/>"
168,"Accepter"
169,"Refuser"
170,"Invitation (équipe)"
171,"Requête d'ami"
172,"Invitation (linkshell)"
173,"Promouvoir <Highlight>StringParameter(1)</Highlight> au rang de chef d'équipe<Indent/>?"
174,"Inviter dans la linkshell n°<Value>IntegerParameter(1)</Value> “<Highlight>StringParameter(2)</Highlight>”"
175,"Solo"
176,"Équipe"
177,"Petite équipe"
178,"Équipe complète"
179,"Sur une monture"
180,"Disciple de la guerre"
181,"Disciple de la magie"
182,"Disciple de la terre"
183,"Disciple de la main"
184,"Job"
185,""
186,"Téléportation"
187,"Choisissez une destination.
Gils restants<Indent/>: <Format(IntegerParameter(1),FF05021D0103)/>"
192,""
193,"Jeu de rôle"
194,"Retour au point de départ de l'instance
“<Highlight>ObjectParameter(56)</Highlight>”."
195,"Fermer le jeu<Indent/>?"
196,"Se rapatrier vers<Indent/>: <Sheet(PlaceName,<Sheet(Aetheryte,IntegerParameter(1),8)/>,0)/><Indent/>?"
197,"Retourner au point de départ de la mission <Highlight>ObjectParameter(56)</Highlight><Indent/>?"
198,"<Highlight>StringParameter(3)</Highlight>
<If(IntegerParameter(1))> <Value>IntegerParameter(2)</Value>m <Else/><Value>IntegerParameter(2)</Value>s</If>"
199,"<Highlight>StringParameter(1)</Highlight> offre de vous téléporter <Switch(IntegerParameter(1))><Case(1)>à Nouvelle Gridania</Case><Case(2)>au ranch de Brancharquée</Case><Case(3)>à la hutte des Hawthorne</Case><Case(4)>au Moulin de la Carrière</Case><Case(5)>au camp des Sentes tranquilles</Case><Case(6)>au Radeau de la Calebasse</Case></Switch>."
200,"
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Disponible dans <If(IntegerParameter(1))><Value>IntegerParameter(1)</Value><If(LessThanOrEqualTo(IntegerParameter(1),1))> minute<Else/> minutes</If><Else/><Value>IntegerParameter(2)</Value><If(LessThanOrEqualTo(IntegerParameter(2),1))> seconde<Else/> secondes</If></If>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
201,"Échange"
202,""
203,"Échanger"
204,"Annuler"
205,"gils"
206,"Précisez la quantité."
207,"L'échange sera interrompu si vous vous éloignez trop de votre interlocuteur."
208,"OK"
209,"<CommandIcon(10)/> Retirer l'objet"
210,"Synthèse"
211,""
212,"Arrêter"
213,"Progression"
214,"Solidité"
215,"État"
216,"Qualité"
217,"HQ"
218,"Tour"
219,"/"
220,"Synthèse rapide"
221,""
222,"Arrêter"
223,"Réussies"
224,"Échouées"
225,"/"
226,"Normal"
227,"Bon"
228,"Excellent"
229,"Mauvais"
230,"Personnage"
231,""
232,"PV"
233,"PM"
234,"PT"
235,"<If(GreaterThan(IntegerParameter(1),9999))>9<Indent/>999+<Else/><Format(IntegerParameter(1),FF05021D0103)/></If><If(GreaterThan(IntegerParameter(3),0))>/ <If(GreaterThan(IntegerParameter(2),9999))>9<Indent/>999+<Else/><Format(IntegerParameter(2),FF05021D0103)/></If><Else/></If>"
236,"<If(GreaterThan(IntegerParameter(1),9999))>9999+<Else/><Value>IntegerParameter(1)</Value></If><If(GreaterThan(IntegerParameter(3),0))>/ <If(GreaterThan(IntegerParameter(2),9999))>9999+<Else/><Value>IntegerParameter(2)</Value></If><Else/></If>"
237,""
238,"<Clickable(StringParameter(1))/>"
239,"Stable"
240,"Robuste"
241,"Modulable"
242,"Nv<Indent/>??"
243,"Feu"
244,"Eau"
245,"Foudre"
246,"Vent"
247,"Terre"
248,"Glace"
249,""
250,""
251,""
252,""
253,""
254,""
255,"Attributs physiques"
256,"Attaque"
257,"Défense"
258,"Précision"
259,"Esquive"
260,"Attributs magiques"
261,"Magie offensive"
262,"Magie curative"
263,"Précision magique"
264,"Magie fragilisante"
265,"Magie fortifiante"
266,"Esquive"
267,"Dégâts"
268,"Délai"
269,"Attributs défensifs"
270,"Taux de blocage"
271,"Force de blocage"
273,"Artisanat"
274,"Habileté"
275,"Contrôle"
276,"Récolte"
277,"Collecte"
278,"Savoir-faire"
279,"Défense magique"
280,"Passer"
281,"Passer la scène cinématique<Indent/>?"
282,"<CommandIcon(10)/> Effacer<If(GreaterThan(PlayerParameter(75),0))>  <CommandIcon(11)/> Clavier virtuel<Else/><Indent/></If>"
283,"♀"
284,"♂"
285,"Dégâts physiques"
286,"Attaque auto."
287,"Délai"
288,"Dégâts magiques"
289,"La silhouette affichée ici
sera remplacée par un
modèle en 3D dans la
version commerciale."
290,"Réseau social"
291,""
292,"Conditions de recherche"
293,"Nom"
294,"Classe/Job"
295,"GC"
296,"Lieu"
297,"Compagnie"
298,"Langue"
299,"La liste est vide."
300,"Liste noire"
301,""
302,"Ajouter"
303,"Nom"
304,"La liste est vide."
305,"Profil de recherche"
306,""
307,"<If(IntegerParameter(3))><Emphasis><Value>IntegerParameter(1)</Value></Emphasis><Else/><Value>IntegerParameter(1)</Value></If>"
308," «<Highlight>StringParameter(1)</Highlight>»"
309,"<Highlight>StringParameter(1)</Highlight> (<Highlight>StringParameter(2)</Highlight>)"
310,"Équipe"
311,""
312,"Quitter l'équipe"
313,"Dissoudre l'équipe"
314,"Nom"
315,"Classe/Job"
316,"GC"
317,"Lieu"
318,"Compagnie"
319,"Langue"
320,"<Indent/>"
321,"Il n'y a pas d'équipiers."
322,"<CommandIcon(8)/> Changer l'ordre  <CommandIcon(10)/> Sous-menu"
323,"<Value>IntegerParameter(1)</Value>,<Value>IntegerParameter(2)</Value>"
324,"<CommandIcon(11)/> Rechercher"
325,"Recherche de joueur"
326,""
327,"Commencer"
328,"Annuler"
329,"Réinitialiser"
330,"Prénom"
331,"Nom"
332,"Nom"
333,"État en ligne"
334,"Classe/Job"
335,"Niveau"
336,"Lieu"
337,"Renvoyer"
338,"Langue"
339,"Aucun résultat."
340,"OK"
341,"Annuler"
342,"Commentaire"
343,"Jusqu'à 200 résultats affichés."
344,"La ou les langues parlées<Indent/>: japonais (J), anglais (E), allemand (D), français (F). Le trait lumineux indique la langue du client. "
345,"Ajouter"
346,"Rafraîchir"
347,"Ajouter à la liste noire"
348,"Ajouter à la liste d'amis"
349,"Membres en ligne en haut de liste"
350,"Échoppe"
351,""
352,"Acheter"
353,"Racheter"
354,"Choisir la quantité."
355,"Objet"
356,"Quantité"
357,"Prix"
358,"Possédés"
359,"<CommandIcon(10)/> Sous-menu  <CommandIcon(8)/> Acheter  <CommandIcon(11)/> Vendre un objet"
360,"Requête"
361,""
362,"Donner"
363,"Annuler"
364,"<If(Equal(IntegerParameter(1),0))>Activer<Else/>Désactiver</If> le mode de lecture automatique<Indent/>?
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>* Utiliser <If(Equal(PlayerParameter(80),0))><If(Equal(PlayerParameter(78),3))>[espace]<Else/>[Espace]</If><Else/><CommandIcon(11)/></If> pour activer/désactiver.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>


Pour les scènes non doublées, la vitesse de lecture peut être réglée avec les commandes suivantes.
  Manette<Indent/>: <Gui(3)/> ou <Gui(4)/>
  Clavier<Indent/>: <If(Equal(PlayerParameter(78),3))>[tab]<Else/>[Tab]</If> ou <If(Equal(PlayerParameter(78),3))>[shift + tab]<Else/>[Shift + Tab]</If>"
365,"Vous pouvez racheter les 10 derniers objets que vous avez vendus."
366,"Au-delà de 10 objets, les plus anciens dis<SoftHyphen/>pa<SoftHyphen/>rais<SoftHyphen/>sent de la liste."
367,"La liste de rachat de l'échoppe est perdue après un changement de zone."
368,"Répondre avec le même mode de discussion"
369,"Inconnu"
370,"Cacher la fenêtre de log"
371,"<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow><UIGlow>01</UIGlow><UIForeground>01</UIForeground> <Highlight>StringParameter(1)</Highlight>"
372,"Modifier la macro"
373,"Que voulez-vous faire<Indent/>?"
374,"Annuler"
376,"<UIForeground>F20205</UIForeground><UIForeground>01</UIForeground>"
377,"<UIForeground>F20206</UIForeground><UIForeground>01</UIForeground>"
378,"<Value>IntegerParameter(1)</Value>%"
379,"Pratique de job<Indent/>: <Sheet(ClassJob,IntegerParameter(1),0)/>"
380,"Racheter"
381,""
382,"Vous pouvez racheter les 20 derniers objets que vous avez fait vendre."
383,"Au-delà de 20 objets, les plus anciens dis<SoftHyphen/>pa<SoftHyphen/>rais<SoftHyphen/>sent de la liste."
384,"La liste de rachat est perdue si le servant est renvoyé."
385,"Il n'y a aucun objet à racheter."
386,"<If(Equal(PlayerParameter(80),0))><If(Equal(PlayerParameter(78),3))>[shift + tab]<Else/>[Shift + Tab]</If><Else/><Gui(3)/></If> -"
387,"+ <If(Equal(PlayerParameter(80),0))><If(Equal(PlayerParameter(78),3))>[tab]<Else/>[Tab]</If><Else/><Gui(4)/></If>"
388,"Votre équipe"
389,"Équipe adverse"
390,"Besoin"
391,"Cupidité"
392,"Passer"
393,"Unique"
394,"s"
395,"Coffre au trésor"
397,"Cet objet est serti. Voulez-vous le vendre<Indent/>?"
398,"Cet objet est en symbiose. Voulez-vous le vendre<Indent/>?"
399,"Cet objet est unique et/ou personnel. Voulez-vous le vendre<Indent/>?"
400,"Macros"
401,""
402,"Bibliothèque"
403,"Dictionnaire"
404,"Nom"
405,"Macro n°"
406,"Icones"
407,""
408,"<CommandIcon(10)/> Sous-menu  <CommandIcon(11)/> Liste des commandes texte"
409,"LSIM <Value>IntegerParameter(1)</Value><Indent/>: <Highlight>StringParameter(2)</Highlight>"
410,"Linkshells"
411,""
412,"Liste"
413,"Nom"
414,"Classe/Job"
415,"GC"
416,"Lieu"
417,"Compagnie"
418,"Langue"
419,"En ligne<Indent/>: <Value>IntegerParameter(1)</Value>"
420,"Courrier mog"
421,""
422,"Non lue"
423,"Lue"
424,"Nouvelle"
425,"Précisez le montant à envoyer."
426,"<Value>IntegerParameter(1)</Value> / <Value>IntegerParameter(2)</Value> / <Value>IntegerParameter(3)</Value>"
427,"<CommandIcon(10)/> Sous-menu  <CommandIcon(11)/> Nouvelle lettre"
428,"Aucune lettre non lue, ni aucun objet ou gil non récupéré dans cette catégorie."
429,"Aucune lettre lue"
430,"Tout prendre"
431,"Effacer"
432,""
433,"Répondre"
434,"Destinataire"
435,"<CommandIcon(10)/> Sous-menu"
436,"<CommandIcon(8)/><CommandIcon(10)/> Sous-menu  <CommandIcon(9)/> Retour"
437,"Lettres système
(Maximum<Indent/>: 10)"
438,"Lettres avec objets promotionnels
(Maximum<Indent/>: 20)"
439,"Lettres avec objets joints envoyées par des amis
(Maximum<Indent/>: 20 objets)"
440,"Lettre"
441,""
442,"Modifier"
443,"Envoyer"
444,""
445,"Corps"
446,"<Fixed>07F2026A</Fixed>"
447,"Annuler l'écriture de la lettre<Indent/>? Le texte disparaîtra et les objets joints retourneront dans l'inventaire."
448,"<CommandIcon(8)/> Choix des objets joints"
449,"<CommandIcon(10)/> Affichage prioritaire dans la liste des objectifs  <CommandIcon(24)/> Défiler"
450,"Journal"
451,""
452,"En cours"
453,"Achevés"
454,"Quêtes"
455,"Mandats"
456,"Autorisations"
457,"Historique"
458,"/"
459,"Aucune mission en cours"
460,"Accepter"
461,"Refuser"
462,"Objectif"
463,"Récompense"
464,"Nv"
465,"Au choix"
466,"Historique"
467,"Carte"
468,"Retenter"
469,"Abandonner"
470,"Commencer"
471,"Bonus"
472,"Accepter"
473,"Abandonner <If(Equal(IntegerParameter(1),1))>la quête “<Highlight>StringParameter(2)</Highlight>”<Else/>le mandat “<Highlight>StringParameter(2)</Highlight>”</If><Indent/>?"
474,"Quêtes"
475,"Mandats"
476,"Résumé"
477,"Aucune mission accomplie"
478,"Vous pouvez retenter un mandat en utilisant <Value>IntegerParameter(1)</Value> au<SoftHyphen/>to<SoftHyphen/>ri<SoftHyphen/>sa<SoftHyphen/>tion<If(LessThanOrEqualTo(IntegerParameter(1),1))><Else/>s</If>.
Voulez-vous retenter<Indent/>?"
479,"Ces conditions ne sont pas remplies<Indent/>:"
480,"Historique"
481,"Matéria"
482,"<Highlight>StringParameter(1)</Highlight>%"
483,"<Value>IntegerParameter(1)</Value>%"
484,"Prix<Indent/>: <Format(IntegerParameter(1),FF05021D0103)/> gil<If(LessThanOrEqualTo(IntegerParameter(1),1))><Else/>s</If> <If(IntegerParameter(2))><Else/>　Marchés<Indent/>: non</If>"
485,"Savoir-faire"
486,"Rendement"
487,"Collecte"
488,"Force de blocage"
489,"Taux de blocage"
490,"Plus<Indent/>: Ctrl+Alt"
491,"Matérias"
492,"Bonus"
493,"HQ"
494,"Unique"
495,"Personnel"
496,"Lié"
497," Artisanat et réparation"
498,"Condition"
499,"Symbiose"
500,"Réparé par"
501,"Sertissable"
502,"Matérialisable"
503,"Vendable<Indent/>: non <If(IntegerParameter(1))><Else/>　Marchés<Indent/>: non</If>"
504,"<If(IntegerParameter(3))><UIForeground>F2023D</UIForeground><UIGlow>F2023E</UIGlow><Emphasis><Else/></If>(<If(IntegerParameter(1))>+<Value>IntegerParameter(2)</Value><Else/><Value>IntegerParameter(2)</Value></If>)<If(IntegerParameter(3))></Emphasis><UIForeground>01</UIForeground><UIGlow>01</UIGlow><Else/></If>"
505,"<If(IntegerParameter(3))><UIForeground>F2023D</UIForeground><UIGlow>F2023E</UIGlow><Emphasis><If(IntegerParameter(1))>+<Value>IntegerParameter(2)</Value><Else/><Value>IntegerParameter(2)</Value></If></Emphasis><UIForeground>01</UIForeground><UIGlow>01</UIGlow><Else/><If(IntegerParameter(1))>+<Value>IntegerParameter(2)</Value><Else/><Value>IntegerParameter(2)</Value></If></If>"
506,""
507,"Recommandé<Indent/>: Nv <Value>IntegerParameter(1)</Value>"
508,"Nv <Value>IntegerParameter(1)</Value>"
509,"Délai"
510,"Dégâts"
511,"DPS"
512,"<If(IntegerParameter(4))><UIForeground>F2023D</UIForeground><UIGlow>F2023E</UIGlow><Emphasis><Sheet(BaseParam,IntegerParameter(1),1)/> <If(LessThan(IntegerParameter(3),0))><Else/>+</If><Value>IntegerParameter(3)</Value><If(IntegerParameter(5))>%<Else/></If></Emphasis><UIForeground>01</UIForeground><UIGlow>01</UIGlow><Else/><Sheet(BaseParam,IntegerParameter(1),1)/> <If(LessThan(IntegerParameter(3),0))><Else/>+</If><Value>IntegerParameter(3)</Value><If(IntegerParameter(5))>%<Else/></If></If>"
513,"<If(IntegerParameter(2))><UIForeground>F2023D</UIForeground><UIGlow>F2023E</UIGlow><Emphasis><Sheet(Item,IntegerParameter(1),9)/></Emphasis><UIForeground>01</UIForeground><UIGlow>01</UIGlow><Else/><Sheet(Item,IntegerParameter(1),9)/></If>"
514,"<Highlight>StringParameter(1)</Highlight> nv <Value>IntegerParameter(2)</Value>"
515,"<Sheet(Item,IntegerParameter(1),9)/>
<Format(IntegerParameter(2),FF05021D0103)/> gil<If(LessThanOrEqualTo(IntegerParameter(2),1))><Else/>s</If>"
516,"Vendre"
517,"Non matérialisable"
518,"Matériaux"
519,"<Highlight>StringParameter(1)</Highlight>"
520,"Inventaire"
521,""
522,"(<If(IntegerParameter(1))> +<Highlight>StringParameter(2)</Highlight> <Else/><Highlight>StringParameter(2)</Highlight></If>)"
523,""
524,"Cristaux"
525,"Difficulté"
526,"Abandonner"
