key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
57,10062,"Smithing","RecipeLevelTable#19","Initiate's Head Knife",1,"Iron Ingot",1,"Ash Lumber",1,"Mudstone Whetstone",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",1,"Earth Shard",1,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
58,10064,"Smithing","RecipeLevelTable#19","Initiate's Sledgehammer",1,"Iron Ingot",1,"Elm Lumber",1,"Fish Glue",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",1,"Earth Shard",1,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
59,10066,"Smithing","RecipeLevelTable#20","Brass Viking Sword",1,"Viking Sword",1,"Brass Ingot",1,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",1,"Earth Shard",1,0,True,50,150,75,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
60,10071,"Smithing","RecipeLevelTable#20","Iron Pickaxe",1,"Iron Ingot",1,"Undyed Cotton Cloth",1,"Ash Lumber",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",1,"Earth Shard",1,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
61,10069,"Smithing","RecipeLevelTable#20","Initiate's Saw",1,"Iron Ingot",1,"Iron Rivets",1,"Ash Lumber",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",1,"Earth Shard",1,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
62,10070,"Smithing","RecipeLevelTable#20","Iron Claw Hammer",1,"Iron Ingot",1,"Elm Lumber",1,"Jellyfish Humours",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",1,"Earth Shard",1,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
63,10067,"Smithing","RecipeLevelTable#20","Carnage Sword",1,"Brass Bastard Sword",1,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"",0,"Fire Shard",1,"Earth Shard",1,0,True,50,150,75,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
64,10077,"Smithing","RecipeLevelTable#21","Iron Culinary Knife",1,"Iron Ingot",1,"Elm Lumber",1,"Mudstone Whetstone",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",1,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
65,10078,"Smithing","RecipeLevelTable#21","Iron Scythe",1,"Iron Ingot",1,"Elm Lumber",1,"Mudstone Whetstone",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",1,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
66,10076,"Smithing","RecipeLevelTable#21","Iron Mortar",1,"Iron Ingot",2,"Elm Lumber",1,"",0,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",1,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
67,10072,"Smithing","RecipeLevelTable#21","Inferno Axe",1,"Iron War Axe",1,"Iron Ingot",1,"Brass Ingot",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",1,0,True,50,150,75,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
68,10073,"Smithing","RecipeLevelTable#21","Initiate's Cross-pein Hammer",1,"Iron Ingot",1,"Undyed Cotton Cloth",1,"Yew Lumber",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",1,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
69,10075,"Smithing","RecipeLevelTable#21","Initiate's Chaser Hammer",1,"Iron Ingot",1,"Iron Rivets",1,"Yew Lumber",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",1,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
70,10074,"Smithing","RecipeLevelTable#21","Initiate's Doming Hammer",1,"Iron Ingot",1,"Yew Lumber",1,"",0,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",1,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
71,10081,"Smithing","RecipeLevelTable#22","Iron File",1,"Iron Ingot",2,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",1,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
72,10082,"Smithing","RecipeLevelTable#22","Iron Pliers",1,"Iron Ingot",1,"Iron Rivets",1,"Clove Oil",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",1,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
73,10083,"Smithing","RecipeLevelTable#22","Initiate's Pickaxe",1,"Iron Ingot",1,"Undyed Cotton Cloth",1,"Elm Lumber",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",1,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
74,10079,"Smithing","RecipeLevelTable#22","Iron Shortsword",1,"Iron Ingot",2,"Elm Lumber",1,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",1,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
75,10086,"Smithing","RecipeLevelTable#23","Iron Sledgehammer",1,"Iron Ingot",1,"Elm Lumber",1,"Fish Glue",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",1,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
76,10085,"Smithing","RecipeLevelTable#23","Initiate's Awl",1,"Iron Ingot",1,"Yew Lumber",1,"Clove Oil",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",1,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
77,10084,"Smithing","RecipeLevelTable#23","Spiked Knuckles",1,"Iron Plate",1,"Iron Ingot",1,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",1,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
78,10087,"Smithing","RecipeLevelTable#24","Iron Bill",1,"Iron Ingot",2,"Yew Lumber",1,"Clove Oil",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",2,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
79,10091,"Smithing","RecipeLevelTable#24","Brass Hatchet",1,"Initiate's Hatchet",1,"Brass Ingot",1,"Clove Oil",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",2,0,True,50,150,75,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
80,10088,"Smithing","RecipeLevelTable#24","Bas-relief Iron Saw",1,"Iron Ingot",1,"Iron Rivets",1,"Elm Lumber",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",2,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
81,10089,"Smithing","RecipeLevelTable#24","Initiate's Claw Hammer",1,"Iron Ingot",1,"Yew Lumber",1,"Crab Oil",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",2,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
82,10090,"Smithing","RecipeLevelTable#24","Initiate's Mortar",1,"Iron Ingot",2,"Yew Lumber",1,"",0,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",2,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
83,10093,"Smithing","RecipeLevelTable#25","Iron Round Knife",1,"Iron Ingot",1,"Yew Lumber",1,"Mudstone Whetstone",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",2,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
84,10092,"Smithing","RecipeLevelTable#25","Iron Spatha",1,"Iron Ingot",1,"Aldgoat Leather",1,"Antelope Horn",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",2,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
85,10094,"Smithing","RecipeLevelTable#25","Initiate's Culinary Knife",1,"Iron Ingot",1,"Yew Lumber",1,"Mudstone Whetstone",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",2,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
86,10095,"Smithing","RecipeLevelTable#25","Initiate's Scythe",1,"Iron Ingot",1,"Yew Lumber",1,"Mudstone Whetstone",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",2,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
87,10096,"Smithing","RecipeLevelTable#26","Steel Ingot",1,"Bomb Ash",1,"Iron Ore",2,"",0,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,,0,0,False,50,50,100,58,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
88,10101,"Smithing","RecipeLevelTable#26","Iron Ornamental Hammer",1,"Initiate's Chaser Hammer",1,"Iron Rivets",1,"Brass Ingot",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",2,"Earth Shard",2,0,True,50,150,75,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
