key,0,1,2,3,4,5,6,7,8,9
33,"Noscea occidentale",0,"Noscea occidentale",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la Noscea occidentale</Case><Case(2)>dans la Noscea occidentale</Case><Case(3)>de la Noscea occidentale</Case></Switch>",0
34,"Haute-Noscea",0,"Haute-Noscea",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la Haute-Noscea</Case><Case(2)>dans la Haute-Noscea</Case><Case(3)>de la Haute-Noscea</Case></Switch>",0
35,"Sastasha",0,"Sastasha",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Sastasha</Case><Case(2)>à Sastasha</Case><Case(3)>de Sastasha</Case></Switch>",0
36,"Bivouac de Brayflox",0,"Bivouac de Brayflox",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Bivouac de Brayflox</Case><Case(2)>au Bivouac de Brayflox</Case><Case(3)>du Bivouac de Brayflox</Case></Switch>",0
37,"Palais du Vagabond",0,"Palais du Vagabond",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Palais du Vagabond</Case><Case(2)>au Palais du Vagabond</Case><Case(3)>du Palais du Vagabond</Case></Switch>",0
38,"",0,"",0,0,0,0,0,"",0
39,"Gridania",0,"Gridania",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Gridania</Case><Case(2)>à Gridania</Case><Case(3)>de Gridania</Case></Switch>",0
40,"Ul'dah - Faubourg de Nald",0,"Ul'dah - Faubourg de Nald",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Ul'dah - Faubourg de Nald</Case><Case(2)>à Ul'dah - Faubourg de Nald</Case><Case(3)>d'Ul'dah - Faubourg de Nald</Case></Switch>",0
41,"Ul'dah - Faubourg de Thal",0,"Ul'dah - Faubourg de Thal",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Ul'dah - Faubourg de Thal</Case><Case(2)>à Ul'dah - Faubourg de Thal</Case><Case(3)>d'Ul'dah - Faubourg de Thal</Case></Switch>",0
42,"Thanalan occidental",0,"Thanalan occidental",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Thanalan occidental</Case><Case(2)>dans le Thanalan occidental</Case><Case(3)>du Thanalan occidental</Case></Switch>",0
43,"Thanalan central",0,"Thanalan central",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Thanalan central</Case><Case(2)>dans le Thanalan central</Case><Case(3)>du Thanalan central</Case></Switch>",0
44,"Thanalan oriental",0,"Thanalan oriental",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Thanalan oriental</Case><Case(2)>dans le Thanalan oriental</Case><Case(3)>du Thanalan oriental</Case></Switch>",0
45,"Thanalan méridional",0,"Thanalan méridional",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Thanalan méridional</Case><Case(2)>dans le Thanalan méridional</Case><Case(3)>du Thanalan méridional</Case></Switch>",0
46,"Thanalan septentrional",0,"Thanalan septentrional",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Thanalan septentrional</Case><Case(2)>dans le Thanalan septentrional</Case><Case(3)>du Thanalan septentrional</Case></Switch>",0
47,"Gouffre hurlant",0,"Gouffre hurlant",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Gouffre hurlant</Case><Case(2)>au Gouffre hurlant</Case><Case(3)>du Gouffre hurlant</Case></Switch>",0
48,"Mines de Clochecuivre",0,"Mines de Clochecuivre",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>les Mines de Clochecuivre</Case><Case(2)>aux Mines de Clochecuivre</Case><Case(3)>des Mines de Clochecuivre</Case></Switch>",0
49,"Halatali",0,"Halatali",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Halatali</Case><Case(2)>à Halatali</Case><Case(3)>d'Halatali</Case></Switch>",0
50,"Temple enseveli de Qarn",0,"Temple enseveli de Qarn",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Temple enseveli de Qarn</Case><Case(2)>au Temple enseveli de Qarn</Case><Case(3)>du Temple enseveli de Qarn</Case></Switch>",0
51,"Ul'dah",0,"Ul'dah",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Ul'dah</Case><Case(2)>à Ul'dah</Case><Case(3)>d'Ul'dah</Case></Switch>",0
52,"Nouvelle Gridania",0,"Nouvelle Gridania",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Nouvelle Gridania</Case><Case(2)>à Nouvelle Gridania</Case><Case(3)>de Nouvelle Gridania</Case></Switch>",0
53,"Vieille Gridania",0,"Vieille Gridania",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Vieille Gridania</Case><Case(2)>à Vieille Gridania</Case><Case(3)>de Vieille Gridania</Case></Switch>",0
54,"Forêt centrale",0,"Forêt centrale",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la Forêt centrale</Case><Case(2)>à la Forêt centrale</Case><Case(3)>de la Forêt centrale</Case></Switch>",0
55,"Forêt de l'est",0,"Forêt de l'est",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la Forêt de l'est</Case><Case(2)>à la Forêt de l'est</Case><Case(3)>de la Forêt de l'est</Case></Switch>",0
56,"Forêt du sud",0,"Forêt du sud",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la Forêt du sud</Case><Case(2)>à la Forêt du sud</Case><Case(3)>de la Forêt du sud</Case></Switch>",0
57,"Forêt du nord",0,"Forêt du nord",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la Forêt du nord</Case><Case(2)>à la Forêt du nord</Case><Case(3)>de la Forêt du nord</Case></Switch>",0
58,"Hypogée de Tam-Tara",0,"Hypogée de Tam-Tara",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>l'Hypogée de Tam-Tara</Case><Case(2)>à l'Hypogée de Tam-Tara</Case><Case(3)>de l'Hypogée de Tam-Tara</Case></Switch>",0
59,"Manoir des Haukke",0,"Manoir des Haukke",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Manoir des Haukke</Case><Case(2)>au Manoir des Haukke</Case><Case(3)>du Manoir des Haukke</Case></Switch>",0
60,"",0,"",0,0,0,0,0,"",0
61,"Mille Gueules de Toto-Rak",0,"Mille Gueules de Toto-Rak",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>les Mille Gueules de Toto-Rak</Case><Case(2)>aux Mille Gueules de Toto-Rak</Case><Case(3)>des Mille Gueules de Toto-Rak</Case></Switch>",0
62,"Ishgard",0,"Ishgard",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Ishgard</Case><Case(2)>à Ishgard</Case><Case(3)>d'Ishgard</Case></Switch>",0
63,"Hautes terres du Coerthas central",0,"Hautes terres du Coerthas central",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>les Hautes terres du Coerthas central</Case><Case(2)>dans les Hautes terres du Coerthas central</Case><Case(3)>des Hautes terres du Coerthas central</Case></Switch>",0
64,"Forteresse de Dzemael",0,"Forteresse de Dzemael",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la Forteresse de Dzemael</Case><Case(2)>à la Forteresse de Dzemael</Case><Case(3)>de la Forteresse de Dzemael</Case></Switch>",0
65,"Val d'Aurum",0,"Val d'Aurum",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Val d'Aurum</Case><Case(2)>au Val d'Aurum</Case><Case(3)>du Val d'Aurum</Case></Switch>",0
66,"Orient",0,"Orient",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>l'Orient</Case><Case(2)>en Orient</Case><Case(3)>d'Orient</Case></Switch>",0
67,"Mor Dhona",0,"Mor Dhona",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Mor Dhona</Case><Case(2)>dans le Mor Dhona</Case><Case(3)>du Mor Dhona</Case></Switch>",0
68,"Berges de Jade",0,"Berges de Jade",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>les berges de Jade</Case><Case(2)>aux berges de Jade</Case><Case(3)>des berges de Jade</Case></Switch>",0
69,"Larmeverte",0,"Larmeverte",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Larmeverte</Case><Case(2)>à Larmeverte</Case><Case(3)>de Larmeverte</Case></Switch>",0
70,"Brancharquée",0,"Brancharquée",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Brancharquée</Case><Case(2)>à Brancharquée</Case><Case(3)>de Brancharquée</Case></Switch>",0
71,"Havre des Renouées",0,"Havre des Renouées",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le havre des Renouées</Case><Case(2)>au havre des Renouées</Case><Case(3)>du havre des Renouées</Case></Switch>",0
72,"Les Corps levés",0,"Les Corps levés",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Les Corps levés</Case><Case(2)>aux Corps levés</Case><Case(3)>des Corps levés</Case></Switch>",0
73,"Jardinet du miel",0,"Jardinet du miel",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Jardinet du miel</Case><Case(2)>au Jardinet du miel</Case><Case(3)>du Jardinet du miel</Case></Switch>",0
74,"Neuf-Lierres",0,"Neuf-Lierres",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Neuf-Lierres</Case><Case(2)>à Neuf-Lierres</Case><Case(3)>de Neuf-Lierres</Case></Switch>",0
75,"Massif de ronces",0,"Massif de ronces",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Massif de ronces</Case><Case(2)>au Massif de ronces</Case><Case(3)>du Massif de ronces</Case></Switch>",0
76,"Chantalouette",0,"Chantalouette",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Chantalouette</Case><Case(2)>à Chantalouette</Case><Case(3)>de Chantalouette</Case></Switch>",0
77,"Terres sylphes",0,"Terres sylphes",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>les Terres sylphes</Case><Case(2)>aux Terres sylphes</Case><Case(3)>des Terres sylphes</Case></Switch>",0
78,"Hauts-Chemins",0,"Hauts-Chemins",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>les Hauts-Chemins</Case><Case(2)>aux Hauts-Chemins</Case><Case(3)>des Hauts-Chemins</Case></Switch>",0
79,"Bas-Chemins",0,"Bas-Chemins",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>les Bas-Chemins</Case><Case(2)>aux Bas-Chemins</Case><Case(3)>des Bas-Chemins</Case></Switch>",0
80,"Bocage de la Mue",0,"Bocage de la Mue",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le bocage de la Mue</Case><Case(2)>au bocage de la Mue</Case><Case(3)>du bocage de la Mue</Case></Switch>",0
81,"Charmille silencieuse",0,"Charmille silencieuse",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la Charmille silencieuse</Case><Case(2)>à la Charmille silencieuse</Case><Case(3)>de la Charmille silencieuse</Case></Switch>",0
82,"Le Don d'Urth",0,"Le Don d'Urth",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Le Don d'Urth</Case><Case(2)>au Don d'Urth</Case><Case(3)>du Don d'Urth</Case></Switch>",0
83,"Futaie des Murmures",0,"Futaie des Murmures",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la futaie des Murmures</Case><Case(2)>à la futaie des Murmures</Case><Case(3)>de la futaie des Murmures</Case></Switch>",0
84,"Sommière de la Paix",0,"Sommière de la Paix",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la sommière de la Paix</Case><Case(2)>à la sommière de la Paix</Case><Case(3)>de la sommière de la Paix</Case></Switch>",0
85,"Sources de l'Aulne",0,"Sources de l'Aulne",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>les sources de l'Aulne</Case><Case(2)>aux sources de l'Aulne</Case><Case(3)>des sources de l'Aulne</Case></Switch>",0
86,"La Fierté",0,"La Fierté",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>La Fierté</Case><Case(2)>à La Fierté</Case><Case(3)>de La Fierté</Case></Switch>",0
87,"Porte du Blaireau bleu",0,"Porte du Blaireau bleu",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la porte du Blaireau bleu</Case><Case(2)>à la porte du Blaireau bleu</Case><Case(3)>de la porte du Blaireau bleu</Case></Switch>",0
88,"Porte du Loup blanc",0,"Porte du Loup blanc",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la porte du Loup blanc</Case><Case(2)>à la porte du Loup blanc</Case><Case(3)>de la porte du Loup blanc</Case></Switch>",0
89,"Tour de Gilbert",0,"Tour de Gilbert",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la tour de Gilbert</Case><Case(2)>à la tour de Gilbert</Case><Case(3)>de la tour de Gilbert</Case></Switch>",0
90,"Le Bannock",0,"Le Bannock",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Le Bannock</Case><Case(2)>au Bannock</Case><Case(3)>du Bannock</Case></Switch>",0
91,"Cabane de Gabineaux",0,"Cabane de Gabineaux",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la cabane de Gabineaux</Case><Case(2)>à la cabane de Gabineaux</Case><Case(3)>de la cabane de Gabineaux</Case></Switch>",0
92,"Rochenue",0,"Rochenue",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Rochenue</Case><Case(2)>à Rochenue</Case><Case(3)>de Rochenue</Case></Switch>",0
93,"Prison des esprits",0,"Prison des esprits",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la Prison des esprits</Case><Case(2)>à la Prison des esprits</Case><Case(3)>de la Prison des esprits</Case></Switch>",0
94,"Ranch de Brancharquée",0,"Ranch de Brancharquée",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le ranch de Brancharquée</Case><Case(2)>au ranch de Brancharquée</Case><Case(3)>du ranch de Brancharquée</Case></Switch>",0
95,"Tour de Galvanth",0,"Tour de Galvanth",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la tour de Galvanth</Case><Case(2)>à la tour de Galvanth</Case><Case(3)>de la tour de Galvanth</Case></Switch>",0
96,"L'Oubli de la Mère",0,"L'Oubli de la Mère",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>L'Oubli de la Mère</Case><Case(2)>à L'Oubli de la Mère</Case><Case(3)>de L'Oubli de la Mère</Case></Switch>",0
97,"Hypogée de Tam-Tara",0,"Hypogée de Tam-Tara",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>l'Hypogée de Tam-Tara</Case><Case(2)>à l'Hypogée de Tam-Tara</Case><Case(3)>de l'Hypogée de Tam-Tara</Case></Switch>",0
98,"Appontement du Miroir",0,"Appontement du Miroir",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>l'appontement du Miroir</Case><Case(2)>à l'appontement du Miroir</Case><Case(3)>de l'appontement du Miroir</Case></Switch>",0
99,"Pierre des Nénuphars",0,"Pierre des Nénuphars",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la pierre des Nénuphars</Case><Case(2)>à la pierre des Nénuphars</Case><Case(3)>de la pierre des Nénuphars</Case></Switch>",0
100,"Arbre de l'Orée",0,"Arbre de l'Orée",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>l'arbre de l'Orée</Case><Case(2)>à l'arbre de l'Orée</Case><Case(3)>de l'arbre de l'Orée</Case></Switch>",0
101,"Breuil de l'Ombre éternelle",0,"Breuil de l'Ombre éternelle",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le breuil de l'Ombre éternelle</Case><Case(2)>au breuil de l'Ombre éternelle</Case><Case(3)>du breuil de l'Ombre éternelle</Case></Switch>",0
102,"Manoir des Haukke",0,"Manoir des Haukke",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Manoir des Haukke</Case><Case(2)>au Manoir des Haukke</Case><Case(3)>du Manoir des Haukke</Case></Switch>",0
103,"Perche sanglante",0,"Perche sanglante",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la Perche sanglante</Case><Case(2)>à la Perche sanglante</Case><Case(3)>de la Perche sanglante</Case></Switch>",0
104,"Mare de l'Espoir",0,"Mare de l'Espoir",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la mare de l'Espoir</Case><Case(2)>à la mare de l'Espoir</Case><Case(3)>de la mare de l'Espoir</Case></Switch>",0
105,"Rocher des Écailles ambrées",0,"Rocher des Écailles ambrées",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le rocher des Écailles ambrées</Case><Case(2)>au rocher des Écailles ambrées</Case><Case(3)>du rocher des Écailles ambrées</Case></Switch>",0
106,"Trou des spriggans",0,"Trou des spriggans",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Trou des spriggans</Case><Case(2)>au Trou des spriggans</Case><Case(3)>du Trou des spriggans</Case></Switch>",0
107,"Hutte des Hawthorne",0,"Hutte des Hawthorne",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la hutte des Hawthorne</Case><Case(2)>à la hutte des Hawthorne</Case><Case(3)>de la hutte des Hawthorne</Case></Switch>",0
108,"Arbre de l'Orée",0,"Arbre de l'Orée",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>l'arbre de l'Orée</Case><Case(2)>à l'arbre de l'Orée</Case><Case(3)>de l'arbre de l'Orée</Case></Switch>",0
109,"",0,"",0,0,0,0,0,"",0
110,"Tour d'Amarissaix",0,"Tour d'Amarissaix",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la tour d'Amarissaix</Case><Case(2)>à la tour d'Amarissaix</Case><Case(3)>de la tour d'Amarissaix</Case></Switch>",0
111,"Castrum Oriens",0,"Castrum Oriens",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Castrum Oriens</Case><Case(2)>à Castrum Oriens</Case><Case(3)>de Castrum Oriens</Case></Switch>",0
112,"Sanctuaire des Douze",0,"Sanctuaire des Douze",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Sanctuaire des Douze</Case><Case(2)>au Sanctuaire des Douze</Case><Case(3)>du Sanctuaire des Douze</Case></Switch>",0
113,"Le Refuge",0,"Le Refuge",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Le Refuge</Case><Case(2)>au Refuge</Case><Case(3)>du Refuge</Case></Switch>",0
114,"Bosquet de Sporelune",0,"Bosquet de Sporelune",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le bosquet de Sporelune</Case><Case(2)>au bosquet de Sporelune</Case><Case(3)>du bosquet de Sporelune</Case></Switch>",0
115,"Le Berceau",0,"Le Berceau",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Le Berceau</Case><Case(2)>au Berceau</Case><Case(3)>du Berceau</Case></Switch>",0
116,"Dais de la Feuille d'or",0,"Dais de la Feuille d'or",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le dais de la Feuille d'or</Case><Case(2)>au dais de la Feuille d'or</Case><Case(3)>du dais de la Feuille d'or</Case></Switch>",0
117,"Les Piques pendues",0,"Les Piques pendues",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Les Piques pendues</Case><Case(2)>aux Piques pendues</Case><Case(3)>des Piques pendues</Case></Switch>",0
118,"L'Empreinte de Buscarron",0,"L'Empreinte de Buscarron",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>L'Empreinte de Buscarron</Case><Case(2)>à L'Empreinte de Buscarron</Case><Case(3)>de L'Empreinte de Buscarron</Case></Switch>",0
119,"Au Choix de Buscarron",0,"Au Choix de Buscarron",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Choix de Buscarron</Case><Case(2)>au Choix de Buscarron</Case><Case(3)>du Choix de Buscarron</Case></Switch>",0
120,"Mille Gueules de Toto-Rak",0,"Mille Gueules de Toto-Rak",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>les Mille Gueules de Toto-Rak</Case><Case(2)>aux Mille Gueules de Toto-Rak</Case><Case(3)>des Mille Gueules de Toto-Rak</Case></Switch>",0
121,"Issom-Har",0,"Issom-Har",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Issom-Har</Case><Case(2)>à Issom-Har</Case><Case(3)>d'Issom-Har</Case></Switch>",0
122,"Masure abandonnée",0,"Masure abandonnée",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la masure abandonnée</Case><Case(2)>à la masure abandonnée</Case><Case(3)>de la masure abandonnée</Case></Switch>",0
123,"Camp des Sentes tranquilles",0,"Camp des Sentes tranquilles",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le camp des Sentes tranquilles</Case><Case(2)>au camp des Sentes tranquilles</Case><Case(3)>du camp des Sentes tranquilles</Case></Switch>",0
124,"",0,"",0,0,0,0,0,"",0
125,"Vestiges de la cité d'Amdapor",0,"Vestiges de la cité d'Amdapor",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>les Vestiges de la cité d'Amdapor</Case><Case(2)>aux Vestiges de la cité d'Amdapor</Case><Case(3)>des Vestiges de la cité d'Amdapor</Case></Switch>",0
126,"Lac des Racines",0,"Lac des Racines",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le lac des Racines</Case><Case(2)>au lac des Racines</Case><Case(3)>du lac des Racines</Case></Switch>",0
127,"Aérodrome de la Forêt du sud",0,"Aérodrome de la Forêt du sud",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>l'aérodrome de la Forêt du sud</Case><Case(2)>à l'aérodrome de la Forêt du sud</Case><Case(3)>de l'aérodrome de la Forêt du sud</Case></Switch>",0
128,"Château d'Amdapor",0,"Château d'Amdapor",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Château d'Amdapor</Case><Case(2)>au Château d'Amdapor</Case><Case(3)>du Château d'Amdapor</Case></Switch>",0
129,"Moulin de la Carrière",0,"Moulin de la Carrière",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Moulin de la Carrière</Case><Case(2)>au Moulin de la Carrière</Case><Case(3)>du Moulin de la Carrière</Case></Switch>",0
130,"Guêpier des Ventrerouge",0,"Guêpier des Ventrerouge",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le Guêpier des Ventrerouge</Case><Case(2)>au Guêpier des Ventrerouge</Case><Case(3)>du Guêpier des Ventrerouge</Case></Switch>",0
131,"Camp des Gobelins",0,"Camp des Gobelins",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>le camp des Gobelins</Case><Case(2)>au camp des Gobelins</Case><Case(3)>du camp des Gobelins</Case></Switch>",0
132,"Feuillemorte",0,"Feuillemorte",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>Feuillemorte</Case><Case(2)>à Feuillemorte</Case><Case(3)>de Feuillemorte</Case></Switch>",0
133,"Fontaine d'Urth",0,"Fontaine d'Urth",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>la Fontaine d'Urth</Case><Case(2)>à la Fontaine d'Urth</Case><Case(3)>de la Fontaine d'Urth</Case></Switch>",0
134,"",0,"",0,0,0,0,0,"",0
