key,0,1,2,3,4,5,6,7,8,9,10,11
13,"ui/icon/196000/196103.tex",,1,0,0,0,"BannerCondition#321",0,0,4,122,"Alexander (fatal)"
14,"ui/icon/196000/196104.tex",,1,0,0,0,"BannerCondition#322",0,0,4,123,"Drachenkrieg (fatal)"
15,"ui/icon/196000/196216.tex","ui/icon/196000/196466.tex",1,0,0,0,"BannerCondition#344",0,0,3,95,"Aufträge der Omikron"
16,"ui/icon/196000/196012.tex","ui/icon/196000/196262.tex",1,0,0,0,"BannerCondition#347",0,0,7,14,"Musik"
17,"ui/icon/196000/196013.tex","ui/icon/196000/196263.tex",1,0,0,0,"BannerCondition#1",0,0,1,15,"Fernöstlich"
18,"ui/icon/196000/196014.tex","ui/icon/196000/196264.tex",1,0,0,0,"BannerCondition#346",0,0,9,11,"Deko-Tape: Limsa Lominsa"
19,"ui/icon/196000/196015.tex","ui/icon/196000/196265.tex",1,0,0,0,"BannerCondition#346",0,0,9,12,"Deko-Tape: Gridania"
20,"ui/icon/196000/196016.tex","ui/icon/196000/196266.tex",1,0,0,0,"BannerCondition#346",0,0,9,13,"Deko-Tape: Ul'dah"
21,"ui/icon/196000/196212.tex","ui/icon/196000/196462.tex",1,0,0,0,"BannerCondition#429",0,0,3,91,"Aufträge der Pixies"
22,"ui/icon/196000/196213.tex","ui/icon/196000/196463.tex",1,0,0,0,"BannerCondition#430",0,0,3,92,"Aufträge der Qitari"
23,"ui/icon/196000/196214.tex","ui/icon/196000/196464.tex",1,0,0,0,"BannerCondition#431",0,0,3,93,"Aufträge der Zwerge"
24,"ui/icon/196000/196215.tex","ui/icon/196000/196465.tex",1,0,0,0,"BannerCondition#432",0,0,3,94,"Aufträge der Arkasodara"
25,"ui/icon/196000/196217.tex","ui/icon/196000/196467.tex",1,0,0,0,"BannerCondition#433",0,0,3,96,"Aufträge der Loporrit"
26,"ui/icon/196000/196105.tex",,1,0,0,0,"BannerCondition#434",0,0,4,124,"Omega (fatal)"
27,"ui/icon/196000/196210.tex","ui/icon/196000/196460.tex",1,0,0,0,"BannerCondition#524",0,0,3,88,"Aufträge der Kojin"
28,"ui/icon/196000/196209.tex","ui/icon/196000/196459.tex",2,0,0,0,"BannerCondition#525",0,0,3,89,"Aufträge der Ananta"
29,"ui/icon/196000/196211.tex","ui/icon/196000/196461.tex",1,0,0,0,"BannerCondition#526",0,0,3,90,"Aufträge der Namazuo"
30,"ui/icon/196000/196106.tex",,1,0,0,0,"BannerCondition#523",0,0,7,190,"10. Jubiläum"
31,"ui/icon/196000/196107.tex",,1,0,0,0,"BannerCondition#529",0,0,8,110,"Fischer auf großer Fahrt"
32,"ui/icon/196000/196108.tex",,1,0,0,0,"BannerCondition#530",0,0,8,111,"Kapitalbeschaffung"
33,"ui/icon/196000/196109.tex","ui/icon/196000/196351.tex",1,0,0,0,"BannerCondition#531",0,0,8,112,"Mahjong-Profi"
34,"ui/icon/196000/196206.tex","ui/icon/196000/196456.tex",1,0,0,0,"BannerCondition#567",0,0,3,85,"Aufträge der Vanu Vanu"
35,"ui/icon/196000/196207.tex","ui/icon/196000/196457.tex",1,0,0,0,"BannerCondition#568",0,0,3,86,"Aufträge der Gnath"
36,"ui/icon/196000/196208.tex","ui/icon/196000/196458.tex",1,0,0,0,"BannerCondition#569",0,0,3,87,"Aufträge der Mogrys"
37,"ui/icon/196000/196113.tex",,1,0,0,0,"BannerCondition#572",0,0,3,71,"Mythen Eorzeas"
38,"ui/icon/196000/196112.tex",,1,0,0,0,"BannerCondition#573",0,0,3,70,"Tatarus Wohlstandsmanufaktur"
39,"ui/icon/196000/196110.tex",,2,0,0,0,"BannerCondition#570",0,0,8,113,"Khloes Abenteueralbum"
40,"ui/icon/196000/196111.tex",,1,0,0,0,"BannerCondition#571",0,0,8,114,"Traumtafel"
41,"ui/icon/196000/196114.tex",,1,0,0,0,"BannerCondition#575",0,0,7,191,"Stolperville 1"
42,"ui/icon/196000/196115.tex",,1,0,0,0,"BannerCondition#576",0,0,7,192,"Stolperville 2"
43,"ui/icon/196000/196116.tex",,1,0,0,0,"BannerCondition#577",0,0,7,193,"Stolperville 3"
44,"ui/icon/196000/196117.tex",,1,0,0,0,"BannerCondition#607",0,0,7,194,"Yo-kai Watch"
45,"ui/icon/196000/196204.tex","ui/icon/196000/196454.tex",1,0,0,0,"BannerCondition#694",0,0,3,82,"Aufträge der Kobolde"
46,"ui/icon/196000/196202.tex","ui/icon/196000/196452.tex",1,0,0,0,"BannerCondition#695",0,0,3,81,"Aufträge der Sylphen"
47,"ui/icon/196000/196201.tex","ui/icon/196000/196451.tex",1,0,0,0,"BannerCondition#696",0,0,3,80,"Aufträge der Amalj'aa"
48,"ui/icon/196000/196205.tex","ui/icon/196000/196455.tex",2,0,0,0,"BannerCondition#697",0,0,3,83,"Aufträge der Sahagin"
49,"ui/icon/196000/196203.tex","ui/icon/196000/196453.tex",1,0,0,0,"BannerCondition#698",0,0,3,84,"Aufträge der Ixal"
50,"ui/icon/196000/196062.tex",,1,0,0,0,"BannerCondition#701",0,0,9,66,"Tuliyollal 1"
51,"ui/icon/196000/196063.tex",,1,0,0,0,"BannerCondition#702",0,0,9,67,"Tuliyollal 2"
52,"ui/icon/196000/196064.tex",,1,0,0,0,"BannerCondition#699",0,0,9,68,"Lösung Neun 1"
53,"ui/icon/196000/196065.tex",,2,0,0,0,"BannerCondition#700",0,0,9,69,"Lösung Neun 2"
54,"ui/icon/196000/196218.tex","ui/icon/196000/196468.tex",1,0,0,0,"BannerCondition#767",0,0,3,97,"Aufträge der Pelupelu"
55,"ui/icon/196000/196054.tex",,1,0,0,0,"BannerCondition#768",0,0,9,50,"Ishgard 1"
56,"ui/icon/196000/196072.tex",,1,0,0,0,"BannerCondition#769",0,0,9,51,"Ishgard 2"
57,"ui/icon/196000/196055.tex",,2,0,0,0,"BannerCondition#770",0,0,9,52,"Frohehalde 1"
58,"ui/icon/196000/196073.tex",,1,0,0,0,"BannerCondition#771",0,0,9,53,"Frohehalde 2"
59,"ui/icon/196000/196056.tex",,1,0,0,0,"BannerCondition#772",0,0,9,54,"Kugane 1"
60,"ui/icon/196000/196068.tex",,2,0,0,0,"BannerCondition#773",0,0,9,55,"Kugane 2"
61,"ui/icon/196000/196057.tex",,1,0,0,0,"BannerCondition#774",0,0,9,56,"Rhalgrs Wacht 1"
62,"ui/icon/196000/196069.tex",,1,0,0,0,"BannerCondition#775",0,0,9,57,"Rhalgrs Wacht 2"
63,"ui/icon/196000/196058.tex",,1,0,0,0,"BannerCondition#776",0,0,9,58,"Crystarium 1"
64,"ui/icon/196000/196070.tex",,1,0,0,0,"BannerCondition#777",0,0,9,59,"Crystarium 2"
65,"ui/icon/196000/196059.tex",,1,0,0,0,"BannerCondition#778",0,0,9,60,"Eulmore 1"
66,"ui/icon/196000/196071.tex",,1,0,0,0,"BannerCondition#779",0,0,9,61,"Eulmore 2"
67,"ui/icon/196000/196060.tex",,1,0,0,0,"BannerCondition#780",0,0,9,62,"Alt-Sharlayan 1"
68,"ui/icon/196000/196066.tex",,2,0,0,0,"BannerCondition#781",0,0,9,63,"Alt-Sharlayan 2"
69,"ui/icon/196000/196061.tex",,1,0,0,0,"BannerCondition#782",0,0,9,64,"Radz-at-Han 1"
70,"ui/icon/196000/196067.tex",,1,0,0,0,"BannerCondition#783",0,0,9,65,"Radz-at-Han 2"
