key,0
142,"Du überträgst <Highlight>StringParameter(1)</Highlight> alle Rechte als Meister des Kontaktkreises. Wirklich zum alleinigen Meister machen?"
143,"Ja, ich übertrage hiermit alle Rechte."
144,""
145,"TIMER"
146,"<Clickable(<Sheet(InstanceContent,IntegerParameter(1),3)/>)/>"
147,"Nächste Freibrief-Vollmacht: "
148,"  Noch <Value>IntegerParameter(1)</Value> Std <Value>IntegerParameter(2)</Value> Min"
149,"Freund<SoftHyphen/>schaftsanfrage an <Highlight>StringParameter(1)</Highlight> senden?"
150," "
151,"Dieser Gegenstand ist ein Sammlerstück. Wirklich benutzen?"
152,"Gegenstand (Sammlerstück) wegwerfen"
153,"<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow><Clickable(<SheetDe(Item,2,IntegerParameter(1),1,4,1)/>)/><If(GreaterThan(IntegerParameter(2),0))> mit einem Sammlerwert von <Value>IntegerParameter(2)</Value><Else/></If> wirklich wegwerfen?<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
154,"Qualität mindern"
155,"<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>Die Qualität <If(Equal(IntegerParameter(2),1))><SheetDe(Item,2,IntegerParameter(1),1,2,1)/><Else/><SheetDe(Item,2,IntegerParameter(1),2,2,1)/></If> wirklich mindern und zu folgendem Gegenstand machen?<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
156,"<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>Die Qualität <SheetDe(Item,2,IntegerParameter(1),1,2,1)/> mit einem Sammlerwert von <Value>IntegerParameter(2)</Value> wirklich mindern und dafür folgenden Gegenstand erhalten?<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
157,"Qualität des Sammlerstücks mindern"
158,"Qualität des HQ-Gegenstands mindern"
159,"Gegenstandsnamen kopieren"
160,"<Clickable(<SheetDe(GatheringPointName,5,IntegerParameter(1),1,1,1)/>)/>"
162,"Bereitschaftsanfrage für Rückblende"
163,"<Clickable(StringParameter(1))/>"
164,"<Unknown2D>EA02</Unknown2D>"
165,"<Highlight>StringParameter(1)</Highlight> aus der Gruppe entfernen?"
166,"<Highlight>StringParameter(1)</Highlight> bietet dir einen Teleport an. Zielort: <Sheet(PlaceName,<Sheet(Aetheryte,IntegerParameter(2),8)/>,0)/>"
167,"<Unknown2D>EA02</Unknown2D>"
168,"Annehmen"
169,"Ablehnen"
170,"Gruppeneinladung"
171,"Freund<SoftHyphen/>schaftsanfrage"
172,"Kontaktkreisanfrage"
173,"<Highlight>StringParameter(1)</Highlight> zum Gruppenanführer machen?"
174,"In Kontaktkreis <Value>IntegerParameter(1)</Value>: „<Highlight>StringParameter(2)</Highlight>“ einladen"
175,"SOLO"
176,"GRUPPE"
177,"LEICHTER TRUPP"
178,"VOLLER TRUPP"
179,"Beritten"
180,"Disziplinen der Krieger"
181,"Disziplinen der Magier"
182,"Disziplinen der Sammler"
183,"Disziplinen der Handwerker"
184,"Jobs"
185,""
186,"TELEPORT"
187,"Wähle einen Zielort.
Dein Vermögen: <Format(IntegerParameter(1),FF022E)/>"
192,""
193,"Rollenspiel"
194,"Zum Ausgangspunkt von „<Highlight>ObjectParameter(56)</Highlight>“ zurückkehren?"
195,"Das Spiel beenden?"
196,"Zum Heimatpunkt <Sheet(PlaceName,<Sheet(Aetheryte,IntegerParameter(1),8)/>,0)/> zurückkehren?"
197,"Zum Ausgangspunkt von „<Highlight>ObjectParameter(56)</Highlight>“ zurückkehren?"
198,"<Highlight>StringParameter(3)</Highlight>
<If(IntegerParameter(1))> <Value>IntegerParameter(2)</Value>m <Else/><Value>IntegerParameter(2)</Value>s</If>"
199,"<Highlight>StringParameter(1)</Highlight> bietet dir einen Teleport <Switch(IntegerParameter(2))><Case(1)>nach Neu-Gridania</Case><Case(2)>nach Gut Zwieselgrund</Case><Case(3)>zur Jagdhütte der Hawthornes</Case><Case(4)>nach Mühlenbruch</Case><Case(5)>nach Camp Seelenruhe</Case><Case(6)>zum Herbstkürbis-See</Case></Switch> an."
200,"
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Zauber in <If(IntegerParameter(1))><Value>IntegerParameter(1)</Value> <If(Equal(IntegerParameter(1),1))>Minute<Else/>Minuten</If><Else/><If(GreaterThan(IntegerParameter(2),30))>unter einer Minute<Else/>unter 30 Sekunden</If></If> bereit.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
201,"HANDEL"
202,""
203,"Anbieten"
204,"Abbrechen"
205,"Gil"
206,"Lege die Menge fest."
207,"Wenn der Handelspartner zu weit entfernt ist, wird der Handel abgebrochen."
208,"Ok"
209,"<CommandIcon(10)/> Ins Inventar zurücknehmen"
210,"SYNTHESE"
211,""
212,"Abbrechen"
213,"Fortschritt"
214,"Belastbar"
215,"Zustand"
216,"Qualität"
217,"HQ"
218,"Schritt"
219,"/"
220,"Eilsynthese"
221,""
222,"Abbrechen"
223,"Erfolge"
224,"Patzer"
225,"/"
226,"Ausreichend"
227,"Gut"
228,"Exzellent"
229,"Minderwertig"
230,"CHARAKTER"
231,""
232,"LP"
233,"MP"
234,"TP"
235,"<If(GreaterThan(IntegerParameter(1),9999))>9.999+<Else/><Format(IntegerParameter(1),FF022E)/></If><If(GreaterThan(IntegerParameter(3),0))>/ <If(GreaterThan(IntegerParameter(2),9999))>9.999+<Else/><Format(IntegerParameter(2),FF022E)/></If><Else/></If>"
236,"<If(GreaterThan(IntegerParameter(1),9999))>9999+<Else/><Value>IntegerParameter(1)</Value></If><If(GreaterThan(IntegerParameter(3),0))>/ <If(GreaterThan(IntegerParameter(2),9999))>9999+<Else/><Value>IntegerParameter(2)</Value></If><Else/></If>"
237,""
238,"<Highlight>StringParameter(1)</Highlight>"
239,"Stabil"
240,"Robust"
241,"Ergiebig"
242,"St. ???"
243,"Feuer"
244,"Wasser"
245,"Blitz"
246,"Wind"
247,"Erde"
248,"Eis"
249,""
250,""
251,""
252,""
253,""
254,""
255,"ANGRIFF"
256,"Attacke"
257,"Verteidigung"
258,"Präzision"
259,"Ausweichen"
260,"MAGIE"
261,"Offensivmagie"
262,"Heilmagie"
263,"Magiepräzision"
264,"Schwächungsmagie"
265,"Stärkungsmagie"
266,"Magie-Ausweichen"
267,"Schadenswert"
268,"Verzögerung"
269,"ABWEHR"
270,"Blockrate"
271,"Blockeffekt"
273,"SYNTHESE"
274,"Kunst<SoftHyphen/>fer<SoftHyphen/>tig<SoftHyphen/>keit"
275,"Kontrolle"
276,"SAMMELN"
277,"Sammelgeschick"
278,"Expertise"
279,"Magieabwehr"
280,"Überspringen"
281,"Videosequenz überspringen?"
282,"<CommandIcon(10)/> Löschen<If(GreaterThan(PlayerParameter(75),0))>  <CommandIcon(11)/> Virtuelle Tastatur<Else/><Indent/></If>"
283,"♀"
284,"♂"
285,"Phys. Basiswert"
286,"Auto-Attacke"
287,"Verzögerung"
288,"Mag. Basiswert"
289,"* In der Release-Version
wird hier ein 3D-Modell des
Charakters zu sehen sein."
290,"KONTAKTE"
291,""
292,"Suchkriterien"
293,"Name"
294,"Klasse"
295,"SG"
296,"Ort"
297,"FG"
298,"Sprache"
299,"Die Liste ist leer."
300,"SCHWARZE LISTE"
301,""
302,"Hinzufügen"
303,"Name"
304,"Die Liste ist leer."
305,"SPIELERPROFIL"
306,""
307,"<If(IntegerParameter(3))><Emphasis><Value>IntegerParameter(1)</Value></Emphasis><Else/><Value>IntegerParameter(1)</Value></If>"
308," «<Highlight>StringParameter(1)</Highlight>»"
309,"<Highlight>StringParameter(1)</Highlight> (<Highlight>StringParameter(2)</Highlight>)"
310,"GRUPPE"
311,""
312,"Verlassen"
313,"Auflösen"
314,"Name"
315,"Klasse"
316,"SG"
317,"Ort"
318,"FG"
319,"Sprache"
320,"<Indent/>"
321,"Keine Grup<SoftHyphen/>pen<SoftHyphen/>mit<SoftHyphen/>glieder vorhanden."
322,"<CommandIcon(8)/> Reihenfolge ändern　<CommandIcon(10)/> Untermenü"
323,"<Value>IntegerParameter(1)</Value>,<Value>IntegerParameter(2)</Value>"
324,"<CommandIcon(11)/> Suche ausführen"
325,"SUCHE"
326,""
327,"Suche starten"
328,"Abbrechen"
329,"Zurücksetzen"
330,"Vorname"
331,"Nachname"
332,"Name"
333,"Status"
334,"Klasse/Job"
335,"Stufe"
336,"Ort"
337,"Staatliche Ge<SoftHyphen/>sell<SoftHyphen/>schaft"
338,"Sprache"
339,"Keine Ergebnisse."
340,"Ok"
341,"Abbrechen"
342,"Suchkommentar"
343,"Bis zu 200 Ergebnisse werden angezeigt."
344,"Leuchtbuchstaben sind die Sprachen des Spielers, der Leuchtbalken markiert die Sprache des Clients (Japanisch / Englisch / Deutsch / Französisch)."
345,"Einladen"
346,"Aktualisieren"
347,"Auf die Schwarze Liste setzen"
348,"Als Freund einladen"
349,"Spieler, die online sind, zuerst listen"
350,"HÄNDLER"
351,""
352,"Kaufen"
353,"Zurückkaufen"
354,"Lege die Menge fest."
355,"Artikel"
356,"Anzahl"
357,"Preis"
358,"Vorrat"
359,"<CommandIcon(10)/> Untermenü  <CommandIcon(8)/> Kaufen  <CommandIcon(11)/> Etwas verkaufen"
360,"GEGENSTAND ABLIEFERN"
361,""
362,"Übergeben"
363,"Abbrechen"
364,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Möchtest du den Durchlauf-Modus <If(Equal(IntegerParameter(1),0))>ein<Else/>aus</If>schalten?
※ Benutze zum Ein- und Ausschalten <If(Equal(PlayerParameter(80),0))><If(Equal(PlayerParameter(78),3))>die Leertaste<Else/>die Leertaste</If><Else/><CommandIcon(11)/></If>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Wenn aktiviert, laufen in nicht vertonten Videosequenzen die Dialogboxen automatisch mit der eingestellten Ge<SoftHyphen/>schwindig<SoftHyphen/>keit durch.

Langsamer: <Gui(6)/> Links-Taste bzw. <If(Equal(PlayerParameter(78),3))>shift+tab<Else/>Umschalt+Tab</If>
Schneller: <Gui(6)/> Rechts-Taste bzw. <If(Equal(PlayerParameter(78),3))>tab<Else/>Tab</If>"
365,"Es werden maximal 10 Gegenstände für den Rückkauf aufgehoben."
366,"Danach werden die zuerst verkauften Gegenstände gelöscht."
367,"Nach Verlassen des Areals oder Ausloggen werden alle Gegenstände gelöscht."
368,"Im ausgewählten Chatmodus antworten"
369,"Unbekannt"
370,"Chatlog verbergen"
371,"<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow><UIGlow>01</UIGlow><UIForeground>01</UIForeground> <Highlight>StringParameter(1)</Highlight>"
372,"Makro bearbeiten"
373,"Was möchtest du tun?"
374,"Abbrechen"
376,"<UIForeground>F20205</UIForeground><UIForeground>01</UIForeground>"
377,"<UIForeground>F20206</UIForeground><UIForeground>01</UIForeground>"
378,"<Value>IntegerParameter(1)</Value> %"
379,"Aktueller Job: <Sheet(ClassJob,IntegerParameter(1),0)/> "
380,"RÜCKKAUF"
381,""
382,"Die Liste umfasst die letzten 20 zurückkaufbaren Gegenstände."
383,"Kommen weitere hinzu, werden die ältesten Einträge gelöscht."
384,"Beim Wegschicken des Gehilfen wird die gesamte Liste gelöscht."
385,"Keine rückkaufbaren Gegenstände."
386,"<If(Equal(PlayerParameter(80),0))><If(Equal(PlayerParameter(78),3))>shift+tab<Else/>Umschalt+Tab</If><Else/><Gui(6)/> Links</If>"
387,"<If(Equal(PlayerParameter(80),0))><If(Equal(PlayerParameter(78),3))>tab<Else/>Tab</If><Else/><Gui(6)/> Rechts</If>"
388,"EIGENES TEAM"
389,"GEGNERISCHES TEAM"
390,"Bedarf"
391,"Gier"
392,"Passen"
393,"Selten"
394," sek"
395,"Schatztruhe"
397,"In diesen Gegenstand ist Materia eingesetzt. Verkaufen?"
398,"Die emotionale Bindung dieses Gegenstands ist 100 %. Verkaufen?"
399,"Dieser Gegenstand ist persönlich gebunden oder selten. Verkaufen?"
400,"SPIELERMAKROS"
401,""
402,"Textkommandos"
403,"Wörterbuch"
404,"Name des Makros"
405,"Makro #"
406,"ICONS"
407,""
408,"<CommandIcon(10)/> Untermenü  <CommandIcon(11)/> Textkommandos"
409,"WKK #<Value>IntegerParameter(1)</Value>:<Highlight>StringParameter(2)</Highlight>"
410,"KONTAKTKREISE"
411,""
412,"Liste"
413,"Name"
414,"Klasse"
415,"SG"
416,"Ort"
417,"FG"
418,"Sprache"
419,"Online: <Value>IntegerParameter(1)</Value>"
420,"MOGRY-POST"
421,""
422,"Ungeöffnet"
423,"Gelesen"
424,"Neu"
425,"Wie viel Gil möchtest du senden?"
426,"<Value>IntegerParameter(1)</Value> / <Value>IntegerParameter(2)</Value> / <Value>IntegerParameter(3)</Value>"
427,"<CommandIcon(10)/> Untermenü <CommandIcon(11)/> Neuer Brief"
428,"Du hast keine ungeöffneten Briefe, Gil- oder Gegenstandssendungen."
429,"Du hast keine geöffneten Briefe."
430,"Annehmen"
431,"Löschen"
432,""
433,"Antworten"
434,"Empfänger"
435,"<CommandIcon(10)/> Untermenü"
436,"<CommandIcon(8)/><CommandIcon(10)/> Untermenü  <CommandIcon(9)/> Zurück"
437,"Anzahl der Briefe vom Dev-Team (max. 10)."
438,"Anzahl der Briefe, die Geschenke oder Bonusgegenstände enthalten (max. 20)."
439,"Anzahl der Briefe, die Gegenstände von Freunden enthalten (max. 20 Gegenstände gesamt)."
440,"BRIEF VERFASSEN"
441,""
442,"Bearbeiten"
443,"Senden"
444,""
445,"Brieftext"
446,"<Fixed>07F2026A</Fixed>"
447,"Brief verwerfen und angehängte Gegenstände oder Gil zurück ins Inventar geben?"
448,"<CommandIcon(8)/> Angehängten Gegenstand auswählen"
449,"<CommandIcon(10)/>In Aufgabenliste anzeigen/ausblenden <CommandIcon(24)/> Scrollen"
450,"ARCHIV"
451,""
452,"Aktiv"
453,"Abgeschlossen"
454,"Aufträge"
455,"Freibriefe"
456,"Vollmachten"
457,"Bisherige"
458," / "
459,"Du hast keine Aufgaben angenommen."
460,"Annehmen"
461,"Ablehnen"
462,"Ziel"
463,"Vergütung "
464,"St."
465,"Optionen"
466,"Verlauf"
467,"Karte"
468,"Neuer Versuch"
469,"Entfernen"
470,"Beginnen"
471,"Bonus"
472,"Abschließen"
473,"<If(Equal(IntegerParameter(1),1))>Den Auftrag „<Highlight>StringParameter(2)</Highlight>“<Else/>Den Freibrief „<Highlight>StringParameter(2)</Highlight>“</If> entfernen?"
474,"Aufträge"
475,"Freibriefe"
476,"Zusammenfassung"
477,"Du hast keine Aufgaben abgeschlossen."
478,"Für <Value>IntegerParameter(1)</Value> Vollmacht<If(Equal(IntegerParameter(1),1))><Else/>en</If> kannst du den Freibrief erneut versuchen.
Neuen Versuch wagen?"
479,"Du kannst den Auftrag nicht annehmen, weil du die Bedingungen nicht erfüllst:"
480,"Verlauf"
481,"Materia"
482,"<Highlight>StringParameter(1)</Highlight> %"
483,"<Value>IntegerParameter(1)</Value> %"
484,"Verkaufswert: <Format(IntegerParameter(1),FF022E)/> <If(IntegerParameter(2))><Else/> (Kein Verkauf auf dem Markt)</If>"
485,"Expertise"
486,"Ertrag"
487,"Sammeln"
488,"Blockeffekt"
489,"Blockrate"
490,"Mehr: Strg + Alt"
491,"Materia"
492,"Bonus"
493,"HQ"
494,"SELTEN"
495,"PERSÖN"
496,"BINDEND"
497,"Synthese & Reparatur"
498,"Zustand"
499,"Bindung"
500,"Reparateur"
501,"Einsetzbar in"
502,"Extrahierbar"
503,"Unverkäuflich <If(IntegerParameter(1))><Else/>(Kein Verkauf auf dem Markt)</If>"
504,"<If(IntegerParameter(3))><UIForeground>F2023D</UIForeground><UIGlow>F2023E</UIGlow><Emphasis><Else/></If>(<If(IntegerParameter(1))>+<Value>IntegerParameter(2)</Value><Else/><Value>IntegerParameter(2)</Value></If>)<If(IntegerParameter(3))></Emphasis><UIForeground>01</UIForeground><UIGlow>01</UIGlow><Else/></If>"
505,"<If(IntegerParameter(3))><UIForeground>F2023D</UIForeground><UIGlow>F2023E</UIGlow><Emphasis><If(IntegerParameter(1))>+<Value>IntegerParameter(2)</Value><Else/><Value>IntegerParameter(2)</Value></If></Emphasis><UIForeground>01</UIForeground><UIGlow>01</UIGlow><Else/><If(IntegerParameter(1))>+<Value>IntegerParameter(2)</Value><Else/><Value>IntegerParameter(2)</Value></If></If>"
506,""
507,"Empfohlen: Stufe <Value>IntegerParameter(1)</Value>"
508,"Ab St. <Value>IntegerParameter(1)</Value>"
509,"Verzögerung"
510,"Schaden"
511,"Schaden/Sek"
512,"<If(IntegerParameter(4))><UIForeground>F2023D</UIForeground><UIGlow>F2023E</UIGlow><Emphasis><Sheet(BaseParam,IntegerParameter(1),1)/> <If(LessThan(IntegerParameter(3),0))><Else/>+</If><Value>IntegerParameter(3)</Value><If(IntegerParameter(5))><Indent/>%<Else/></If></Emphasis><UIForeground>01</UIForeground><UIGlow>01</UIGlow><Else/><Sheet(BaseParam,IntegerParameter(1),1)/> <If(LessThan(IntegerParameter(3),0))><Else/>+</If><Value>IntegerParameter(3)</Value><If(IntegerParameter(5))><Indent/>%<Else/></If></If>"
513,"<If(IntegerParameter(2))><UIForeground>F2023D</UIForeground><UIGlow>F2023E</UIGlow><Emphasis><Sheet(Item,IntegerParameter(1),9)/></Emphasis><UIForeground>01</UIForeground><UIGlow>01</UIGlow><Else/><Sheet(Item,IntegerParameter(1),9)/></If>"
514,"<Highlight>StringParameter(1)</Highlight> Stufe <Value>IntegerParameter(2)</Value>"
515,"<Sheet(Item,IntegerParameter(1),9)/>
<Format(IntegerParameter(2),FF022E)/> Gil"
516,"Verkauf"
517,"Nicht extrahierbar"
518,"Rep.-Material"
519,"Für „<Highlight>StringParameter(1)</Highlight>“"
520,"INVENTAR"
521,""
522,"(<If(IntegerParameter(1))> +<Highlight>StringParameter(2)</Highlight> <Else/><Highlight>StringParameter(2)</Highlight></If>)"
523,""
