key,0,1,2,3,4,5,6,7,8
18,"ui/icon/192000/192307.tex","ui/icon/082000/082093.tex",2,"BannerCondition#130",0,0,0,2156,"Astromancien"
19,"ui/icon/192000/192308.tex","ui/icon/082000/082093.tex",2,"BannerCondition#131",0,0,0,2157,"Sage"
20,"ui/icon/192000/192309.tex","ui/icon/082000/082093.tex",2,"BannerCondition#132",0,0,0,2158,"Moine"
21,"ui/icon/192000/192310.tex","ui/icon/082000/082093.tex",2,"BannerCondition#133",0,0,0,2159,"Chevalier dragon"
22,"ui/icon/192000/192311.tex","ui/icon/082000/082093.tex",2,"BannerCondition#134",0,0,0,2160,"Ninja"
23,"ui/icon/192000/192312.tex","ui/icon/082000/082093.tex",2,"BannerCondition#135",0,0,0,2161,"Samouraï"
24,"ui/icon/192000/192313.tex","ui/icon/082000/082093.tex",2,"BannerCondition#136",0,0,0,2162,"Faucheur"
25,"ui/icon/192000/192314.tex","ui/icon/082000/082093.tex",2,"BannerCondition#137",0,0,0,2164,"Barde"
26,"ui/icon/192000/192315.tex","ui/icon/082000/082093.tex",2,"BannerCondition#138",0,0,0,2165,"Machiniste"
27,"ui/icon/192000/192316.tex","ui/icon/082000/082093.tex",2,"BannerCondition#139",0,0,0,2166,"Danseur"
28,"ui/icon/192000/192317.tex","ui/icon/082000/082093.tex",2,"BannerCondition#140",0,0,0,2167,"Mage noir"
29,"ui/icon/192000/192318.tex","ui/icon/082000/082093.tex",2,"BannerCondition#141",0,0,0,2168,"Invocateur"
30,"ui/icon/192000/192319.tex","ui/icon/082000/082093.tex",2,"BannerCondition#142",0,0,0,2169,"Mage rouge"
31,"ui/icon/192000/192401.tex","ui/icon/082000/082093.tex",10,"BannerCondition#143",0,0,0,3000,"Équipe Astra"
32,"ui/icon/192000/192402.tex","ui/icon/082000/082093.tex",10,"BannerCondition#144",0,0,0,3001,"Équipe Umbra"
33,"ui/icon/192000/192403.tex","ui/icon/082000/082093.tex",5,"BannerCondition#145",0,0,0,3200,"Roi du conflit S1"
34,"ui/icon/192000/192404.tex","ui/icon/082000/082093.tex",5,"BannerCondition#146",0,0,0,3201,"Prince du conflit S1"
35,"ui/icon/192000/192405.tex","ui/icon/082000/082093.tex",5,"BannerCondition#147",0,0,0,3202,"As du conflit S1"
36,"ui/icon/192000/192406.tex","ui/icon/082000/082093.tex",5,"BannerCondition#148",0,0,0,3208,"Crystalline Conflict : bronze S1"
37,"ui/icon/192000/192407.tex","ui/icon/082000/082093.tex",5,"BannerCondition#149",0,0,0,3207,"Crystalline Conflict : argent S1"
38,"ui/icon/192000/192408.tex","ui/icon/082000/082093.tex",5,"BannerCondition#150",0,0,0,3206,"Crystalline Conflict : or S1"
39,"ui/icon/192000/192409.tex","ui/icon/082000/082093.tex",5,"BannerCondition#151",0,0,0,3205,"Crystalline Conflict : platine S1"
40,"ui/icon/192000/192410.tex","ui/icon/082000/082093.tex",5,"BannerCondition#152",0,0,0,3204,"Crystalline Conflict : diamant S1"
41,"ui/icon/192000/192411.tex","ui/icon/082000/082093.tex",5,"BannerCondition#153",0,0,0,3203,"Crystalline Conflict : cristal S1"
42,"ui/icon/192000/192901.tex","ui/icon/082000/082093.tex",7,"BannerCondition#154",0,0,0,4000,"Companion 1"
43,"ui/icon/192000/192902.tex","ui/icon/082000/082093.tex",7,"BannerCondition#155",0,0,0,4001,"Companion 2"
44,"ui/icon/192000/192701.tex","ui/icon/082000/082093.tex",4,"BannerCondition#319",0,0,0,2500,"Abîme infini de Bahamut (fatal)"
45,"ui/icon/192000/192702.tex","ui/icon/082000/082093.tex",4,"BannerCondition#320",0,0,0,2501,"Fantasmagorie d'Ultima (fatal)"
46,"ui/icon/192000/192703.tex","ui/icon/082000/082093.tex",4,"BannerCondition#321",0,0,0,2502,"Odyssée d'Alexander (fatal)"
47,"ui/icon/192000/192704.tex","ui/icon/082000/082093.tex",4,"BannerCondition#322",0,0,0,2503,"Guerre du chant des dragons (fatal)"
48,"ui/icon/192000/192412.tex","ui/icon/082000/082093.tex",5,"BannerCondition#323",0,0,0,3209,"Roi du conflit S2"
49,"ui/icon/192000/192413.tex","ui/icon/082000/082093.tex",5,"BannerCondition#324",0,0,0,3210,"Prince du conflit S2"
50,"ui/icon/192000/192414.tex","ui/icon/082000/082093.tex",5,"BannerCondition#325",0,0,0,3211,"As du conflit S2"
51,"ui/icon/192000/192415.tex","ui/icon/082000/082093.tex",5,"BannerCondition#326",0,0,0,3217,"Crystalline Conflict : bronze S2"
52,"ui/icon/192000/192416.tex","ui/icon/082000/082093.tex",5,"BannerCondition#327",0,0,0,3216,"Crystalline Conflict : argent S2"
53,"ui/icon/192000/192417.tex","ui/icon/082000/082093.tex",5,"BannerCondition#328",0,0,0,3215,"Crystalline Conflict : or S2"
54,"ui/icon/192000/192418.tex","ui/icon/082000/082093.tex",5,"BannerCondition#329",0,0,0,3214,"Crystalline Conflict : platine S2"
55,"ui/icon/192000/192419.tex","ui/icon/082000/082093.tex",5,"BannerCondition#330",0,0,0,3213,"Crystalline Conflict : diamant S2"
56,"ui/icon/192000/192420.tex","ui/icon/082000/082093.tex",5,"BannerCondition#331",0,0,0,3212,"Crystalline Conflict : cristal S2"
57,"ui/icon/192000/192421.tex","ui/icon/082000/082093.tex",5,"BannerCondition#332",0,0,0,3218,"Roi du conflit S3"
58,"ui/icon/192000/192422.tex","ui/icon/082000/082093.tex",5,"BannerCondition#333",0,0,0,3219,"Prince du conflit S3"
59,"ui/icon/192000/192423.tex","ui/icon/082000/082093.tex",5,"BannerCondition#334",0,0,0,3220,"As du conflit S3"
60,"ui/icon/192000/192424.tex","ui/icon/082000/082093.tex",5,"BannerCondition#335",0,0,0,3226,"Crystalline Conflict : bronze S3"
61,"ui/icon/192000/192425.tex","ui/icon/082000/082093.tex",5,"BannerCondition#336",0,0,0,3225,"Crystalline Conflict : argent S3"
62,"ui/icon/192000/192426.tex","ui/icon/082000/082093.tex",5,"BannerCondition#337",0,0,0,3224,"Crystalline Conflict : or S3"
63,"ui/icon/192000/192427.tex","ui/icon/082000/082093.tex",5,"BannerCondition#338",0,0,0,3223,"Crystalline Conflict : platine S3"
64,"ui/icon/192000/192428.tex","ui/icon/082000/082093.tex",5,"BannerCondition#339",0,0,0,3222,"Crystalline Conflict : diamant S3"
65,"ui/icon/192000/192429.tex","ui/icon/082000/082093.tex",5,"BannerCondition#340",0,0,0,3221,"Crystalline Conflict : cristal S3"
66,"ui/icon/192000/192430.tex","ui/icon/082000/082093.tex",10,"BannerCondition#341",0,0,0,3002,"Crystalline Conflict : bleu"
67,"ui/icon/192000/192431.tex","ui/icon/082000/082093.tex",10,"BannerCondition#342",0,0,0,3003,"Crystalline Conflict : rouge"
68,"ui/icon/192000/192705.tex","ui/icon/082000/082093.tex",4,"BannerCondition#343",0,0,0,2400,"Donjon à embranchements : Les canalisations sildiennes"
69,"ui/icon/192000/192966.tex","ui/icon/082000/082093.tex",3,"BannerCondition#344",0,0,0,2315,"Quêtes des Omicrons"
70,"ui/icon/192000/192601.tex","ui/icon/082000/082093.tex",9,"BannerCondition#346",0,0,0,1010,"Drapeau limséen"
71,"ui/icon/192000/192602.tex","ui/icon/082000/082093.tex",9,"BannerCondition#346",0,0,0,1011,"Drapeau gridanien"
72,"ui/icon/192000/192603.tex","ui/icon/082000/082093.tex",9,"BannerCondition#346",0,0,0,1012,"Drapeau uldien"
73,"ui/icon/192000/192015.tex","ui/icon/082000/082093.tex",1,"BannerCondition#1",0,0,0,3,"Fleuron typographique"
74,"ui/icon/192000/192016.tex","ui/icon/082000/082093.tex",1,"BannerCondition#1",0,0,0,21,"Bulle de B.D."
75,"ui/icon/192000/192019.tex","ui/icon/082000/082093.tex",1,"BannerCondition#1",0,0,0,30,"Particules lumineuses"
76,"ui/icon/192000/192018.tex","ui/icon/082000/082093.tex",7,"BannerCondition#347",0,0,0,31,"Notes de musique"
77,"ui/icon/192000/192012.tex","ui/icon/082000/082093.tex",1,"BannerCondition#1",0,0,0,20,"Anniversaire"
78,"ui/icon/192000/192013.tex","ui/icon/082000/082093.tex",1,"BannerCondition#1",0,0,0,19,"Novice"
79,"ui/icon/192000/192014.tex","ui/icon/082000/082093.tex",1,"BannerCondition#1",0,0,0,33,"Halos lumineux"
80,"ui/icon/192000/192017.tex","ui/icon/082000/082093.tex",1,"BannerCondition#1",0,0,0,34,"Roses"
81,"ui/icon/192000/192432.tex","ui/icon/082000/082093.tex",5,"BannerCondition#409",0,0,0,3227,"Roi du conflit S4"
82,"ui/icon/192000/192433.tex","ui/icon/082000/082093.tex",5,"BannerCondition#410",0,0,0,3228,"Prince du conflit S4"
83,"ui/icon/192000/192434.tex","ui/icon/082000/082093.tex",5,"BannerCondition#411",0,0,0,3229,"As du conflit S4"
84,"ui/icon/192000/192440.tex","ui/icon/082000/082093.tex",5,"BannerCondition#412",0,0,0,3230,"Crystalline Conflict : cristal S4"
85,"ui/icon/192000/192439.tex","ui/icon/082000/082093.tex",5,"BannerCondition#413",0,0,0,3231,"Crystalline Conflict : diamant S4"
86,"ui/icon/192000/192438.tex","ui/icon/082000/082093.tex",5,"BannerCondition#414",0,0,0,3232,"Crystalline Conflict : platine S4"
87,"ui/icon/192000/192437.tex","ui/icon/082000/082093.tex",5,"BannerCondition#415",0,0,0,3233,"Crystalline Conflict : or S4"
88,"ui/icon/192000/192436.tex","ui/icon/082000/082093.tex",5,"BannerCondition#416",0,0,0,3234,"Crystalline Conflict : argent S4"
89,"ui/icon/192000/192435.tex","ui/icon/082000/082093.tex",5,"BannerCondition#417",0,0,0,3235,"Crystalline Conflict : bronze S4"
90,"ui/icon/192000/192441.tex","ui/icon/082000/082093.tex",5,"BannerCondition#418",0,0,0,3236,"Roi du conflit S5"
91,"ui/icon/192000/192442.tex","ui/icon/082000/082093.tex",5,"BannerCondition#419",0,0,0,3237,"Prince du conflit S5"
92,"ui/icon/192000/192443.tex","ui/icon/082000/082093.tex",5,"BannerCondition#420",0,0,0,3238,"As du conflit S5"
93,"ui/icon/192000/192449.tex","ui/icon/082000/082093.tex",5,"BannerCondition#421",0,0,0,3239,"Crystalline Conflict : cristal S5"
94,"ui/icon/192000/192448.tex","ui/icon/082000/082093.tex",5,"BannerCondition#422",0,0,0,3240,"Crystalline Conflict : diamant S5"
95,"ui/icon/192000/192447.tex","ui/icon/082000/082093.tex",5,"BannerCondition#423",0,0,0,3241,"Crystalline Conflict : platine S5"
96,"ui/icon/192000/192446.tex","ui/icon/082000/082093.tex",5,"BannerCondition#424",0,0,0,3242,"Crystalline Conflict : or S5"
97,"ui/icon/192000/192445.tex","ui/icon/082000/082093.tex",5,"BannerCondition#425",0,0,0,3243,"Crystalline Conflict : argent S5"
98,"ui/icon/192000/192444.tex","ui/icon/082000/082093.tex",5,"BannerCondition#426",0,0,0,3244,"Crystalline Conflict : bronze S5"
99,"ui/icon/192000/192450.tex","ui/icon/082000/082093.tex",10,"BannerCondition#427",0,0,0,3004,"Faucons"
100,"ui/icon/192000/192451.tex","ui/icon/082000/082093.tex",10,"BannerCondition#428",0,0,0,3005,"Corbeaux"
101,"ui/icon/192000/192962.tex","ui/icon/082000/082093.tex",3,"BannerCondition#429",0,0,0,2311,"Quêtes des Pixies"
102,"ui/icon/192000/192963.tex","ui/icon/082000/082093.tex",3,"BannerCondition#430",0,0,0,2312,"Quêtes des Qitari"
103,"ui/icon/192000/192964.tex","ui/icon/082000/082093.tex",3,"BannerCondition#431",0,0,0,2313,"Quêtes des Nains"
104,"ui/icon/192000/192965.tex","ui/icon/082000/082093.tex",3,"BannerCondition#432",0,0,0,2314,"Quêtes des Arkasodaras"
105,"ui/icon/192000/192967.tex","ui/icon/082000/082093.tex",3,"BannerCondition#433",0,0,0,2316,"Quêtes des Loporrites"
106,"ui/icon/192000/192706.tex","ui/icon/082000/082093.tex",4,"BannerCondition#434",0,0,0,2504,"Protocole Oméga (fatal)"
107,"ui/icon/192000/192711.tex","ui/icon/082000/082093.tex",4,"BannerCondition#465",0,0,0,2358,"Eurêka Orthos"
108,"ui/icon/192000/192712.tex","ui/icon/082000/082093.tex",4,"BannerCondition#466",0,0,0,2359,"Enaretos"
109,"ui/icon/192000/192713.tex","ui/icon/082000/082093.tex",8,"BannerCondition#468",0,0,0,2340,"Félicité insulaire 1"
110,"ui/icon/192000/192714.tex","ui/icon/082000/082093.tex",8,"BannerCondition#469",0,0,0,2341,"Félicité insulaire 2"
111,"ui/icon/192000/192452.tex","ui/icon/082000/082093.tex",5,"BannerCondition#502",0,0,0,3245,"Roi du conflit S6"
112,"ui/icon/192000/192453.tex","ui/icon/082000/082093.tex",5,"BannerCondition#503",0,0,0,3246,"Prince du conflit S6"
113,"ui/icon/192000/192454.tex","ui/icon/082000/082093.tex",5,"BannerCondition#504",0,0,0,3247,"As du conflit S6"
114,"ui/icon/192000/192460.tex","ui/icon/082000/082093.tex",5,"BannerCondition#505",0,0,0,3248,"Crystalline Conflict : cristal S6"
115,"ui/icon/192000/192459.tex","ui/icon/082000/082093.tex",5,"BannerCondition#506",0,0,0,3249,"Crystalline Conflict : diamant S6"
116,"ui/icon/192000/192458.tex","ui/icon/082000/082093.tex",5,"BannerCondition#507",0,0,0,3250,"Crystalline Conflict : platine S6"
117,"ui/icon/192000/192457.tex","ui/icon/082000/082093.tex",5,"BannerCondition#508",0,0,0,3251,"Crystalline Conflict : or S6"
118,"ui/icon/192000/192456.tex","ui/icon/082000/082093.tex",5,"BannerCondition#509",0,0,0,3252,"Crystalline Conflict : argent S6"
119,"ui/icon/192000/192455.tex","ui/icon/082000/082093.tex",5,"BannerCondition#510",0,0,0,3253,"Crystalline Conflict : bronze S6"
120,"ui/icon/192000/192461.tex","ui/icon/082000/082093.tex",5,"BannerCondition#511",0,0,0,3254,"Roi du conflit S7"
121,"ui/icon/192000/192462.tex","ui/icon/082000/082093.tex",5,"BannerCondition#512",0,0,0,3255,"Prince du conflit S7"
122,"ui/icon/192000/192463.tex","ui/icon/082000/082093.tex",5,"BannerCondition#513",0,0,0,3256,"As du conflit S7"
123,"ui/icon/192000/192469.tex","ui/icon/082000/082093.tex",5,"BannerCondition#514",0,0,0,3257,"Crystalline Conflict : cristal S7"
124,"ui/icon/192000/192468.tex","ui/icon/082000/082093.tex",5,"BannerCondition#515",0,0,0,3258,"Crystalline Conflict : diamant S7"
125,"ui/icon/192000/192467.tex","ui/icon/082000/082093.tex",5,"BannerCondition#516",0,0,0,3259,"Crystalline Conflict : platine S7"
126,"ui/icon/192000/192466.tex","ui/icon/082000/082093.tex",5,"BannerCondition#517",0,0,0,3260,"Crystalline Conflict : or S7"
127,"ui/icon/192000/192465.tex","ui/icon/082000/082093.tex",5,"BannerCondition#518",0,0,0,3261,"Crystalline Conflict : argent S7"
128,"ui/icon/192000/192464.tex","ui/icon/082000/082093.tex",5,"BannerCondition#519",0,0,0,3262,"Crystalline Conflict : bronze S7"
129,"ui/icon/192000/192470.tex","ui/icon/082000/082093.tex",10,"BannerCondition#520",0,0,0,3006,"Motif oriental 1 : masque d'Oni"
130,"ui/icon/192000/192471.tex","ui/icon/082000/082093.tex",10,"BannerCondition#521",0,0,0,3007,"Motif oriental 2 : masque d'Okina"
131,"ui/icon/192000/192960.tex","ui/icon/082000/082093.tex",3,"BannerCondition#524",0,0,0,2308,"Quêtes des Kojin"
132,"ui/icon/192000/192959.tex","ui/icon/082000/082093.tex",3,"BannerCondition#525",0,0,0,2309,"Quêtes des Anantas"
133,"ui/icon/192000/192961.tex","ui/icon/082000/082093.tex",3,"BannerCondition#526",0,0,0,2310,"Quêtes des Namazu"
134,"ui/icon/192000/192320.tex","ui/icon/082000/082093.tex",2,"BannerCondition#522",0,0,0,2171,"Mage bleu"
135,"ui/icon/192000/192715.tex","ui/icon/082000/082093.tex",7,"BannerCondition#523",0,0,0,3950,"10e anniversaire"
136,"ui/icon/192000/192716.tex","ui/icon/082000/082093.tex",4,"BannerCondition#528",0,0,0,2401,"Donjon à embranchements : Le mont Rokkon"
137,"ui/icon/192000/192717.tex","ui/icon/082000/082093.tex",8,"BannerCondition#529",0,0,0,2343,"Grand pêcheur"
138,"ui/icon/192000/192718.tex","ui/icon/082000/082093.tex",8,"BannerCondition#530",0,0,0,2344,"Pêcheur de légendes"
139,"ui/icon/192000/192719.tex","ui/icon/082000/082093.tex",8,"BannerCondition#531",0,0,0,2350,"Tuiles essentielles"
140,"ui/icon/192000/192490.tex","ui/icon/082000/082093.tex",10,"BannerCondition#578",0,0,0,3008,"Le Palestre"
141,"ui/icon/192000/192491.tex","ui/icon/082000/082093.tex",10,"BannerCondition#579",0,0,0,3009,"Le Petit Nuage"
142,"ui/icon/192000/192472.tex","ui/icon/082000/082093.tex",5,"BannerCondition#580",0,0,0,3263,"Roi du conflit S8"
143,"ui/icon/192000/192473.tex","ui/icon/082000/082093.tex",5,"BannerCondition#581",0,0,0,3264,"Prince du conflit S8"
144,"ui/icon/192000/192474.tex","ui/icon/082000/082093.tex",5,"BannerCondition#582",0,0,0,3265,"As du conflit S8"
145,"ui/icon/192000/192480.tex","ui/icon/082000/082093.tex",5,"BannerCondition#583",0,0,0,3266,"Crystalline Conflict : cristal S8"
146,"ui/icon/192000/192479.tex","ui/icon/082000/082093.tex",5,"BannerCondition#584",0,0,0,3267,"Crystalline Conflict : diamant S8"
147,"ui/icon/192000/192478.tex","ui/icon/082000/082093.tex",5,"BannerCondition#585",0,0,0,3268,"Crystalline Conflict : platine S8"
148,"ui/icon/192000/192477.tex","ui/icon/082000/082093.tex",5,"BannerCondition#586",0,0,0,3269,"Crystalline Conflict : or S8"
149,"ui/icon/192000/192476.tex","ui/icon/082000/082093.tex",5,"BannerCondition#587",0,0,0,3270,"Crystalline Conflict : argent S8"
150,"ui/icon/192000/192475.tex","ui/icon/082000/082093.tex",5,"BannerCondition#588",0,0,0,3271,"Crystalline Conflict : bronze S8"
151,"ui/icon/192000/192481.tex","ui/icon/082000/082093.tex",5,"BannerCondition#589",0,0,0,3272,"Roi du conflit S9"
152,"ui/icon/192000/192482.tex","ui/icon/082000/082093.tex",5,"BannerCondition#590",0,0,0,3273,"Prince du conflit S9"
153,"ui/icon/192000/192483.tex","ui/icon/082000/082093.tex",5,"BannerCondition#591",0,0,0,3274,"As du conflit S9"
154,"ui/icon/192000/192489.tex","ui/icon/082000/082093.tex",5,"BannerCondition#592",0,0,0,3275,"Crystalline Conflict : cristal S9"
155,"ui/icon/192000/192488.tex","ui/icon/082000/082093.tex",5,"BannerCondition#593",0,0,0,3276,"Crystalline Conflict : diamant S9"
156,"ui/icon/192000/192487.tex","ui/icon/082000/082093.tex",5,"BannerCondition#594",0,0,0,3277,"Crystalline Conflict : platine S9"
157,"ui/icon/192000/192486.tex","ui/icon/082000/082093.tex",5,"BannerCondition#595",0,0,0,3278,"Crystalline Conflict : or S9"
158,"ui/icon/192000/192485.tex","ui/icon/082000/082093.tex",5,"BannerCondition#596",0,0,0,3279,"Crystalline Conflict : argent S9"
159,"ui/icon/192000/192484.tex","ui/icon/082000/082093.tex",5,"BannerCondition#597",0,0,0,3280,"Crystalline Conflict : bronze S9"
160,"ui/icon/192000/192492.tex","ui/icon/082000/082093.tex",5,"BannerCondition#598",0,0,0,3281,"Roi du conflit S10"
161,"ui/icon/192000/192493.tex","ui/icon/082000/082093.tex",5,"BannerCondition#599",0,0,0,3282,"Prince du conflit S10"
162,"ui/icon/192000/192494.tex","ui/icon/082000/082093.tex",5,"BannerCondition#600",0,0,0,3283,"As du conflit S10"
163,"ui/icon/192000/192500.tex","ui/icon/082000/082093.tex",5,"BannerCondition#601",0,0,0,3284,"Crystalline Conflict : cristal S10"
164,"ui/icon/192000/192499.tex","ui/icon/082000/082093.tex",5,"BannerCondition#602",0,0,0,3285,"Crystalline Conflict : diamant S10"
165,"ui/icon/192000/192498.tex","ui/icon/082000/082093.tex",5,"BannerCondition#603",0,0,0,3286,"Crystalline Conflict : platine S10"
166,"ui/icon/192000/192497.tex","ui/icon/082000/082093.tex",5,"BannerCondition#604",0,0,0,3287,"Crystalline Conflict : or S10"
167,"ui/icon/192000/192496.tex","ui/icon/082000/082093.tex",5,"BannerCondition#605",0,0,0,3288,"Crystalline Conflict : argent S10"
168,"ui/icon/192000/192495.tex","ui/icon/082000/082093.tex",5,"BannerCondition#606",0,0,0,3289,"Crystalline Conflict : bronze S10"
169,"ui/icon/192000/192956.tex","ui/icon/082000/082093.tex",3,"BannerCondition#567",0,0,0,2305,"Quêtes des Vanu Vanu"
170,"ui/icon/192000/192957.tex","ui/icon/082000/082093.tex",3,"BannerCondition#568",0,0,0,2306,"Quêtes des Gnathes"
171,"ui/icon/192000/192958.tex","ui/icon/082000/082093.tex",3,"BannerCondition#569",0,0,0,2307,"Quêtes des Mogs"
172,"ui/icon/192000/192722.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2252,"Le Mythe éorzéen : Halone"
173,"ui/icon/192000/192723.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2253,"Le Mythe éorzéen : Menphina"
174,"ui/icon/192000/192724.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2254,"Le Mythe éorzéen : Thaliak"
175,"ui/icon/192000/192725.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2255,"Le Mythe éorzéen : Nymeia"
176,"ui/icon/192000/192726.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2256,"Le Mythe éorzéen : Llymlaen"
177,"ui/icon/192000/192727.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2257,"Le Mythe éorzéen : Oschon"
178,"ui/icon/192000/192728.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2258,"Le Mythe éorzéen : Byregot"
179,"ui/icon/192000/192729.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2259,"Le Mythe éorzéen : Rhalgr"
180,"ui/icon/192000/192730.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2260,"Le Mythe éorzéen : Azeyma"
181,"ui/icon/192000/192731.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2261,"Le Mythe éorzéen : Nald'thal"
182,"ui/icon/192000/192732.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2262,"Le Mythe éorzéen : Nophica"
183,"ui/icon/192000/192733.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2263,"Le Mythe éorzéen : Althyk"
184,"ui/icon/192000/192734.tex","ui/icon/082000/082093.tex",4,"BannerCondition#574",0,0,0,2402,"Donjon à embranchements : L'île d'Aloalo"
185,"ui/icon/192000/192720.tex","ui/icon/082000/082093.tex",8,"BannerCondition#570",0,0,0,2351,"Aventures imaginaires de Khloe"
186,"ui/icon/192000/192721.tex","ui/icon/082000/082093.tex",8,"BannerCondition#571",0,0,0,2352,"Touché-tourné"
187,"ui/icon/192000/192735.tex","ui/icon/082000/082093.tex",7,"BannerCondition#575",0,0,0,3951,"Blunderville 1"
188,"ui/icon/192000/192736.tex","ui/icon/082000/082093.tex",7,"BannerCondition#576",0,0,0,3952,"Blunderville 2"
189,"ui/icon/192000/192737.tex","ui/icon/082000/082093.tex",7,"BannerCondition#577",0,0,0,3953,"Blunderville 3"
190,"ui/icon/192000/192738.tex","ui/icon/082000/082093.tex",7,"BannerCondition#607",0,0,0,3954,"Yo-kai Watch"
191,"ui/icon/192000/192321.tex","ui/icon/082000/082093.tex",2,"BannerCondition#681",0,0,0,2163,"Rôdeur vipère"
192,"ui/icon/192000/192322.tex","ui/icon/082000/082093.tex",2,"BannerCondition#682",0,0,0,2170,"Pictomancien"
193,"ui/icon/192000/192501.tex","ui/icon/082000/082093.tex",10,"BannerCondition#683",0,0,0,3010,"Le Cœur volcanique"
194,"ui/icon/192000/192502.tex","ui/icon/082000/082093.tex",10,"BannerCondition#684",0,0,0,3011,"Le Traquenard oriental"
195,"ui/icon/192000/192503.tex","ui/icon/082000/082093.tex",5,"BannerCondition#685",0,0,0,3290,"Roi du conflit S11"
196,"ui/icon/192000/192504.tex","ui/icon/082000/082093.tex",5,"BannerCondition#686",0,0,0,3291,"Prince du conflit S11"
197,"ui/icon/192000/192505.tex","ui/icon/082000/082093.tex",5,"BannerCondition#687",0,0,0,3292,"As du conflit S11"
198,"ui/icon/192000/192511.tex","ui/icon/082000/082093.tex",5,"BannerCondition#688",0,0,0,3293,"Crystalline Conflict : cristal S11"
199,"ui/icon/192000/192510.tex","ui/icon/082000/082093.tex",5,"BannerCondition#689",0,0,0,3294,"Crystalline Conflict : diamant S11"
200,"ui/icon/192000/192509.tex","ui/icon/082000/082093.tex",5,"BannerCondition#690",0,0,0,3295,"Crystalline Conflict : platine S11"
201,"ui/icon/192000/192508.tex","ui/icon/082000/082093.tex",5,"BannerCondition#691",0,0,0,3296,"Crystalline Conflict : or S11"
202,"ui/icon/192000/192507.tex","ui/icon/082000/082093.tex",5,"BannerCondition#692",0,0,0,3297,"Crystalline Conflict : argent S11"
203,"ui/icon/192000/192506.tex","ui/icon/082000/082093.tex",5,"BannerCondition#693",0,0,0,3298,"Crystalline Conflict : bronze S11"
204,"ui/icon/192000/192954.tex","ui/icon/082000/082093.tex",3,"BannerCondition#694",0,0,0,2302,"Quêtes des Kobolds"
