key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
20,"königlich[a] Rossharnisch",4,"königlich[a] Rossharnisch",2,0,1,0,0,"Königlicher Rossharnisch",65553,0,0,"None","ui/icon/049000/049061.tex",,,52
21,"Sternenlicht-Rossharnisch",4,"Sternenlicht-Rossharnische",2,0,1,0,0,"Sternenlicht-Rossharnisch",65540,65540,65540,"None","ui/icon/049000/049064.tex","ui/icon/049000/049065.tex","ui/icon/049000/049066.tex",101
22,"Wogen-Rossharnisch",4,"Wogen-Rossharnische",2,0,1,0,0,"Wogen-Rossharnisch",65556,65556,65556,"None","ui/icon/049000/049067.tex","ui/icon/049000/049068.tex","ui/icon/049000/049069.tex",125
23,"Harnisch[p] des Lichts",4,"Harnische[p] des Lichts",2,0,1,0,0,"Harnisch des Lichts",65557,65557,65557,"None","ui/icon/049000/049070.tex","ui/icon/049000/049071.tex","ui/icon/049000/049072.tex",41
24,"Saliah-Harnisch",4,"Saliah-Harnische",2,0,1,0,0,"Saliah-Harnisch",65558,0,0,"None","ui/icon/049000/049073.tex",,,102
25,"Blitz-Rossharnisch",4,"Blitz-Rossharnische",2,0,1,0,0,"Blitz-Rossharnisch",65560,65560,65560,"None","ui/icon/049000/049076.tex","ui/icon/049000/049077.tex","ui/icon/049000/049078.tex",126
26,"gefiedert[a] Rossharnisch",4,"gefiedert[a] Rossharnische",2,0,1,0,0,"Gefiederter Rossharnisch",65559,0,0,"None","ui/icon/049000/049079.tex",,,53
27,"schaurig[a] Rossharnisch",4,"schaurig[a] Rossharnische",2,0,1,0,0,"Schauriger Rossharnisch",65561,65561,65561,"None","ui/icon/049000/049082.tex","ui/icon/049000/049083.tex","ui/icon/049000/049084.tex",103
28,"Eis-Rossharnisch",4,"Eis-Rossharnische",2,0,1,0,0,"Eis-Rossharnisch",65562,65562,65562,"None","ui/icon/049000/049085.tex","ui/icon/049000/049086.tex","ui/icon/049000/049087.tex",127
29,"Glücksspieler-Rossharnisch",2,"Glücksspieler-Rossharnische",2,0,1,0,0,"Glücksspieler-Rossharnisch",65565,65565,65565,"None","ui/icon/049000/049091.tex","ui/icon/049000/049092.tex","ui/icon/049000/049093.tex",42
30,"Buhlen-Rossharnisch",2,"Buhlen-Rossharnische",2,0,1,0,0,"Buhlen-Rossharnisch",65566,65566,65566,"None","ui/icon/049000/049088.tex","ui/icon/049000/049089.tex","ui/icon/049000/049090.tex",104
31,"leicht[a] Ishgarder Rossharnisch",4,"leicht[a] Ishgarder Rossharnische",2,0,1,0,0,"Leichter Ishgarder Rossharnisch",65567,65567,65567,"None","ui/icon/049000/049094.tex","ui/icon/049000/049095.tex","ui/icon/049000/049096.tex",54
32,"Ishgarder Rossharnisch",4,"Ishgarder Rossharnische",2,0,1,0,0,"Ishgarder Rossharnisch",131103,131103,131103,"None","ui/icon/049000/049097.tex","ui/icon/049000/049098.tex","ui/icon/049000/049099.tex",55
33,"",0,"",0,0,0,0,0,"",0,0,0,"None",,,,0
34,"Bismarck-Rossharnisch",4,"Bismarck-Rossharnische",2,0,1,0,0,"Bismarck-Rossharnisch",65568,65568,65568,"None","ui/icon/049000/049103.tex","ui/icon/049000/049104.tex","ui/icon/049000/049105.tex",128
35,"Ravana-Rossharnisch",4,"Ravana-Rossharnische",2,0,1,0,0,"Ravana-Rossharnisch",65569,65569,65569,"None","ui/icon/049000/049106.tex","ui/icon/049000/049107.tex","ui/icon/049000/049108.tex",129
36,"Adeligen-Rossharnisch",4,"Adeligen-Rossharnische",2,0,1,0,0,"Adeligen-Rossharnisch",65570,65570,65570,"None","ui/icon/049000/049109.tex","ui/icon/049000/049110.tex","ui/icon/049000/049111.tex",57
37,"orthodox[a] Rossharnisch",4,"orthodox[a] Rossharnische",2,0,1,0,0,"Orthodoxer Rossharnisch",131106,131106,131106,"None","ui/icon/049000/049112.tex","ui/icon/049000/049113.tex","ui/icon/049000/049114.tex",58
38,"Hochland-Rossharnisch",4,"Hochland-Rossharnische",2,0,1,0,0,"Hochland-Rossharnisch",65571,65571,65571,"None","ui/icon/049000/049115.tex","ui/icon/049000/049116.tex","ui/icon/049000/049117.tex",59
39,"Wildrosen-Harnisch",2,"Wildrosen-Harnische",2,0,1,0,0,"Wildrosen-Harnisch",65573,65573,65573,"None","ui/icon/049000/049118.tex","ui/icon/049000/049119.tex","ui/icon/049000/049120.tex",43
40,"Tafelrunden-Rossharnisch",4,"Tafelrunden-Rossharnische",2,0,1,0,0,"Tafelrunden-Rossharnisch",65574,65574,65574,"None","ui/icon/049000/049121.tex","ui/icon/049000/049122.tex","ui/icon/049000/049123.tex",130
41,"Sephirot-Rossharnisch",4,"Sephirot-Rossharnische",2,0,1,0,0,"Sephirot-Rossharnisch",65572,65572,65572,"None","ui/icon/049000/049124.tex","ui/icon/049000/049126.tex","ui/icon/049000/049125.tex",131
42,"Eierjäger-Rossharnisch",4,"Eierjäger-Rossharnische",2,0,1,0,0,"Eierjäger-Rossharnisch",65575,65575,65575,"None","ui/icon/049000/049127.tex","ui/icon/049000/049129.tex","ui/icon/049000/049128.tex",105
43,"fernöstlich[a] Rossharnisch",4,"fernöstlich[a] Rossharnische",2,0,1,0,0,"Fernöstlicher Rossharnisch",65577,65577,65577,"None","ui/icon/049000/049130.tex","ui/icon/049000/049132.tex","ui/icon/049000/049131.tex",60
44,"Renn-Rossharnisch",4,"Renn-Rossharnische",2,0,1,0,0,"Renn-Rossharnisch",65579,65579,65579,"None","ui/icon/049000/049133.tex","ui/icon/049000/049135.tex","ui/icon/049000/049134.tex",61
45,"Nidhogg-Rossharnisch",4,"Nidhogg-Rossharnische",2,0,1,0,0,"Nidhogg-Rossharnisch",65578,65578,65578,"None","ui/icon/049000/049136.tex","ui/icon/049000/049138.tex","ui/icon/049000/049137.tex",132
46,"Butler-Rossharnisch",4,"Butler-Rossharnische",2,0,1,0,0,"Butler-Rossharnisch",65580,65580,65580,"None","ui/icon/049000/049139.tex","ui/icon/049000/049141.tex","ui/icon/049000/049140.tex",62
47,"Sophia-Rossharnisch",4,"Sophia-Rossharnische",2,0,1,0,0,"Sophia-Rossharnisch",65576,65576,65576,"None","ui/icon/049000/049142.tex","ui/icon/049000/049144.tex","ui/icon/049000/049143.tex",133
48,"Zimmermädchen-Rossharnisch",4,"Zimmermädchen-Rossharnische",2,0,1,0,0,"Zimmermädchen-Rossharnisch",65581,65581,65581,"None","ui/icon/049000/049145.tex","ui/icon/049000/049147.tex","ui/icon/049000/049146.tex",63
49,"Manderville-Rossharnisch",4,"Manderville-Rossharnische",2,0,1,0,0,"Manderville-Rossharnisch",131117,131117,131117,"None","ui/icon/049000/049148.tex","ui/icon/049000/049150.tex","ui/icon/049000/049149.tex",64
50,"himmlisch[a] Rossharnisch",4,"himmlisch[a] Rossharnische",2,0,1,0,0,"Himmlischer Rossharnisch",65583,65583,65583,"None","ui/icon/049000/049151.tex","ui/icon/049000/049153.tex","ui/icon/049000/049152.tex",65
51,"dämonisch[a] Rossharnisch",4,"dämonisch[a] Rossharnische",2,0,1,0,0,"Dämonischer Rossharnisch",65584,65584,65584,"None","ui/icon/049000/049154.tex","ui/icon/049000/049156.tex","ui/icon/049000/049155.tex",66
52,"Zurvan-Rossharnisch",4,"Zurvan-Rossharnische",2,0,1,0,0,"Zurvan-Rossharnisch",65582,65582,65582,"None","ui/icon/049000/049157.tex","ui/icon/049000/049159.tex","ui/icon/049000/049158.tex",134
53,"Susano-Rossharnisch",4,"Susano-Rossharnische",2,0,1,0,0,"Susano-Rossharnisch",65585,65585,65585,"None","ui/icon/049000/049160.tex","ui/icon/049000/049162.tex","ui/icon/049000/049161.tex",135
54,"mhigisch[a] Rossharnisch",4,"mhigisch[a] Rossharnische",2,0,1,0,0,"Mhigischer Rossharnisch",65586,65586,65586,"None","ui/icon/049000/049163.tex","ui/icon/049000/049165.tex","ui/icon/049000/049164.tex",67
55,"Lakshmi-Rossharnisch",4,"Lakshmi-Rossharnische",2,0,1,0,0,"Lakshmi-Rossharnisch",65587,65587,65587,"None","ui/icon/049000/049166.tex","ui/icon/049000/049168.tex","ui/icon/049000/049167.tex",136
56,"Hingashi-Harnisch[p] „Chocobo“",4,"Hingashi-Harnische[p] „Chocobo“",2,0,1,0,0,"Hingashi-Harnisch „Chocobo“",65588,65588,65588,"None","ui/icon/049000/049169.tex","ui/icon/049000/049171.tex","ui/icon/049000/049170.tex",68
57,"Hingashi-Harnisch[p] „Mogry“",4,"Hingashi-Harnische[p] „Mogry“",2,0,1,0,0,"Hingashi-Harnisch „Mogry“",131124,131124,131124,"None","ui/icon/049000/049172.tex","ui/icon/049000/049174.tex","ui/icon/049000/049173.tex",69
58,"Nezha-Rossharnisch",4,"Nezha-Rossharnische",2,0,1,0,0,"Nezha-Rossharnisch",65589,65589,65589,"None","ui/icon/049000/049175.tex","ui/icon/049000/049177.tex","ui/icon/049000/049176.tex",70
59,"Shinryu-Rossharnisch",4,"Shinryu-Rossharnische",2,0,1,0,0,"Shinryu-Rossharnisch",65590,65590,65590,"None","ui/icon/049000/049178.tex","ui/icon/049000/049180.tex","ui/icon/049000/049179.tex",137
60,"Ixion-Rossharnisch",4,"Ixion-Rossharnische",2,0,1,0,0,"Ixion-Rossharnisch",65591,65591,65591,"None","ui/icon/049000/049181.tex","ui/icon/049000/049183.tex","ui/icon/049000/049182.tex",173
61,"Rotmagier-Rossharnisch",4,"Rotmagier-Rossharnische",2,0,1,0,0,"Rotmagier-Rossharnisch",65592,65592,65592,"None","ui/icon/049000/049184.tex","ui/icon/049000/049186.tex","ui/icon/049000/049185.tex",22
62,"Byakko-Rossharnisch",4,"Byakko-Rossharnische",2,0,1,0,0,"Byakko-Rossharnisch",65593,65593,65593,"None","ui/icon/049000/049187.tex","ui/icon/049000/049189.tex","ui/icon/049000/049188.tex",138
63,"Chocobo-Regenmantel",4,"Chocobo-Regenmäntel",2,0,1,0,0,"Chocobo-Regenmantel",65594,65594,65594,"None","ui/icon/049000/049190.tex","ui/icon/049000/049192.tex","ui/icon/049000/049191.tex",71
64,"Tsukuyomi-Rossharnisch",4,"Tsukuyomi-Rossharnische",2,0,1,0,0,"Tsukuyomi-Rossharnisch",65595,65595,65595,"None","ui/icon/049000/049193.tex","ui/icon/049000/049195.tex","ui/icon/049000/049194.tex",139
65,"Suzaku-Rossharnisch",4,"Suzaku-Rossharnische",2,0,1,0,0,"Suzaku-Rossharnisch",65596,65596,65596,"None","ui/icon/049000/049196.tex","ui/icon/049000/049198.tex","ui/icon/049000/049197.tex",140
66,"Samurai-Rossharnisch",4,"Samurai-Rossharnische",2,0,1,0,0,"Samurai-Rossharnisch",65597,65597,65597,"None","ui/icon/049000/049199.tex","ui/icon/049000/049201.tex","ui/icon/049000/049200.tex",23
67,"Seiryu-Rossharnisch",4,"Seiryu-Rossharnische",2,0,1,0,0,"Seiryu-Rossharnisch",65598,65598,65598,"None","ui/icon/049000/049202.tex","ui/icon/049000/049204.tex","ui/icon/049000/049203.tex",141
68,"Yojinbo-Rossharnisch",4,"Yojinbo-Rossharnische",2,0,1,0,0,"Yojinbo-Rossharnisch",65599,65599,65599,"None","ui/icon/049000/049205.tex","ui/icon/049000/049207.tex","ui/icon/049000/049206.tex",174
69,"Titania-Rossharnisch",4,"Titania-Rossharnische",2,0,1,0,0,"Titania-Rossharnisch",65600,65600,65600,"None","ui/icon/049000/049208.tex","ui/icon/049000/049210.tex","ui/icon/049000/049209.tex",142
70,"Innozenz-Rossharnisch",4,"Innozenz-Rossharnische",2,0,1,0,0,"Innozenz-Rossharnisch",65601,65601,65601,"None","ui/icon/049000/049211.tex","ui/icon/049000/049213.tex","ui/icon/049000/049212.tex",143
71,"Tänzer-Rossharnisch",4,"Tänzer-Rossharnische",2,0,1,0,0,"Tänzer-Rossharnisch",65602,65602,65602,"None","ui/icon/049000/049214.tex","ui/icon/049000/049216.tex","ui/icon/049000/049215.tex",24
72,"Dunkelschatten-Rossharnisch",4,"Dunkelschatten-Rossharnische",2,0,1,0,0,"Dunkelschatten-Rossharnisch",65603,65603,65603,"None","ui/icon/049000/049217.tex","ui/icon/049000/049219.tex","ui/icon/049000/049218.tex",72
73,"Hades-Rossharnisch",4,"Hades-Rossharnische",2,0,1,0,0,"Hades-Rossharnisch",65604,65604,65604,"None","ui/icon/049000/049220.tex","ui/icon/049000/049222.tex","ui/icon/049000/049221.tex",144
74,"Santabo-Rossharnisch",4,"Santabo-Rossharnische",2,0,1,0,0,"Santabo-Rossharnisch",65605,65605,65605,"None","ui/icon/049000/049223.tex","ui/icon/049000/049225.tex","ui/icon/049000/049224.tex",106
75,"Rubin-Rossharnisch",4,"Rubin-Rossharnische",2,0,1,0,0,"Rubin-Rossharnisch",65606,65606,65606,"None","ui/icon/049000/049226.tex","ui/icon/049000/049228.tex","ui/icon/049000/049227.tex",145
76,"Maschinisten-Rossharnisch",4,"Maschinisten-Rossharnische",2,0,1,0,0,"Maschinisten-Rossharnisch",65607,65607,65607,"None","ui/icon/049000/049229.tex","ui/icon/049000/049231.tex","ui/icon/049000/049230.tex",25
77,"Rossharnisch[p] des Lichts",4,"Rossharnische[p] des Lichts",2,0,1,0,0,"Rossharnisch des Lichts",65608,65608,65608,"None","ui/icon/049000/049232.tex","ui/icon/049000/049234.tex","ui/icon/049000/049233.tex",146
78,"Smaragd-Rossharnisch",4,"Smaragd-Rossharnische",2,0,1,0,0,"Smaragd-Rossharnisch",65609,65609,65609,"None","ui/icon/049000/049235.tex","ui/icon/049000/049237.tex","ui/icon/049000/049236.tex",147
79,"Königinnenwache-Rossharnisch",4,"Königinnenwache-Rossharnische",2,0,1,0,0,"Königinnenwache-Rossharnisch",65610,65610,65610,"None","ui/icon/049000/049238.tex","ui/icon/049000/049240.tex","ui/icon/049000/049239.tex",148
80,"",0,"",0,0,0,0,0,"",0,0,0,"None",,,,0
81,"",0,"",0,0,0,0,0,"",0,0,0,"None",,,,0
82,"",0,"",0,0,0,0,0,"",0,0,0,"None",,,,0
83,"",0,"",0,0,0,0,0,"",0,0,0,"None",,,,0
84,"",0,"",0,0,0,0,0,"",0,0,0,"None",,,,0
85,"",0,"",0,0,0,0,0,"",0,0,0,"None",,,,0
86,"",0,"",0,0,0,0,0,"",0,0,0,"None",,,,0
87,"",0,"",0,0,0,0,0,"",0,0,0,"None",,,,0
