key,0,1,2,3,4,5,6,7,8,9
37,"Palast des Wanderers",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Palast des Wanderers</Case><Case(2)>im Palast des Wanderers</Case><Case(3)>der Palast des Wanderers</Case></Switch>",0
38,"",0,"",0,0,0,0,0,"",0
39,"Gridania",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Gridania</Case><Case(2)>in Gridania</Case></Switch>",0
40,"Nald-Kreuzgang",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Nald-Kreuzganz auf der Ebene der Händler</Case><Case(2)>im Nald-Kreuzgang auf der Ebene der Händler</Case></Switch>",0
41,"Thal-Kreuzgang",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Thal-Kreuzgang auf der Ebene der Händler</Case><Case(2)>im Thal-Kreuzgang auf der Ebene der Händler</Case></Switch>",0
42,"Westliches Thanalan",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>ins westliche Thanalan</Case><Case(2)>im westlichen Thanalan</Case></Switch>",0
43,"Zentrales Thanalan",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>ins zentrale Thanalan</Case><Case(2)>im zentralen Thanalan</Case></Switch>",0
44,"Östliches Thanalan",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>ins östliche Thanalan</Case><Case(2)>im östlichen Thanalan</Case></Switch>",0
45,"Südliches Thanalan",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>ins südliche Thanalan</Case><Case(2)>im südlichen Thanalan</Case></Switch>",0
46,"Nördliches Thanalan",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>ins nördliche Thanalan</Case><Case(2)>im nördlichen Thanalan</Case></Switch>",0
47,"Sägerschrei",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Sägerschrei</Case><Case(2)>im Sägerschrei</Case><Case(3)>der Sägerschrei</Case></Switch>",0
48,"Kupferglocken-Mine",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Kupferglocken-Mine</Case><Case(2)>an der Kupferglocken-Mine</Case><Case(3)>die Kupferglocken-Mine</Case></Switch>",0
49,"Halatali",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Halatali</Case><Case(2)>in Halatali</Case></Switch>",0
50,"Versunkener Tempel von Qarn",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Versunkenen Tempel von Qarn</Case><Case(2)>im Versunkenen Tempel von Qarn</Case><Case(3)>der Versunkene Tempel von Qarn</Case></Switch>",0
51,"Ul'dah",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Ul'dah</Case><Case(2)>in Ul'dah</Case></Switch>",0
52,"Neu-Gridania",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Neu-Gridania</Case><Case(2)>in Neu-Gridania</Case></Switch>",0
53,"Alt-Gridania",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Alt-Gridania</Case><Case(2)>in Alt-Gridania</Case></Switch>",0
54,"Tiefer Wald",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>in den Tiefen Wald</Case><Case(2)>im Tiefen Wald</Case></Switch>",0
55,"Ostwald",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>in den Ostwald</Case><Case(2)>im Ostwald</Case></Switch>",0
56,"Südwald",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>in den Südwald</Case><Case(2)>im Südwald</Case></Switch>",0
57,"Nordwald",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>in den Nordwald</Case><Case(2)>im Nordwald</Case></Switch>",0
58,"Totenacker Tam-Tara",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Totenacker Tam-Tara</Case><Case(2)>am Totenacker Tam-Tara</Case><Case(3)>der Totenacker Tam-Tara</Case></Switch>",0
59,"Haukke-Herrenhaus",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Haukke-Herrenhaus</Case><Case(2)>im Haukke-Herrenhaus</Case><Case(3)>das Haukke-Herrenhaus</Case></Switch>",0
60,"",0,"",0,0,0,0,0,"",0
61,"Tausend Löcher von Toto-Rak",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zu den Tausend Löchern von Toto-Rak</Case><Case(2)>bei den Tausend Löchern von Toto-Rak</Case><Case(3)>die Tausend Löcher von Toto-Rak</Case></Switch>",0
62,"Ishgard",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Ishgard</Case><Case(2)>in Ishgard</Case></Switch>",0
63,"Zentrales Hochland von Coerthas",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum zentralen Hochland von Coerthas</Case><Case(2)>im zentralen Hochland von Coerthas</Case></Switch>",0
64,"Feste Dzemael",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Feste Dzemael</Case><Case(2)>in der Feste Dzemael</Case><Case(3)>die Feste Dzemael</Case></Switch>",0
65,"Goldklamm",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Goldklamm</Case><Case(2)>in der Goldklamm</Case><Case(3)>die Goldklamm</Case></Switch>",0
66,"Ferner Osten",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>in den Fernen Osten</Case><Case(2)>im Fernen Osten</Case><Case(3)>der Ferne Osten</Case></Switch>",0
67,"Mor Dhona",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Mor Dhona</Case><Case(2)>in Mor Dhona</Case></Switch>",0
68,"Jadeweiher-Ufer",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>ans Jadeweiher-Ufer</Case><Case(2)>am Jadeweiher-Ufer</Case></Switch>",0
69,"Grünzähren",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Grünzähren</Case><Case(2)>bei Grünzähren</Case></Switch>",0
70,"Zwieselgrund",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Zwieselgrund</Case><Case(2)>am Zwieselgrund</Case></Switch>",0
71,"Sauerampferweide",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Fuchsbau</Case><Case(2)>am Fuchsbau</Case></Switch>",0
72,"Der Kohlenwald",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>in den Kohlenwald</Case><Case(2)>im Kohlenwald</Case></Switch>",0
73,"Der Honighof",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Honighof</Case><Case(2)>am Honighof</Case></Switch>",0
74,"Neun Efeuranken",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Neun Efeuranken</Case><Case(2)>in Neun Efeuranken</Case></Switch>",0
75,"Brombeerlichtung",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Brombeerlichtung</Case><Case(2)>an der Brombeerlichtung</Case></Switch>",0
76,"Lerchenruf",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Lerchenruf</Case><Case(2)>in Lerchenruf</Case></Switch>",0
77,"Sylphenland",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>ins Sylphenland</Case><Case(2)>im Sylphenland</Case></Switch>",0
78,"Obere Pfade",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Untere Pfade</Case><Case(2)>bei den Unteren Pfaden</Case></Switch>",0
79,"Untere Pfade",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Obere Pfade</Case><Case(2)>bei den Oberen Pfaden</Case></Switch>",0
80,"Natternhain",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Natternhain</Case><Case(2)>im Natternhain</Case></Switch>",0
81,"Florarium der Stille",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Florarium der Stille</Case><Case(2)>am Florarium der Stille</Case></Switch>",0
82,"Urths Segen",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Urths Segen</Case><Case(2)>bei Urths Segen</Case></Switch>",0
83,"Flüsterhain",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Flüsterhain</Case><Case(2)>im Flüsterhain</Case></Switch>",0
84,"Friedensgarten",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Friedensgarten</Case><Case(2)>am Friedensgarten</Case></Switch>",0
85,"Erlenbrunnen",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Erlenbrunnen</Case><Case(2)>am Erlenbrunnen</Case></Switch>",0
86,"Stolzbach",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Stolzbach</Case><Case(2)>am Stolzbach</Case></Switch>",0
87,"Blaudachs-Pforte",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Blaudachs-Pforte</Case><Case(2)>an der Blaudachs-Pforte</Case></Switch>",0
88,"Weißwolf-Pforte",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Weißwolf-Pforte</Case><Case(2)>an der Weißwolf-Pforte</Case></Switch>",0
89,"Gilberts Wachturm",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zu Gilberts Wachturm</Case><Case(2)>in Gilberts Wachturm</Case></Switch>",0
90,"Der Stubben",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Stubben</Case><Case(2)>am Stubben</Case></Switch>",0
91,"Gabineauxs Laube",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zu Gabineauxs Laube</Case><Case(2)>in Gabineauxs Laube</Case></Switch>",0
92,"Blankenfels",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Blankenfels</Case><Case(2)>am Blankenfels</Case></Switch>",0
93,"Geisterkerker",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Geisterkerker</Case><Case(2)>im Geisterkerker</Case></Switch>",0
94,"Gut Zwieselgrund",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zu Gut Zwieselgrund</Case><Case(2)>auf Gut Zwieselgrund</Case></Switch>",0
95,"Galvanths Wachturm",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zu Galvanths Wachturm</Case><Case(2)>in Galvanths Wachturm</Case><Case(3)>Galvanths Wachturm</Case></Switch>",0
96,"Nophicas Lethe",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zu Nophicas Lethe</Case><Case(2)>in Nophicas Lethe</Case></Switch>",0
97,"Der Totenacker Tam-Tara",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Totenacker Tam-Tara</Case><Case(2)>am Totenacker Tam-Tara</Case><Case(3)>der Totenacker Tam-Tara</Case></Switch>",0
98,"Spiegelsee-Steg",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Spiegelsee-Steg</Case><Case(2)>am Spiegelsee-Steg</Case></Switch>",0
99,"Lilienstein",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Lilienstein</Case><Case(2)>in Lilienstein</Case></Switch>",0
100,"Hagebaum",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Hagebaum</Case><Case(2)>am Hagebaum</Case></Switch>",0
101,"Immerschatten",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Immerschatten</Case><Case(2)>in Immerschatten</Case></Switch>",0
102,"Haukke-Herrenhaus",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Haukke-Herrenhaus</Case><Case(2)>am Haukke-Herrenhaus</Case><Case(3)>das Haukke-Herrenhaus</Case></Switch>",0
103,"Blutstätte",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Blutstätte</Case><Case(2)>in Blutstätte</Case></Switch>",0
104,"Hoffnungs<SoftHyphen/>schimmer-Teich",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Hoffnungs<SoftHyphen/>schimmer-Teich</Case><Case(2)>am Hoffnungs<SoftHyphen/>schimmer-Teich</Case></Switch>",0
105,"Drachentrappe",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Drachentrappe</Case><Case(2)>an der Drachentrappe</Case></Switch>",0
106,"Spriggan-Nest",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Spriggan-Nest</Case><Case(2)>beim Spriggan-Nest</Case></Switch>",0
107,"Jagdhütte der Hawthornes",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Jagdhütte der Hawthornes</Case><Case(2)>an der Jagdhütte der Hawthornes</Case><Case(3)>die Jagdhütte der Hawthornes</Case></Switch>",0
108,"Hagebaum",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Hagebaum</Case><Case(2)>am Hagebaum</Case></Switch>",0
109,"",0,"",0,0,0,0,0,"",0
110,"Amarissaixes Wachturm",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zu Amarissaixes Wachturm</Case><Case(2)>an Amarissaixes Wachturm</Case></Switch>",0
111,"Castrum Oriens",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Castrum Oriens</Case><Case(2)>in Castrum Oriens</Case></Switch>",0
112,"Dom der Einkehr",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Dom der Einkehr</Case><Case(2)>am Dom der Einkehr</Case></Switch>",0
113,"Sylphen-Zuflucht",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Sylphen-Zuflucht</Case><Case(2)>in der Sylphen-Zuflucht</Case></Switch>",0
114,"Mondsporenforst",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Mondsporenforst</Case><Case(2)>im Mondsporenforst</Case></Switch>",0
115,"Sprösslings-Wiege",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Sprösslings-Wiege</Case><Case(2)>bei der Sprösslings-Wiege</Case></Switch>",0
116,"Goldblatt-Estrade",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Goldblatt-Estrade</Case><Case(2)>an der Goldblatt-Estrade</Case></Switch>",0
117,"Die hängenden Gärten",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zu den Hängenden Gärten</Case><Case(2)>in den hängenden Gärten</Case></Switch>",0
118,"Buscarrons Narbe",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Buscarrons Narbe</Case><Case(2)>in Buscarrons Narbe</Case></Switch>",0
119,"Buscarrons Horst",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Buscarrons Horst</Case><Case(2)>in Buscarrons Horst</Case></Switch>",0
120,"Tausend Löcher von Toto-Rak",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zu den Tausend Löchern von Toto-Rak</Case><Case(2)>bei den Tausend Löchern von Toto-Rak</Case></Switch>",0
121,"Issom-Har",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Issom-Har</Case><Case(2)>in Issom-Har</Case></Switch>",0
122,"Niemandshöhle",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>in die Niemandshöhle</Case><Case(2)>in der Niemandshöhle</Case></Switch>",0
123,"Camp Seelenruhe",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Camp Seelenruhe</Case><Case(2)>im Camp Seelenruhe</Case></Switch>",0
124,"",0,"",0,0,0,0,0,"",0
125,"Historisches Amdapor",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum historischen Amdapor</Case><Case(2)>beim historischen Amdapor</Case><Case(3)>das historische Amdapor</Case></Switch>",0
126,"Wurzelmoor",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Wurzelmoor</Case><Case(2)>am Wurzelmoor</Case></Switch>",0
127,"Luftschiff-Landeplatz (Südwald)",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Luftschiff-Landeplatz im Südwald</Case><Case(2)>am Luftschiff-Landeplatz im Südwald</Case></Switch>",0
128,"Ruinen von Amdapor",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zu den Ruinen von Amdapor</Case><Case(2)>in den Ruinen von Amdapor</Case><Case(3)>die Ruinen von Amdapor</Case></Switch>",0
129,"Mühlenbruch",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Mühlenbruch</Case><Case(2)>in Mühlenbruch</Case></Switch>",0
130,"Rotbauch-Nest",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Rotbauch-Nest</Case><Case(2)>am Rotbauch-Nest</Case></Switch>",0
131,"Goblin-Treff",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Goblin-Treff</Case><Case(2)>in Goblin-Treff</Case></Switch>",0
132,"Rotthaufen",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Rotthaufen</Case><Case(2)>am Rotthaufen</Case></Switch>",0
133,"Urths Quelle",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zu Urths Quelle</Case><Case(2)>bei Urths Quelle</Case></Switch>",0
134,"",0,"",0,0,0,0,0,"",0
135,"Gelbschlangen-Pforte",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Gelbschlangen-Pforte</Case><Case(2)>an der Gelbschlangen-Pforte</Case><Case(3)>die Gelbschlangen-Pforte</Case></Switch>",0
136,"Flüsterhain-Stallung",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Flüsterhain-Stallung</Case><Case(2)>an der Flüsterhain-Stallung</Case></Switch>",0
137,"E-Tatts Wachturm",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zu E-Tatts Wachturm</Case><Case(2)>bei E-Tatts Wachturm</Case></Switch>",0
138,"Hagebaum",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Hagebaum</Case><Case(2)>am Hagebaum</Case></Switch>",0
139,"Mühlenhain",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Mühlenhain</Case><Case(2)>in Mühlenhain</Case></Switch>",0
140,"Herbstkürbis-See",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Herbstkürbis-See</Case><Case(2)>am Herbstkürbis-See</Case></Switch>",0
141,"Der Schwimmende Korken",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Schwimmenden Korken</Case><Case(2)>im Schwimmenden Korken</Case></Switch>",0
142,"Florentels Wachturm",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zu Florentels Wachturm</Case><Case(2)>bei Florentels Wachturm</Case></Switch>",0
143,"Prospektoren-Höhle",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Prospektoren-Höhle</Case><Case(2)>in der Prospektoren-Höhle</Case></Switch>",0
144,"Ruinen von Gelmorra",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zu den Ruinen von Gelmorra</Case><Case(2)>in den Ruinen von Gelmorra</Case></Switch>",0
145,"Ixal-Kahlhieb",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Ixal-Kahlhieb</Case><Case(2)>am Ixal-Kahlhieb</Case></Switch>",0
146,"Eugenias Wachturm",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zu Eugenias Wachturm</Case><Case(2)>bei Eugenias Wachturm</Case></Switch>",0
147,"Anfänger-Arena",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>in die Anfänger-Arena</Case><Case(2)>in der Anfänger-Arena</Case><Case(3)>die Anfänger-Arena</Case></Switch>",0
148,"",0,"",0,0,0,0,0,"",0
149,"",0,"",0,0,0,0,0,"",0
150,"",0,"",0,0,0,0,0,"",0
151,"Der Traumbaum",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>in den Traumbaum</Case><Case(2)>im Traumbaum</Case></Switch>",0
152,"Tiefstes Inneres",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>ins Tiefste Innere</Case><Case(2)>im Tiefsten Inneren</Case></Switch>",0
153,"Mordion-Kerker",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Mordion-Kerker</Case><Case(2)>im Mordion-Kerker</Case></Switch>",0
154,"Wolfspferch (The Fold)",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Wolfspferch (The Fold)</Case><Case(2)>im Wolfspferch (The Fold)</Case><Case(3)>der Wolfspferch (The Fold)</Case></Switch>",0
155,"Honigblumen-Steg",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Honigblumen-Steg</Case><Case(2)>am Honigblumen-Steg</Case></Switch>",0
156,"Westliche Blattader",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Westlichen Blattader</Case><Case(2)>bei der Westlichen Blattader</Case></Switch>",0
157,"Östliche Blattader",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Östlichen Blattader</Case><Case(2)>bei der Östlichen Blattader</Case></Switch>",0
158,"Josselins Wachturm",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zu Josselins Wachturm</Case><Case(2)>an Josselins Wachturm</Case></Switch>",0
159,"Imkerei Blütengold",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Imkerei Blütengold</Case><Case(2)>in der Imkerei Blütengold</Case></Switch>",0
160,"Gesegneter Jungbaum",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Gesegneten Jungbaum</Case><Case(2)>am Gesegneten Jungbaum</Case></Switch>",0
161,"Zephyr-Schneise",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Zephyr-Schneise</Case><Case(2)>in der Zephyr-Schneise</Case></Switch>",0
162,"Sommerfurt",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Sommerfurt</Case><Case(2)>an der Sommerfurt</Case></Switch>",0
163,"Drei-Malme-Biegung",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Drei-Malme-Biegung</Case><Case(2)>an der Drei-Malme-Biegung</Case></Switch>",0
164,"Moraby-Bucht",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zur Moraby-Bucht</Case><Case(2)>in der Moraby-Bucht</Case></Switch>",0
165,"Zedernwald",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>zum Zedernwald</Case><Case(2)>im Zedernwald</Case></Switch>",0
166,"Gottes Griff",0,"",0,0,1,0,0,"<Switch(IntegerParameter(1))><Case(1)>nach Gottes Griff</Case><Case(2)>an Gottes Griff</Case></Switch>",0
