key,0,1,2,3,4,5,6,7,8,9,10,11
16,1,0,0,0,0,"/cwlinkshell4","/cwl4","/linkshellim4, /lsim4, /cwlinkshell4
Utilisation<Indent/>: /linkshellim4 [message]
Affiche un message visible par tous les membres de la linkshell inter-Monde numéro 4, où qu'ils se trouvent.
""LSIM 4"" devient le mode de discussion par défaut si /linkshellim4 est utilisé sans message.

>> Exemples<Indent/>:
/linkshellim4 Bonjour<Indent/>!
  Envoie le message ""Bonjour<Indent/>!"" à tous les membres de la linkshell inter-Monde numéro 4.
/lsim4 
  ""LSIM 4"" devient le mode de discussion par défaut.","/linkshellim4","/lsim4",1021,0
17,1,0,0,0,0,"/cwlinkshell5","/cwl5","/linkshellim5, /lsim5, /cwlinkshell5
Utilisation<Indent/>: /linkshellim5 [message]
Affiche un message visible par tous les membres de la linkshell inter-Monde numéro 5, où qu'ils se trouvent.
""LSIM 5"" devient le mode de discussion par défaut si /linkshellim5 est utilisé sans message.

>> Exemples<Indent/>:
/linkshellim5 Bonjour<Indent/>!
  Envoie le message ""Bonjour<Indent/>!"" à tous les membres de la linkshell inter-Monde numéro 5.
/lsim5 
  ""LSIM 5"" devient le mode de discussion par défaut.","/linkshellim5","/lsim5",1021,0
18,1,0,0,0,0,"/cwlinkshell6","/cwl6","/linkshellim6, /lsim6, /cwlinkshell6
Utilisation<Indent/>: /linkshellim6 [message]
Affiche un message visible par tous les membres de la linkshell inter-Monde numéro 6, où qu'ils se trouvent.
""LSIM 6"" devient le mode de discussion par défaut si /linkshellim6 est utilisé sans message.

>> Exemples<Indent/>:
/linkshellim6 Bonjour<Indent/>!
  Envoie le message ""Bonjour<Indent/>!"" à tous les membres de la linkshell inter-Monde numéro 6.
/lsim6 
  ""LSIM 6"" devient le mode de discussion par défaut.","/linkshellim6","/lsim6",1021,0
19,1,0,0,0,0,"/cwlinkshell7","/cwl7","/linkshellim7, /lsim7, /cwlinkshell7
Utilisation<Indent/>: /linkshellim7 [message]
Affiche un message visible par tous les membres de la linkshell inter-Monde numéro 7, où qu'ils se trouvent.
""LSIM 7"" devient le mode de discussion par défaut si /linkshellim7 est utilisé sans message.

>> Exemples<Indent/>:
/linkshellim7 Bonjour<Indent/>!
  Envoie le message ""Bonjour<Indent/>!"" à tous les membres de la linkshell inter-Monde numéro 7.
/lsim7 
  ""LSIM 7"" devient le mode de discussion par défaut.","/linkshellim7","/lsim7",1021,0
20,1,0,0,0,0,"/cwlinkshell8","/cwl8","/linkshellim8, /lsim8, /cwlinkshell8
Utilisation<Indent/>: /linkshellim8 [message]
Affiche un message visible par tous les membres de la linkshell inter-Monde numéro 8, où qu'ils se trouvent.
""LSIM 8"" devient le mode de discussion par défaut si /linkshellim8 est utilisé sans message.

>> Exemples<Indent/>:
/linkshellim8 Bonjour<Indent/>!
  Envoie le message ""Bonjour<Indent/>!"" à tous les membres de la linkshell inter-Monde numéro 8.
/lsim8 
  ""LSIM 8"" devient le mode de discussion par défaut.","/linkshellim8","/lsim8",1021,0
21,2,0,0,0,0,"/graphicpresets","/gpresets","/réggraphiques, /reggra, /graphicpresets, /gpresets
Utilisation<Indent/>: /reggra [numéro du préréglage]
Active les préréglages graphiques spécifiés.

>> Numéro du préréglage (1 à 5)<Indent/>:
<If(Equal(PlayerParameter(78),3))>1<Indent/>: Standards (Mac)
2<Indent/>: Moyens (Mac)
3<Indent/>: Élevés (Mac)
4<Indent/>: Très élevés (Mac)<Indent/>: 64bit seulement
5<Indent/>: Maximums (Mac)<Indent/>: 64bit seulement

>> Exemples<Indent/>:
/reggra 1
　Active les préréglages graphiques Standards (Mac).
/reggra 3
　Active les préréglages graphiques Élevés (Mac).
<Else/>1<Indent/>: Moyens (PC portable)
2<Indent/>: Moyens (PC de bureau)
3<Indent/>: Élevés (PC portable)
4<Indent/>: Élevés (PC de bureau)
5<Indent/>: Maximums

>> Exemples<Indent/>:
/reggra 1
　Active les préréglages graphiques Moyens (PC portable).
/reggra 5
　Active les préréglages graphiques Maximums.
</If>","/réggraphiques","/reggra",993,0
22,1,0,0,0,0,"/fellowship","/fs","/communauté, /commu, /fellowship, /fs
Affiche la liste de vos communautés.","/communauté","/commu",32,0
23,1,0,0,0,0,"/fellowshipfinder","/fsfinder","/rechcommunauté, /rechcom, /fsfinder
Affiche la fenêtre de recherche de communautés.","/rechcommunauté","/rechcom",32,0
24,1,0,0,0,0,"/collection","/coll","/objetsprécieux, /objpré, /collection, /coll
Affiche la liste des objets précieux possédés.","/objetsprécieux","/objpré",32,0
25,1,0,0,0,0,"/newgame+","/ng+","/nouvpartie+, /np+, /newgame+, /ng+
Affiche la fenêtre permettant de commencer ou reprendre une nouvelle partie +.","/nouvpartie+","/np+",32,0
26,2,1,2,0,0,"/dice","","/dé, /dice
Utilisation<Indent/>: /dé [mode de discussion] [valeur maximum]
Lance un dé affichant un résultat aléatoire entre 0 et 999 dans le mode de discussion spécifié. Le mode de discussion actuel est utilisé s'il n'est pas précisé.

>> Modes de discussion compatibles<Indent/>:
 Équipe (/chatéq)
 Alliance (/alliance)
 Compagnie libre (/compagnielibre)
 Linkshell (/linkshell[1-8])
 Linkshell inter-Monde (/lsim[1-8])
* Le mode de discussion doit forcément être précisé quand cette commande est utilisée dans une macro.
>> Valeur maximum (2-999)<Indent/>:
 Détermine la valeur maximum pouvant être tirée. Le résultat sera alors compris entre 1 et la valeur choisie, ou 0 et 999 si aucune valeur n'est saisie.

>> Exemples<Indent/>:
/dé
 Lance un dé dans le mode de discussion actif.
/dé 16
 Lance un dé dont le résultat sera compris entre 1 et 16 dans le mode de discussion actif.
/dé lsim1
 Lance un dé dans la linkshell inter-Monde numéro 1.
/dé lsim1 16
 Lance un dé dont le résultat sera compris entre 1 et 16 dans la linkshell inter-Monde numéro 1.","/dé","",36,1000
27,3,1,2,0,0,"/nameplatetype","","/typedeplaquedenom, /typeplaq
Utilisation<Indent/>: /typedeplaquedenom [catégorie] [mode d'affichage]
Change le mode d'affichage des plaques de noms pour la catégorie de joueur spécifiée.

>> Catégories<Indent/>:
 tous <Indent/>: tous les joueurs
 soi<Indent/>: soi-même
 équipe<Indent/>: joueurs membres de son équipe
 alliance<Indent/>: joueurs membres de son alliance
 autres<Indent/>: joueurs hors catégorie
 amis<Indent/>: joueurs amis
 feast<Indent/>: joueurs ennemis dans The Feast

>> Modes d'affichage<Indent/>:
 1<Indent/>: nom complet 2<Indent/>: nom de famille abrégé 3<Indent/>: prénom abrégé 4<Indent/>: initiales

>> Exemples<Indent/>:
/typedeplaquedenom tous 4
Affiche seulement les initiales sur les plaques de nom de tous les joueurs.","/typedeplaquedenom","/typeplaq",36,0
28,3,1,2,0,0,"/nameplatedisp","","/affichageplaquedenom, /affplaq
Utilisation<Indent/>: /affichageplaquedenom [cible] [mode d'affichage]
Modifie quand les plaques de noms s'affichent pour la catégorie de joueur spécifiée.

>> Catégories<Indent/>:
 tous <Indent/>: tous les joueurs
 soi<Indent/>: soi-même
 équipe<Indent/>: joueurs membres de son équipe
 alliance<Indent/>: joueurs membres de son alliance
 autres<Indent/>: joueurs hors catégorie
 amis<Indent/>: joueurs amis
 feast<Indent/>: joueurs ennemis dans The Feast

>> Modes d'affichage<Indent/>:
 1<Indent/>: toujours
 2<Indent/>: en combat
 3<Indent/>: en ciblage
 4<Indent/>: jamais

>> Exemples<Indent/>:
/affichageplaquedenom tous 4
N'affiche jamais les plaques de nom des joueurs.","/affichageplaquedenom","/affplaq",36,0
29,2,1,20,0,0,"/fashion","","/accessoire, /fashion
Utilisation<Indent/>: /accessoire ""[nom l'accessoire de mode]""
Permet d'équiper l'accessoire de mode spécifié.

>> Exemple<Indent/>:
/accessoire “ombrelle”
　Équipe l'accessoire de mode ombrelle.","/accessoire","",36,0
30,1,0,0,0,0,"/fashionguide","","/listeaccessoires, /fashionguide
Affiche la liste de vos accessoires de mode.","/listeaccessoires","",32,0
31,1,0,0,0,0,"/officialsite","/site","/siteofficiel, /site
Ouvre le menu du site officiel.","/siteofficiel","",32,0
32,1,0,0,0,0,"//setGearset","","//setGearset
リアルイベント用コマンド。
アーマリーチェスト内のアイテムをもとに、自動的にバトルジョブのギアセットを生成する。","","",32,0
91,1,0,0,0,0,"/pvpteam","/pt","/équipejcj, /éj, /pvpteam, /pt
Utilisation<Indent/>: /équipejcj [message]
Affiche un message visible par tous les joueurs appartenant à la même équipe JcJ.
""Équipe JcJ"" devient le mode de discussion par défaut si /équipejcj est utilisé sans message.","/équipejcj","/éj",1021,0
92,1,0,0,0,0,"/cwlinkshell","/cwl","/linkshellim, /lsim, /cwlinkshell
Utilisation<Indent/>: /linkshellim [message]
Affiche un message visible par tous les membres de votre linkshell inter-Monde active, où qu'ils se trouvent.
Le mode de discussion par défaut devient celui de la linkshell inter-Monde active si /linkshellim est utilisé sans message.

>> Exemples<Indent/>:
/linkshellim Bonjour<Indent/>!
  Envoie le message ""Bonjour<Indent/>!"" à tous les membres de la linkshell inter-Monde active.
/lsim 
  Change le mode de discussion par défaut par celui de la linkshell inter-Monde active.","/linkshellim","/lsim",1021,0
101,1,0,0,0,0,"/beginner","/b","/novice, /n, /beginner, /b
Utilisation<Indent/>: /novice [message]
Affiche un message visible par tous les joueurs participant au réseau des novices.
""Réseau des novices"" devient le mode de discussion par défaut si /novice est utilisé sans message.","/novice","/n",1021,0
102,1,0,0,0,0,"/say","/s","/dire, /d, /say, /s
Utilisation<Indent/>: /dire [message]
Affiche un message visible par tous les PJ présents dans un périmètre réduit.
""Dire"" devient le mode de discussion par défaut si /dire est utilisé sans message.
Le message ne s'affiche pas si le filtre de chat ""Dire"" est activé.","/dire","/d",1023,0
103,1,0,0,0,0,"/shout","/sh","/hurler, /h, /shout, /sh
Utilisation<Indent/>: /hurler [message]
Affiche un message visible par tous les PJ présents dans la zone.","/hurler","/h",1021,0
104,3,0,0,0,0,"/tell","/t","/murmurer, /msg, /tell, /t
Utilisation<Indent/>: /murmurer [nom de PJ]@[nom du Monde] [message]
Envoie un message à un PJ originaire du Monde spécifié.
Il est nécessaire d'ajouter la mention @[nom du Monde] après le nom du personnage pour s'adresser à un PJ d'un autre Monde.
Seuls les membres de la liste d'amis de ce personnage ou le chef d'une équipe en cours de recrutement pourront le contacter.
""Murmurer"" devient le mode de discussion par défaut avec le PJ désigné si /murmurer [nom de PJ]@[nom du Monde] est utilisé sans message.
* Le nom du personnage doit être écrit sans guillemets.
Ce message n'est pas visible par les autres joueurs.
>> Exemples<Indent/>:
/murmurer Square Enix@Monde Bonjour<Indent/>!
  Envoie le message ""Bonjour<Indent/>!"" au personnage Square Enix du Monde spécifié et présent dans le même Monde.","/murmurer","/msg",1021,0
105,1,0,0,0,0,"/party","/p","/chatéq, /gr, /party, /p
Utilisation<Indent/>: /chatéq [message]
Affiche un message visible par les membres de votre équipe, où qu'ils se trouvent.
""Équipe"" devient le mode de discussion par défaut si /chatéq est utilisé sans message.","/chatéq","/gr",1021,0
106,1,0,0,0,0,"/linkshell","/l","/ls, /linkshell, /l
Utilisation<Indent/>: /ls [message]
Affiche un message visible par tous les membres de votre linkshell, où qu'ils se trouvent.
""Linkshell"" devient le mode de discussion par défaut si /linkshell est utilisé sans message.","/linkshell","/ls",1021,0
107,1,0,0,0,0,"/linkshell1","/l1","/linkshell1, /l1, /ls1
Utilisation<Indent/>: /linkshell1 [message]
Affiche un message visible par tous les membres de la linkshell 1, où qu'ils se trouvent.","/linkshell1","/ls1",1021,0
108,1,0,0,0,0,"/linkshell2","/l2","/linkshell2, /l2, /ls2
Utilisation<Indent/>: /linkshell2 [message]
Affiche un message visible par tous les membres de la linkshell 2, où qu'ils se trouvent.","/linkshell2","/ls2",1021,0
109,1,0,0,0,0,"/linkshell3","/l3","/linkshell3, /l3, /ls3
Utilisation<Indent/>: /linkshell3 [message]
Affiche un message visible par tous les membres de la linkshell 3, où qu'ils se trouvent.","/linkshell3","/ls3",1021,0
110,1,0,0,0,0,"/linkshell4","/l4","/linkshell4, /l4, /ls4
Utilisation<Indent/>: /linkshell4 [message]
Affiche un message visible par tous les membres de la linkshell 4, où qu'ils se trouvent.","/linkshell4","/ls4",1021,0
111,1,0,0,0,0,"/linkshell5","/l5","/linkshell5, /l5, /ls5
Utilisation<Indent/>: /linkshell5 [message]
Affiche un message visible par tous les membres de la linkshell 5, où qu'ils se trouvent.","/linkshell5","/ls5",1021,0
112,1,0,0,0,0,"/linkshell6","/l6","/linkshell6, /l6, /ls6
Utilisation<Indent/>: /linkshell6 [message]
Affiche un message visible par tous les membres de la linkshell 6, où qu'ils se trouvent.","/linkshell6","/ls6",1021,0
113,1,0,0,0,0,"/linkshell7","/l7","/linkshell7, /l7, /ls7
Utilisation<Indent/>: /linkshell7 [message]
Affiche un message visible par tous les membres de la linkshell 7, où qu'ils se trouvent.","/linkshell7","/ls7",1021,0
114,1,0,0,0,0,"/linkshell8","/l8","/linkshell8, /l8, /ls8
Utilisation<Indent/>: /linkshell8 [message]
Affiche un message visible par tous les membres de la linkshell 8, où qu'ils se trouvent.","/linkshell8","/ls8",1021,0
115,1,0,0,0,0,"/freecompany","/fc","/compagnielibre, /cl, /freecompany, /fc
Utilisation<Indent/>: /cl [message]
Affiche un message visible par tous les membres de votre compagnie libre, où qu'ils se trouvent.
""Compagnie libre"" devient le mode de discussion par défaut si /cl est utilisé sans message.","/compagnielibre","/cl",1021,0
116,1,0,0,0,0,"/echo","/e","/écho, /e, /echo
Utilisation<Indent/>: /écho [message]
Affiche un message que vous seul pouvez voir.","/écho","",1021,0
117,1,0,0,0,0,"/yell","/y","/crier, /cri, /yell, /y
Utilisation<Indent/>: /crier [message]
Affiche un message visible par tous les PJ présents dans un large périmètre.
""Crier"" devient le mode de discussion par défaut si /crier est utilisé sans message.","/crier","/cri",1021,0
118,1,0,0,0,0,"/reply","/r","/répondre, /r, /reply
Utilisation<Indent/>: /répondre [message]
Permet d'envoyer un message à la dernière personne qui vous a contacté avec /murmurer.","/répondre","",1021,0
119,1,0,0,0,0,"/alliance","/a","/alliance, /all, /a
Utilisation<Indent/>: /alliance [message]
Affiche un message visible par tous les membres de l'alliance, où qu'ils se trouvent.
""Alliance"" devient le mode de discussion par défaut si /alliance est utilisé sans message.","/all","",1021,0
121,1,0,0,0,0,"/join","","/rejoindre, /accepter, /join
Permet d'accepter une invitation à rejoindre une équipe.","/rejoindre","/accepter",4,0
122,1,0,0,0,0,"/decline","","/décliner, /decline
Permet de refuser une invitation à rejoindre une équipe.","/décliner","",4,0
123,2,0,0,0,0,"/invite","","/inviter, /invite
Utilisation<Indent/>: /inviter [argument de ciblage]
Invite la cible désignée dans l'équipe. Si aucun argument n'est spécifié, le personnage ciblé est invité.","/inviter","",4,0
124,2,0,0,0,0,"/kick","","/exclure, /kick
Utilisation<Indent/>: /exclure [argument de ciblage]
Exclut la cible désignée de l'équipe. Si aucun argument n'est spécifié, le personnage ciblé est exclu.","/exclure","",4,0
125,2,0,0,0,0,"/leader","","/chef, /leader
Utilisation<Indent/>: /chef [argument de ciblage]
La cible désignée devient chef d'équipe. Si aucun argument n'est spécifié, le personnage ciblé devient chef d'équipe.","/chef","",4,0
126,2,0,0,0,0,"/leave","","/partir, /leave
Quitte l'équipe.","/partir","",4,0
131,2,0,0,0,0,"/check","/c","/examiner, /exam, /check, /c
Utilisation<Indent/>: /examiner [argument de ciblage]
Examine la cible spécifiée, ou le personnage ciblé si aucun argument n'est saisi.","/examiner","/exam",160,0
132,2,0,0,0,0,"/trade","","/échanger, /éch, /trade
Utilisation<Indent/>: /éch [argument de ciblage]
Propose un échange à la cible spécifiée, ou au personnage ciblé si aucun argument n'est saisi.","/échanger","/éch",32,0
133,2,1,2,0,0,"/automove","","/courseauto, /courir, /automove
Utilisation<Indent/>: /courseauto [sous-commande]
Active ou désactive la marche/course automatique, qui permet d'avancer sans s'arrêter dans la direction suivie. Il est nécessaire d'être déjà en mouvement.
Pour annuler, déplacez-vous dans la direction opposée.
>> Sous-commandes<Indent/>:
activé (on)        Active la course automatique.
désactivé (off)    Désactive la course automatique.
Si aucune sous-commande n'est spécifiée, alterne entre les deux options.","/courseauto","/courir",36,0
134,2,0,0,0,0,"/follow","","/suivre, /follow
Utilisation<Indent/>: /suivre [argument de ciblage]
Permet de suivre au<SoftHyphen/>to<SoftHyphen/>ma<SoftHyphen/>ti<SoftHyphen/>que<SoftHyphen/>ment la cible spécifiée, ou le personnage ciblé si aucun argument n'est saisi.","/suivre","",36,0
136,2,0,0,0,0,"/meldrequest","","/sertirsvp, /sertir, /meldrequest
Utilisation<Indent/>: /sertirsvp [argument de ciblage]
Demande à la cible désignée de sertir une matéria. Si aucun argument n'est spécifié, la demande est faite au personnage ciblé.","/sertirsvp","/sertir",32,0
141,1,0,0,0,0,"/character","/gear","/personnage, /character, /gear
Ouvre le menu personnage.","/personnage","",32,0
142,1,0,0,0,0,"/journal","","/journal
Ouvre le journal.","","",32,0
143,1,0,0,0,0,"/dutyfinder","/dfinder","/outilmission, /outilm, /dutyfinder, /dfinder
Ouvre l'outil de mission.","/outilmission","/outilm",800,0
144,1,0,0,0,0,"/armourychest","/armoury","/arsenal, /armourychest, /armoury
Ouvre l'Arsenal.","/arsenal","",32,0
145,1,0,0,0,0,"/huntinglog","/hlog","/bestiaire, /best, /huntinglog
Ouvre le bestiaire.","/bestiaire","/best",32,0
146,1,0,0,0,0,"/craftinglog","/clog","/cartisanat, /cart, /craftinglog
Ouvre le carnet d'artisanat.","/cartisanat","/cart",0,0
147,1,0,0,0,0,"/gatheringlog","/glog","/crécolte, /créc, /gatheringlog
Ouvre le carnet de récolte.","/crécolte","/créc",0,0
148,1,0,0,0,0,"/fishinglog","/flog","/cpêche, /cpêc, /fishinglog
Ouvre le carnet de pêche.","/cpêche","/cpêc",32,0
149,1,0,0,0,0,"/achievements","","/hautsfaits, /hf, /achievements
Ouvre le menu des hauts faits.","/hautsfaits","/hf",32,0
150,3,1,2,0,0,"/partycmd","/pcmd","/cmdéq, /partycmd, /pcmd
Utilisation<Indent/>: /cmdéq [sous-commande]
Exécute différentes commandes d'équipe.
* En équipe inter-Monde, permet uniquement d'ouvrir la fenêtre Réseau social (Équipiers) ou d'inviter un PJ.
>> Sous-commandes<Indent/>:
inviter (add) [argument de ciblage]   Inviter le PJ désigné à rejoindre l'équipe.
accepter (accept)   Accepter une invitation à rejoindre une équipe.
refuser (deny)   Refuser une invitation à rejoindre une équipe.
chef (leader) [argument de ciblage]  Nommer chef le PJ désigné.
quitter (leave)   Quitter l'équipe.
exclure (kick) [argument de ciblage]   Expulser le PJ désigné de votre équipe (réservé au chef d'équipe).
dissoudre (breakup)   Dissoudre votre équipe.
Si aucune sous-commande n'est spécifiée, ouvre la fenêtre Réseau social (Équipiers).","/cmdéq","",32,0
151,3,1,2,0,0,"/friendlist","/flist","/amis, /la, /friendlist, /flist
Utilisation<Indent/>: /amis [sous-commande]
Affiche votre liste d'amis et exécute différentes commandes en lien avec la liste.
>> Sous-commandes<Indent/>:
inviter (add) [argument de ciblage]   Envoyer une requête d'ami au PJ désigné.
accepter (accept) [argument de ciblage]   Accepter la requête d'ami du PJ désigné.
refuser (deny) [argument de ciblage]   Refuser la requête d'ami du PJ désigné.
supprimer (remove) [argument de ciblage]  Effacer le PJ désigné de la liste d'amis.
Si aucune sous-commande n'est spécifiée, la liste d'amis s'affiche.","/amis","/la",128,0
152,3,1,2,0,0,"/blacklist","/blist","/listenoire, /ln, /blacklist, /blist
Utilisation<Indent/>: /listenoire [sous-commande]
Affiche votre liste noire et exécute différentes commandes en lien avec la liste.
>> Sous-commandes<Indent/>:
inviter (add)  [argument de ciblage]   Ajouter le PJ désigné à la liste noire.
supprimer (remove) [argument de ciblage]  Retirer le PJ désigné de la liste noire.
Si aucune sous-commande n'est spécifiée, la liste noire s'affiche.","/listenoire","/ln",0,0
