key,0,1,2,3,4,5,6,7,8,9
49,5,0,"ui/icon/199000/199010.tex",0,"BannerCondition#1",0,0,1,9,"Memo"
50,5,0,"ui/icon/199000/199011.tex",0,"BannerCondition#1",0,0,1,10,"Briefmarke"
51,2,0,"ui/icon/194000/194201.tex",0,"BannerCondition#156",0,0,2,500,"Gladiator"
52,2,0,"ui/icon/194000/194202.tex",0,"BannerCondition#157",0,0,2,501,"Marodeur"
53,2,0,"ui/icon/194000/194203.tex",0,"BannerCondition#158",0,0,2,502,"Druide"
54,2,0,"ui/icon/194000/194204.tex",0,"BannerCondition#159",0,0,2,503,"Faustkämpfer"
55,2,0,"ui/icon/194000/194205.tex",0,"BannerCondition#160",0,0,2,504,"Pikenier"
56,2,0,"ui/icon/194000/194206.tex",0,"BannerCondition#161",0,0,2,505,"Schurke"
57,2,0,"ui/icon/194000/194207.tex",0,"BannerCondition#162",0,0,2,506,"Waldläufer"
58,2,0,"ui/icon/194000/194208.tex",0,"BannerCondition#163",0,0,2,507,"Thaumaturg"
59,2,0,"ui/icon/194000/194209.tex",0,"BannerCondition#164",0,0,2,508,"Hermetiker"
60,2,0,"ui/icon/194000/194210.tex",0,"BannerCondition#300",0,0,2,550,"Paladin"
61,2,0,"ui/icon/194000/194211.tex",0,"BannerCondition#301",0,0,2,551,"Krieger"
62,2,0,"ui/icon/194000/194212.tex",0,"BannerCondition#302",0,0,2,552,"Dunkelritter"
63,2,0,"ui/icon/194000/194213.tex",0,"BannerCondition#303",0,0,2,553,"Revolverklinge"
64,2,0,"ui/icon/194000/194214.tex",0,"BannerCondition#304",0,0,2,570,"Weißmagier"
65,2,0,"ui/icon/194000/194215.tex",0,"BannerCondition#305",0,0,2,571,"Gelehrter"
66,2,0,"ui/icon/194000/194216.tex",0,"BannerCondition#306",0,0,2,572,"Astrologe"
67,2,0,"ui/icon/194000/194217.tex",0,"BannerCondition#307",0,0,2,573,"Weiser"
68,2,0,"ui/icon/194000/194218.tex",0,"BannerCondition#308",0,0,2,590,"Mönch"
69,2,0,"ui/icon/194000/194219.tex",0,"BannerCondition#309",0,0,2,592,"Dragoon"
70,2,0,"ui/icon/194000/194220.tex",0,"BannerCondition#310",0,0,2,593,"Ninja"
71,2,0,"ui/icon/194000/194221.tex",0,"BannerCondition#311",0,0,2,594,"Samurai"
72,2,0,"ui/icon/194000/194222.tex",0,"BannerCondition#312",0,0,2,595,"Schnitter"
73,2,0,"ui/icon/194000/194223.tex",0,"BannerCondition#313",0,0,2,597,"Barde"
74,2,0,"ui/icon/194000/194224.tex",0,"BannerCondition#314",0,0,2,598,"Maschinist"
75,2,0,"ui/icon/194000/194225.tex",0,"BannerCondition#315",0,0,2,599,"Tänzer"
76,2,0,"ui/icon/194000/194226.tex",0,"BannerCondition#316",0,0,2,600,"Schwarzmagier"
77,2,0,"ui/icon/194000/194227.tex",0,"BannerCondition#317",0,0,2,601,"Beschwörer"
78,2,0,"ui/icon/194000/194228.tex",0,"BannerCondition#318",0,0,2,602,"Rotmagier"
79,2,0,"ui/icon/194000/194229.tex",0,"BannerCondition#232",0,0,2,610,"Blaumagier"
80,2,0,"ui/icon/194000/194230.tex",0,"BannerCondition#268",0,0,2,650,"Zimmerer"
81,2,0,"ui/icon/194000/194231.tex",0,"BannerCondition#269",0,0,2,651,"Grobschmied"
82,2,0,"ui/icon/194000/194232.tex",0,"BannerCondition#270",0,0,2,652,"Plattner"
83,2,0,"ui/icon/194000/194233.tex",0,"BannerCondition#271",0,0,2,653,"Goldschmied"
84,2,0,"ui/icon/194000/194234.tex",0,"BannerCondition#272",0,0,2,654,"Gerber"
85,2,0,"ui/icon/194000/194235.tex",0,"BannerCondition#273",0,0,2,655,"Weber"
86,2,0,"ui/icon/194000/194236.tex",0,"BannerCondition#274",0,0,2,656,"Alchemist"
87,2,0,"ui/icon/194000/194237.tex",0,"BannerCondition#275",0,0,2,657,"Gourmet"
88,2,0,"ui/icon/194000/194238.tex",0,"BannerCondition#285",0,0,2,658,"Minenarbeiter"
89,2,0,"ui/icon/194000/194239.tex",0,"BannerCondition#286",0,0,2,659,"Gärtner"
90,2,0,"ui/icon/194000/194240.tex",0,"BannerCondition#287",0,0,2,660,"Fischer"
91,0,0,,0,"BannerCondition#0",0,0,0,0,""
92,0,0,,0,"BannerCondition#0",0,0,0,0,""
93,0,0,,0,"BannerCondition#0",0,0,0,0,""
94,0,0,,0,"BannerCondition#0",0,0,0,0,""
95,0,0,,0,"BannerCondition#0",0,0,0,0,""
96,0,0,,0,"BannerCondition#0",0,0,0,0,""
97,0,0,,0,"BannerCondition#0",0,0,0,0,""
98,0,0,,0,"BannerCondition#0",0,0,0,0,""
99,0,0,,0,"BannerCondition#0",0,0,0,0,""
100,0,0,,0,"BannerCondition#0",0,0,0,0,""
101,0,0,,0,"BannerCondition#0",0,0,0,0,""
102,0,0,,0,"BannerCondition#0",0,0,0,0,""
103,0,0,,0,"BannerCondition#0",0,0,0,0,""
104,0,0,,0,"BannerCondition#0",0,0,0,0,""
105,0,0,,0,"BannerCondition#0",0,0,0,0,""
106,0,0,,0,"BannerCondition#0",0,0,0,0,""
107,0,0,,0,"BannerCondition#0",0,0,0,0,""
108,0,0,,0,"BannerCondition#0",0,0,0,0,""
109,0,0,,0,"BannerCondition#0",0,0,0,0,""
110,0,0,,0,"BannerCondition#0",0,0,0,0,""
111,0,0,,0,"BannerCondition#0",0,0,0,0,""
112,0,0,,0,"BannerCondition#0",0,0,0,0,""
113,0,0,,0,"BannerCondition#0",0,0,0,0,""
114,0,0,,0,"BannerCondition#0",0,0,0,0,""
115,0,0,,0,"BannerCondition#0",0,0,0,0,""
116,0,0,,0,"BannerCondition#0",0,0,0,0,""
117,0,0,,0,"BannerCondition#0",0,0,0,0,""
118,0,0,,0,"BannerCondition#0",0,0,0,0,""
119,0,0,,0,"BannerCondition#0",0,0,0,0,""
120,0,0,,0,"BannerCondition#0",0,0,0,0,""
121,0,0,,0,"BannerCondition#0",0,0,0,0,""
122,0,0,,0,"BannerCondition#0",0,0,0,0,""
123,0,0,,0,"BannerCondition#0",0,0,0,0,""
124,0,0,,0,"BannerCondition#0",0,0,0,0,""
125,0,0,,0,"BannerCondition#0",0,0,0,0,""
126,0,0,,0,"BannerCondition#0",0,0,0,0,""
127,0,0,,0,"BannerCondition#0",0,0,0,0,""
128,0,0,,0,"BannerCondition#0",0,0,0,0,""
129,0,0,,0,"BannerCondition#0",0,0,0,0,""
130,0,0,,0,"BannerCondition#0",0,0,0,0,""
131,0,0,,0,"BannerCondition#0",0,0,0,0,""
132,0,0,,0,"BannerCondition#0",0,0,0,0,""
133,0,0,,0,"BannerCondition#0",0,0,0,0,""
134,0,0,,0,"BannerCondition#0",0,0,0,0,""
135,0,0,,0,"BannerCondition#0",0,0,0,0,""
136,0,0,,0,"BannerCondition#0",0,0,0,0,""
137,0,0,,0,"BannerCondition#0",0,0,0,0,""
138,0,0,,0,"BannerCondition#0",0,0,0,0,""
139,0,0,,0,"BannerCondition#0",0,0,0,0,""
140,0,0,,0,"BannerCondition#0",0,0,0,0,""
141,0,0,,0,"BannerCondition#0",0,0,0,0,""
142,0,0,,0,"BannerCondition#0",0,0,0,0,""
143,0,0,,0,"BannerCondition#0",0,0,0,0,""
144,0,0,,0,"BannerCondition#0",0,0,0,0,""
145,0,0,,0,"BannerCondition#0",0,0,0,0,""
146,0,0,,0,"BannerCondition#0",0,0,0,0,""
147,0,0,,0,"BannerCondition#0",0,0,0,0,""
148,0,0,,0,"BannerCondition#0",0,0,0,0,""
149,0,0,,0,"BannerCondition#0",0,0,0,0,""
150,0,0,,0,"BannerCondition#0",0,0,0,0,""
151,0,0,,0,"BannerCondition#0",0,0,0,0,""
152,3,0,"ui/icon/197000/197901.tex",0,"BannerCondition#154",0,0,7,4000,"Companion-App 1"
153,3,0,"ui/icon/197000/197902.tex",0,"BannerCondition#155",0,0,7,4001,"Companion-App 2"
154,4,0,"ui/icon/198000/198901.tex",0,"BannerCondition#154",0,0,7,4000,"Companion-App 1"
155,4,0,"ui/icon/198000/198902.tex",0,"BannerCondition#155",0,0,7,4001,"Companion-App 2"
156,5,0,"ui/icon/199000/199901.tex",0,"BannerCondition#154",0,0,7,4000,"Companion-App 1"
157,5,0,"ui/icon/199000/199902.tex",0,"BannerCondition#155",0,0,7,4001,"Companion-App 2"
158,1,0,"ui/icon/195000/195901.tex",0,"BannerCondition#154",0,0,7,4000,"Companion-App 1"
159,1,0,"ui/icon/195000/195902.tex",0,"BannerCondition#155",0,0,7,4001,"Companion-App 2"
160,1,0,"ui/icon/195000/195701.tex",0,"BannerCondition#319",0,0,4,2500,"Schatten von Bahamut (fatal)"
161,3,0,"ui/icon/197000/197701.tex",0,"BannerCondition#319",0,0,4,2500,"Schatten von Bahamut (fatal)"
162,4,0,"ui/icon/198000/198701.tex",0,"BannerCondition#319",0,0,4,2500,"Schatten von Bahamut (fatal)"
163,5,0,"ui/icon/199000/199701.tex",0,"BannerCondition#319",0,0,4,2500,"Schatten von Bahamut (fatal)"
164,1,0,"ui/icon/195000/195702.tex",0,"BannerCondition#320",0,0,4,2501,"Heldenlied von Ultima (fatal)"
165,3,0,"ui/icon/197000/197702.tex",0,"BannerCondition#320",0,0,4,2501,"Heldenlied von Ultima (fatal)"
166,4,0,"ui/icon/198000/198702.tex",0,"BannerCondition#320",0,0,4,2501,"Heldenlied von Ultima (fatal)"
167,5,0,"ui/icon/199000/199702.tex",0,"BannerCondition#320",0,0,4,2501,"Heldenlied von Ultima (fatal)"
168,1,0,"ui/icon/195000/195703.tex",0,"BannerCondition#321",0,0,4,2502,"Alexander (fatal)"
169,3,0,"ui/icon/197000/197703.tex",0,"BannerCondition#321",0,0,4,2502,"Alexander (fatal)"
170,4,0,"ui/icon/198000/198703.tex",0,"BannerCondition#321",0,0,4,2502,"Alexander (fatal)"
171,5,0,"ui/icon/199000/199703.tex",0,"BannerCondition#321",0,0,4,2502,"Alexander (fatal)"
172,1,0,"ui/icon/195000/195704.tex",0,"BannerCondition#322",0,0,4,2503,"Drachenkrieg (fatal)"
173,3,0,"ui/icon/197000/197704.tex",0,"BannerCondition#322",0,0,4,2503,"Drachenkrieg (fatal)"
174,4,0,"ui/icon/198000/198704.tex",0,"BannerCondition#322",0,0,4,2503,"Drachenkrieg (fatal)"
175,5,0,"ui/icon/199000/199704.tex",0,"BannerCondition#322",0,0,4,2503,"Drachenkrieg (fatal)"
176,2,0,"ui/icon/194000/194701.tex",0,"BannerCondition#343",0,0,4,2400,"Unstetes Gewölbe: Die Unterstadt von Sil'dih"
177,3,0,"ui/icon/197000/197705.tex",0,"BannerCondition#343",0,0,4,2400,"Unstetes Gewölbe: Die Unterstadt von Sil'dih"
178,0,0,,0,"BannerCondition#0",0,0,0,0,""
179,5,0,"ui/icon/199000/199966.tex",0,"BannerCondition#344",0,0,3,2315,"Aufträge der Omikron"
180,2,0,"ui/icon/194000/194012.tex",0,"BannerCondition#1",0,0,1,11,"Café"
181,2,0,"ui/icon/194000/194013.tex",0,"BannerCondition#1",0,0,1,12,"Karo"
182,2,0,"ui/icon/194000/194014.tex",0,"BannerCondition#1",0,0,1,13,"Funkelnd"
183,2,0,"ui/icon/194000/194015.tex",0,"BannerCondition#1",0,0,1,14,"Vertikale Streifen"
184,2,0,"ui/icon/194000/194016.tex",0,"BannerCondition#1",0,0,1,15,"Horizontale Streifen"
185,2,0,"ui/icon/194000/194017.tex",0,"BannerCondition#1",0,0,1,16,"Herzen"
186,2,0,"ui/icon/194000/194018.tex",0,"BannerCondition#1",0,0,1,17,"Chevronstreifen "
187,2,0,"ui/icon/194000/194019.tex",0,"BannerCondition#1",0,0,1,18,"Hanfblattmuster"
188,2,0,"ui/icon/194000/194020.tex",0,"BannerCondition#1",0,0,1,19,"Gingham-Muster "
189,2,0,"ui/icon/194000/194021.tex",0,"BannerCondition#1",0,0,1,20,"Kristall"
190,1,0,"ui/icon/195000/195012.tex",0,"BannerCondition#1",0,0,1,11,"Fernöstlich"
191,4,0,"ui/icon/198000/198012.tex",0,"BannerCondition#1",0,0,1,11,"Zickzack"
192,4,0,"ui/icon/198000/198013.tex",0,"BannerCondition#1",0,0,1,12,"Deko-Tape: Warme Farbtöne"
193,4,0,"ui/icon/198000/198014.tex",0,"BannerCondition#1",0,0,1,13,"Deko-Tape: Kalte Farbtöne"
194,5,0,"ui/icon/199000/199012.tex",0,"BannerCondition#1",0,0,1,11,"Café"
195,5,0,"ui/icon/199000/199013.tex",0,"BannerCondition#347",0,0,7,13,"Plektren"
196,5,0,"ui/icon/199000/199014.tex",0,"BannerCondition#347",0,0,7,12,"Geige"
197,5,1,"ui/icon/234000/234401.tex",0,"BannerCondition#348",0,0,6,5650,"Marionette Nr. 001"
198,5,1,"ui/icon/234000/234402.tex",0,"BannerCondition#349",0,0,6,5000,"Chocobo-Küken"
199,5,1,"ui/icon/234000/234403.tex",0,"BannerCondition#350",0,0,6,5050,"Kirschbomber"
200,5,1,"ui/icon/234000/234405.tex",0,"BannerCondition#351",608,0,6,5051,"Baby-Behemoth"
201,5,1,"ui/icon/234000/234412.tex",0,"BannerCondition#352",0,0,6,5052,"Morbol-Knolle"
202,5,1,"ui/icon/234000/234424.tex",0,"BannerCondition#353",0,0,6,5061,"Staubhäschen"
203,5,1,"ui/icon/234000/234429.tex",0,"BannerCondition#354",0,0,6,5062,"Kaktorfigur"
204,5,1,"ui/icon/234000/234430.tex",0,"BannerCondition#355",0,0,6,5063,"Mini-Krabbe"
205,5,1,"ui/icon/234000/234436.tex",0,"BannerCondition#356",0,0,6,5075,"Baby-Goobbue"
206,5,1,"ui/icon/234000/234439.tex",0,"BannerCondition#357",0,0,6,5076,"Dämonenwürfel"
207,5,1,"ui/icon/234000/234444.tex",0,"BannerCondition#358",609,0,6,5703,"Zeigerhändchen"
208,5,1,"ui/icon/234000/234446.tex",0,"BannerCondition#359",0,0,6,5350,"Qiqirn-Stofftier"
209,5,1,"ui/icon/234000/234450.tex",0,"BannerCondition#360",0,0,6,5064,"Wolfshundwelpe"
210,5,1,"ui/icon/234000/234452.tex",0,"BannerCondition#361",0,0,6,5056,"Mini-Coeurl"
211,5,1,"ui/icon/234000/234453.tex",0,"BannerCondition#362",0,0,6,5059,"Tomberry-Stofftier"
212,5,1,"ui/icon/234000/234471.tex",0,"BannerCondition#363",0,0,6,5704,"Emsiger Besen"
213,5,1,"ui/icon/234000/234472.tex",0,"BannerCondition#364",610,0,6,5002,"Mogry-Stofftier"
214,5,1,"ui/icon/234000/234487.tex",0,"BannerCondition#365",0,0,6,5251,"Nussfresser"
215,5,1,"ui/icon/234000/234507.tex",0,"BannerCondition#366",0,0,6,5252,"Dicke Katze"
216,5,1,"ui/icon/234000/234511.tex",0,"BannerCondition#367",0,0,6,5751,"Flusskobold"
217,5,1,"ui/icon/234000/234542.tex",0,"BannerCondition#368",0,0,6,5700,"Begleitmodul"
218,5,1,"ui/icon/234000/234558.tex",0,"BannerCondition#369",0,0,6,5088,"Paissa-Fratz"
219,5,1,"ui/icon/234000/234566.tex",0,"BannerCondition#370",0,0,6,5090,"Korpokkur-Pflänzchen"
220,5,1,"ui/icon/234000/234641.tex",0,"BannerCondition#371",0,0,6,5301,"Obskurer Otter"
221,5,1,"ui/icon/234000/234653.tex",0,"BannerCondition#372",0,0,6,5351,"Aufzieh-Namazuo"
222,5,1,"ui/icon/234000/234660.tex",0,"BannerCondition#373",0,0,6,5542,"Khloe-Puppe"
223,5,1,"ui/icon/234000/234667.tex",0,"BannerCondition#374",0,0,6,5259,"Mameshiba"
224,5,1,"ui/icon/234000/234737.tex",0,"BannerCondition#375",0,0,6,5265,"Kleine Schlange von Ronka"
225,5,1,"ui/icon/234000/234742.tex",0,"BannerCondition#376",0,0,6,5352,"Riesenbiber"
226,5,1,"ui/icon/234000/234775.tex",0,"BannerCondition#377",0,0,6,5306,"Haikrieger"
227,5,1,"ui/icon/234000/234404.tex",0,"BannerCondition#378",611,0,6,5651,"Cait Sith-Puppe"
228,5,1,"ui/icon/234000/234416.tex",0,"BannerCondition#379",0,0,6,5309,"Blaues Vögelchen"
229,5,1,"ui/icon/234000/234432.tex",0,"BannerCondition#380",0,0,6,5065,"Dodo-Küken"
230,5,1,"ui/icon/234000/234435.tex",0,"BannerCondition#381",0,0,6,5074,"Apkallu-Küken"
231,5,1,"ui/icon/234000/234441.tex",0,"BannerCondition#382",0,0,6,5077,"Schäfchen"
232,5,1,"ui/icon/234000/234442.tex",0,"BannerCondition#383",0,0,6,5066,"Kindragora"
233,5,1,"ui/icon/234000/234462.tex",0,"BannerCondition#384",0,0,6,5080,"Schnatterfauler Kolibri"
234,5,1,"ui/icon/234000/234475.tex",0,"BannerCondition#385",0,0,6,5082,"Sukkubus-Puppe"
235,5,1,"ui/icon/234000/234476.tex",0,"BannerCondition#386",612,624,6,5600,"Aufzieh-Gilgamesch"
236,5,1,"ui/icon/234000/234477.tex",0,"BannerCondition#387",0,0,6,5067,"Prinz Zwiebel"
237,5,1,"ui/icon/234000/234478.tex",0,"BannerCondition#388",0,0,6,5068,"Ritter Aubergine"
238,5,1,"ui/icon/234000/234479.tex",0,"BannerCondition#389",0,0,6,5069,"Sir Knoblauch"
239,5,1,"ui/icon/234000/234480.tex",0,"BannerCondition#390",0,0,6,5070,"König Tomate"
240,5,1,"ui/icon/234000/234481.tex",0,"BannerCondition#391",0,0,6,5071,"Königin Mandragora"
241,5,1,"ui/icon/234000/234504.tex",0,"BannerCondition#392",0,0,6,5602,"Aufzieh-Ultros"
242,5,1,"ui/icon/234000/234521.tex",0,"BannerCondition#393",0,0,6,5601,"Aufzieh-Enkidu"
243,5,1,"ui/icon/234000/234529.tex",0,"BannerCondition#394",0,0,6,5085,"Mini-Atomos"
244,5,1,"ui/icon/234000/234532.tex",0,"BannerCondition#395",0,0,6,5086,"Geira-Kätzchen"
245,5,1,"ui/icon/234000/234534.tex",0,"BannerCondition#396",0,0,6,5254,"Rotpanda-Stofftier"
246,5,1,"ui/icon/234000/234564.tex",0,"BannerCondition#397",0,0,6,5313,"Pinguinprinz"
247,5,1,"ui/icon/234000/234600.tex",0,"BannerCondition#398",0,0,6,5752,"Ferkelchen"
248,5,1,"ui/icon/234000/234616.tex",0,"BannerCondition#399",0,0,6,5094,"Frischling"
249,5,1,"ui/icon/234000/234647.tex",0,"BannerCondition#400",0,0,6,5314,"Straßenspatz"
250,5,1,"ui/icon/234000/234655.tex",0,"BannerCondition#401",0,0,6,5652,"Aufzieh-Chimära"
251,5,1,"ui/icon/234000/234719.tex",0,"BannerCondition#402",0,0,6,5095,"Schnee-Korpokkur"
252,5,1,"ui/icon/234000/234642.tex",0,"BannerCondition#403",0,0,6,5257,"Fuchswelpe"
253,5,1,"ui/icon/234000/234749.tex",0,"BannerCondition#404",0,0,6,5315,"Schuhschnäbelchen"
254,5,1,"ui/icon/234000/234753.tex",0,"BannerCondition#405",0,0,6,5096,"Mini-Quiexie"
255,5,1,"ui/icon/234000/234787.tex",0,"BannerCondition#406",0,0,6,5267,"Sandfuchs"
256,5,1,"ui/icon/234000/234796.tex",0,"BannerCondition#407",0,0,6,5307,"Anhänglicher Momora Mora"
257,5,0,"ui/icon/199000/199962.tex",0,"BannerCondition#429",0,0,3,2311,"Aufträge der Pixies"
258,5,0,"ui/icon/199000/199963.tex",0,"BannerCondition#430",0,0,3,2312,"Aufträge der Qitari"
259,5,0,"ui/icon/199000/199964.tex",0,"BannerCondition#431",0,0,3,2313,"Aufträge der Zwerge"
260,5,0,"ui/icon/199000/199965.tex",0,"BannerCondition#432",0,0,3,2314,"Aufträge der Arkasodara"
261,5,0,"ui/icon/199000/199967.tex",0,"BannerCondition#433",0,0,3,2316,"Aufträge der Loporrit"
262,1,0,"ui/icon/195000/195705.tex",0,"BannerCondition#434",0,0,4,2504,"Omega (fatal)"
263,3,0,"ui/icon/197000/197706.tex",0,"BannerCondition#434",0,0,4,2504,"Omega (fatal)"
264,4,0,"ui/icon/198000/198705.tex",0,"BannerCondition#434",0,0,4,2504,"Omega (fatal)"
265,5,0,"ui/icon/199000/199705.tex",0,"BannerCondition#434",0,0,4,2504,"Omega (fatal)"
266,5,1,"ui/icon/234000/234506.tex",0,"BannerCondition#435",0,0,6,5001,"Chocopummelchen"
267,5,1,"ui/icon/234000/234451.tex",0,"BannerCondition#436",0,0,6,5078,"Schleimpfütze"
268,5,1,"ui/icon/234000/234470.tex",0,"BannerCondition#437",0,0,6,5081,"Stoff-Opo-Opo"
269,5,1,"ui/icon/234000/234508.tex",0,"BannerCondition#438",0,0,6,5083,"Kleinfuß"
270,5,1,"ui/icon/234000/234563.tex",0,"BannerCondition#439",0,0,6,5089,"Stumpfauge"
271,5,1,"ui/icon/234000/234579.tex",0,"BannerCondition#440",0,0,6,5091,"Morpho"
272,5,1,"ui/icon/234000/234580.tex",0,"BannerCondition#441",0,0,6,5092,"Poro Roggo"
273,5,1,"ui/icon/234000/234805.tex",0,"BannerCondition#442",0,0,6,5098,"Tröpfel"
274,5,1,"ui/icon/234000/234646.tex",0,"BannerCondition#443",0,0,6,5258,"Bom Boko"
275,5,1,"ui/icon/234000/234730.tex",0,"BannerCondition#444",0,0,6,5263,"Igel"
276,5,1,"ui/icon/234000/234862.tex",0,"BannerCondition#445",0,0,6,5271,"Flughörnchen"
277,5,1,"ui/icon/234000/234658.tex",0,"BannerCondition#446",0,0,6,5302,"Ghido"
278,5,1,"ui/icon/234000/234672.tex",0,"BannerCondition#447",0,0,6,5303,"Gomashio-Seehund"
279,5,1,"ui/icon/234000/234673.tex",0,"BannerCondition#448",0,0,6,5304,"Axolotl-Molch"
280,5,1,"ui/icon/234000/234740.tex",0,"BannerCondition#449",0,0,6,5305,"Baby-Schnabeltier"
281,5,1,"ui/icon/234000/234531.tex",0,"BannerCondition#450",0,0,6,5311,"Hässliches Entlein"
282,5,1,"ui/icon/234000/234684.tex",0,"BannerCondition#451",0,0,6,5450,"Byakko-Jungtier"
283,5,1,"ui/icon/234000/234703.tex",0,"BannerCondition#452",0,0,6,5451,"Feuerpfau"
284,5,1,"ui/icon/234000/234727.tex",0,"BannerCondition#453",0,0,6,5453,"Seitei"
285,5,1,"ui/icon/234000/234500.tex",0,"BannerCondition#454",0,0,6,5500,"Y'shtola-Puppe"
286,5,1,"ui/icon/234000/234488.tex",0,"BannerCondition#455",0,0,6,5503,"Minfilia-Puppe"
287,5,1,"ui/icon/234000/234489.tex",0,"BannerCondition#456",0,0,6,5504,"Thancred-Puppe"
