key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
22,"barde de Léviathan",0,"bardes de Léviathan",0,0,1,1,0,"Barde de Léviathan",65556,65556,65556,"None","ui/icon/058000/058567.tex","ui/icon/058000/058568.tex","ui/icon/058000/058569.tex",125
23,"barde de la Lumière",0,"bardes de la Lumière",0,0,1,1,0,"Barde de la Lumière",65557,65557,65557,"None","ui/icon/058000/058570.tex","ui/icon/058000/058571.tex","ui/icon/058000/058572.tex",41
24,"chanfrein ovoïde",0,"chanfreins ovoïde",0,0,1,0,0,"Chanfrein ovoïde",65558,0,0,"None","ui/icon/058000/058573.tex",,,102
25,"barde de Ramuh",0,"bardes de Ramuh",0,0,1,1,0,"Barde de Ramuh",65560,65560,65560,"None","ui/icon/058000/058576.tex","ui/icon/058000/058577.tex","ui/icon/058000/058578.tex",126
26,"chanfrein à panache",0,"chanfreins à panache",0,0,1,0,0,"Chanfrein à panache",65559,0,0,"None","ui/icon/058000/058579.tex",,,53
27,"barde d'effroi",0,"bardes d'effroi",0,0,1,1,0,"Barde d'effroi",65561,65561,65561,"None","ui/icon/058000/058582.tex","ui/icon/058000/058583.tex","ui/icon/058000/058584.tex",103
28,"barde de Shiva",0,"bardes de Shiva",0,0,1,1,0,"Barde de Shiva",65562,65562,65562,"None","ui/icon/058000/058585.tex","ui/icon/058000/058586.tex","ui/icon/058000/058587.tex",127
29,"barde de flambeur",0,"bardes de flambeur",0,0,1,1,0,"Barde de flambeur",65565,65565,65565,"None","ui/icon/058000/058591.tex","ui/icon/058000/058592.tex","ui/icon/058000/058593.tex",42
30,"barde de soupirant",0,"bardes de soupirant",0,0,1,1,0,"Barde de soupirant",65566,65566,65566,"None","ui/icon/058000/058588.tex","ui/icon/058000/058589.tex","ui/icon/058000/058590.tex",104
31,"demi-barde ishgardaise",0,"demi-bardes ishgardaises",0,0,1,1,0,"Demi-barde ishgardaise",65567,65567,65567,"None","ui/icon/058000/058594.tex","ui/icon/058000/058595.tex","ui/icon/058000/058596.tex",54
32,"barde ishgardaise",0,"bardes ishgardaises",0,0,1,1,0,"Barde ishgardaise",131103,131103,131103,"None","ui/icon/058000/058597.tex","ui/icon/058000/058598.tex","ui/icon/058000/058599.tex",55
33,"",0,"",0,0,0,0,0,"",0,0,0,"None",,,,0
34,"barde de Bismarck",0,"bardes de Bismarck",0,0,1,1,0,"Barde de Bismarck",65568,65568,65568,"None","ui/icon/058000/058603.tex","ui/icon/058000/058604.tex","ui/icon/058000/058605.tex",128
35,"barde de Ravana",0,"bardes de Ravana",0,0,1,1,0,"Barde de Ravana",65569,65569,65569,"None","ui/icon/058000/058606.tex","ui/icon/058000/058607.tex","ui/icon/058000/058608.tex",129
36,"barde noble",0,"bardes nobles",0,0,1,1,0,"Barde noble",65570,65570,65570,"None","ui/icon/058000/058609.tex","ui/icon/058000/058610.tex","ui/icon/058000/058611.tex",57
37,"barde orthodoxe",0,"bardes orthodoxes",0,0,1,1,0,"Barde orthodoxe",131106,131106,131106,"None","ui/icon/058000/058612.tex","ui/icon/058000/058613.tex","ui/icon/058000/058614.tex",58
38,"barde des Hautes terres",0,"bardes des Hautes terres",0,0,1,1,0,"Barde des Hautes terres",65571,65571,65571,"None","ui/icon/058000/058615.tex","ui/icon/058000/058616.tex","ui/icon/058000/058617.tex",59
39,"barde de la rose sauvage",0,"bardes de la rose sauvage",0,0,1,1,0,"Barde de la rose sauvage",65573,65573,65573,"None","ui/icon/058000/058618.tex","ui/icon/058000/058619.tex","ui/icon/058000/058620.tex",43
40,"barde de la Table ronde",0,"bardes de la Table ronde",0,0,1,1,0,"Barde de la Table ronde",65574,65574,65574,"None","ui/icon/058000/058621.tex","ui/icon/058000/058622.tex","ui/icon/058000/058623.tex",130
41,"barde de Sephirot",0,"bardes de Sephirot",0,0,1,1,0,"Barde de Sephirot",65572,65572,65572,"None","ui/icon/058000/058624.tex","ui/icon/058000/058626.tex","ui/icon/058000/058625.tex",131
42,"barde de chasseur de Prœufs",0,"bardes de chasseur de Prœufs",0,0,1,1,0,"Barde de chasseur de Prœufs",65575,65575,65575,"None","ui/icon/058000/058627.tex","ui/icon/058000/058629.tex","ui/icon/058000/058628.tex",105
43,"barde orientale",0,"bardes orientales",0,0,1,1,0,"Barde orientale",65577,65577,65577,"None","ui/icon/058000/058630.tex","ui/icon/058000/058632.tex","ui/icon/058000/058631.tex",60
44,"barde de course",0,"bardes de course",0,0,1,1,0,"Barde de course",65579,65579,65579,"None","ui/icon/058000/058633.tex","ui/icon/058000/058635.tex","ui/icon/058000/058634.tex",61
45,"barde de Nidhogg",0,"bardes de Nidhogg",0,0,1,1,0,"Barde de Nidhogg",65578,65578,65578,"None","ui/icon/058000/058636.tex","ui/icon/058000/058638.tex","ui/icon/058000/058637.tex",132
46,"barde de majordome",0,"bardes de majordome",0,0,1,1,0,"Barde de majordome",65580,65580,65580,"None","ui/icon/058000/058639.tex","ui/icon/058000/058641.tex","ui/icon/058000/058640.tex",62
47,"barde de Sophia",0,"bardes de Sophia",0,0,1,1,0,"Barde de Sophia",65576,65576,65576,"None","ui/icon/058000/058642.tex","ui/icon/058000/058644.tex","ui/icon/058000/058643.tex",133
48,"barde de servante",0,"bardes de servante",0,0,1,1,0,"Barde de servante",65581,65581,65581,"None","ui/icon/058000/058645.tex","ui/icon/058000/058647.tex","ui/icon/058000/058646.tex",63
49,"barde de servante des Manderville",0,"bardes de servante des Manderville",0,0,1,1,0,"Barde de servante des Manderville",131117,131117,131117,"None","ui/icon/058000/058648.tex","ui/icon/058000/058650.tex","ui/icon/058000/058649.tex",64
50,"barde angélique",0,"bardes angéliques",0,0,1,1,0,"Barde angélique",65583,65583,65583,"None","ui/icon/058000/058651.tex","ui/icon/058000/058653.tex","ui/icon/058000/058652.tex",65
51,"barde démoniaque",0,"bardes démoniaques",0,0,1,1,0,"Barde démoniaque",65584,65584,65584,"None","ui/icon/058000/058654.tex","ui/icon/058000/058656.tex","ui/icon/058000/058655.tex",66
52,"barde de Zurvan",0,"bardes de Zurvan",0,0,1,1,0,"Barde de Zurvan",65582,65582,65582,"None","ui/icon/058000/058657.tex","ui/icon/058000/058659.tex","ui/icon/058000/058658.tex",134
53,"barde de Susano",0,"bardes de Susano",0,0,1,1,0,"Barde de Susano",65585,65585,65585,"None","ui/icon/058000/058660.tex","ui/icon/058000/058662.tex","ui/icon/058000/058661.tex",135
54,"barde mhigoise",0,"bardes mhigoise",0,0,1,1,0,"Barde mhigoise",65586,65586,65586,"None","ui/icon/058000/058663.tex","ui/icon/058000/058665.tex","ui/icon/058000/058664.tex",67
55,"barde de Lakshmi",0,"bardes de Lakshmi",0,0,1,1,0,"Barde de Lakshmi",65587,65587,65587,"None","ui/icon/058000/058666.tex","ui/icon/058000/058668.tex","ui/icon/058000/058667.tex",136
56,"barde chocobo hingashienne",0,"bardes chocobo hingashiennes",0,0,1,1,0,"Barde chocobo hingashienne",65588,65588,65588,"None","ui/icon/058000/058669.tex","ui/icon/058000/058671.tex","ui/icon/058000/058670.tex",68
57,"barde mog hingashienne",0,"bardes mog hingashiennes",0,0,1,1,0,"Barde mog hingashienne",131124,131124,131124,"None","ui/icon/058000/058672.tex","ui/icon/058000/058674.tex","ui/icon/058000/058673.tex",69
58,"barde de Nezha",0,"bardes de Nezha",0,0,1,1,0,"Barde de Nezha",65589,65589,65589,"None","ui/icon/058000/058675.tex","ui/icon/058000/058677.tex","ui/icon/058000/058676.tex",70
59,"barde de Shinryu",0,"bardes de Shinryu",0,0,1,1,0,"Barde de Shinryu",65590,65590,65590,"None","ui/icon/058000/058678.tex","ui/icon/058000/058680.tex","ui/icon/058000/058679.tex",137
60,"barde d'Ixion",0,"bardes d'Ixion",0,0,1,1,0,"Barde d'Ixion",65591,65591,65591,"None","ui/icon/058000/058681.tex","ui/icon/058000/058683.tex","ui/icon/058000/058682.tex",173
61,"barde de mage rouge",0,"bardes de mage rouge",0,0,1,1,0,"Barde de mage rouge",65592,65592,65592,"None","ui/icon/058000/058684.tex","ui/icon/058000/058686.tex","ui/icon/058000/058685.tex",22
62,"barde de Byakko",0,"bardes de Byakko",0,0,1,1,0,"Barde de Byakko",65593,65593,65593,"None","ui/icon/058000/058687.tex","ui/icon/058000/058689.tex","ui/icon/058000/058688.tex",138
63,"barde imperméable",0,"bardes imperméables",0,0,1,1,0,"Barde imperméable",65594,65594,65594,"None","ui/icon/058000/058690.tex","ui/icon/058000/058692.tex","ui/icon/058000/058691.tex",71
64,"barde de Tsukuyomi",0,"bardes de Tsukuyomi",0,0,1,1,0,"Barde de Tsukuyomi",65595,65595,65595,"None","ui/icon/058000/058693.tex","ui/icon/058000/058695.tex","ui/icon/058000/058694.tex",139
65,"barde de Suzaku",0,"bardes de Suzaku",0,0,1,1,0,"Barde de Suzaku",65596,65596,65596,"None","ui/icon/058000/058696.tex","ui/icon/058000/058698.tex","ui/icon/058000/058697.tex",140
66,"barde de samouraï",0,"bardes de samouraï",0,0,1,1,0,"Barde de samouraï",65597,65597,65597,"None","ui/icon/058000/058699.tex","ui/icon/058000/058701.tex","ui/icon/058000/058700.tex",23
67,"barde de Seiryû",0,"bardes de Seiryû",0,0,1,1,0,"Barde de Seiryû",65598,65598,65598,"None","ui/icon/058000/058702.tex","ui/icon/058000/058704.tex","ui/icon/058000/058703.tex",141
68,"barde de Yojimbo",0,"bardes de Yojimbo",0,0,1,1,0,"Barde de Yojimbo",65599,65599,65599,"None","ui/icon/058000/058705.tex","ui/icon/058000/058707.tex","ui/icon/058000/058706.tex",174
69,"barde de Titania",0,"bardes de Titania",0,0,1,1,0,"Barde de Titania",65600,65600,65600,"None","ui/icon/058000/058708.tex","ui/icon/058000/058710.tex","ui/icon/058000/058709.tex",142
70,"barde d'Innocence",0,"bardes d'Innocence",0,0,1,1,0,"Barde d'Innocence",65601,65601,65601,"None","ui/icon/058000/058711.tex","ui/icon/058000/058713.tex","ui/icon/058000/058712.tex",143
71,"barde de danseur",0,"bardes de danseur",0,0,1,1,0,"Barde de danseur",65602,65602,65602,"None","ui/icon/058000/058714.tex","ui/icon/058000/058716.tex","ui/icon/058000/058715.tex",24
72,"barde de la Pleine-ombre",0,"bardes de la Pleine-ombre",0,0,1,1,0,"Barde de la Pleine-ombre",65603,65603,65603,"None","ui/icon/058000/058717.tex","ui/icon/058000/058719.tex","ui/icon/058000/058718.tex",72
73,"barde d'Hadès",0,"bardes d'Hadès",0,0,1,1,0,"Barde d'Hadès",65604,65604,65604,"None","ui/icon/058000/058720.tex","ui/icon/058000/058722.tex","ui/icon/058000/058721.tex",144
74,"barde sainte",0,"bardes saintes",0,0,1,1,0,"Barde sainte",65605,65605,65605,"None","ui/icon/058000/058723.tex","ui/icon/058000/058725.tex","ui/icon/058000/058724.tex",106
75,"barde Rubinus",0,"bardes Rubinus",0,0,1,1,0,"Barde Rubinus",65606,65606,65606,"None","ui/icon/058000/058726.tex","ui/icon/058000/058728.tex","ui/icon/058000/058727.tex",145
76,"barde de machiniste",0,"bardes de machiniste",0,0,1,1,0,"Barde de machiniste",65607,65607,65607,"None","ui/icon/058000/058729.tex","ui/icon/058000/058731.tex","ui/icon/058000/058730.tex",25
77,"barde de la Lumière véritable",0,"bardes de la Lumière véritable",0,0,1,1,0,"Barde de la Lumière véritable",65608,65608,65608,"None","ui/icon/058000/058732.tex","ui/icon/058000/058734.tex","ui/icon/058000/058733.tex",146
78,"barde Smaragdus",0,"bardes Smaragdus",0,0,1,1,0,"Barde Smaragdus",65609,65609,65609,"None","ui/icon/058000/058735.tex","ui/icon/058000/058737.tex","ui/icon/058000/058736.tex",147
79,"barde-la-Reine",0,"bardes-la-Reine",0,0,1,1,0,"Barde-la-Reine",65610,65610,65610,"None","ui/icon/058000/058738.tex","ui/icon/058000/058740.tex","ui/icon/058000/058739.tex",148
80,"barde bozjienne",0,"bardes bozjiennes",0,0,1,1,0,"Barde bozjienne",65611,65611,65611,"None","ui/icon/058000/058741.tex","ui/icon/058000/058743.tex","ui/icon/058000/058742.tex",150
81,"barde Adamas",0,"bardes Adamas",0,0,1,1,0,"Barde Adamas",65612,65612,65612,"None","ui/icon/058000/058744.tex","ui/icon/058000/058746.tex","ui/icon/058000/058745.tex",149
82,"barde des Ténèbres éternelles",0,"bardes des Ténèbres éternelles",0,0,1,1,0,"Barde des Ténèbres éternelles",65613,65613,65613,"None","ui/icon/058000/058747.tex","ui/icon/058000/058749.tex","ui/icon/058000/058748.tex",151
83,"barde de la Lumière divine",0,"bardes de la Lumière divine",0,0,1,1,0,"Barde de la Lumière divine",65614,65614,65614,"None","ui/icon/058000/058750.tex","ui/icon/058000/058752.tex","ui/icon/058000/058751.tex",152
84,"barde de postier",0,"bardes de postier",0,0,1,1,0,"Barde de postier",65615,65615,65615,"None","ui/icon/058000/058753.tex","ui/icon/058000/058755.tex","ui/icon/058000/058754.tex",107
85,"barde thavnairoise",0,"bardes thavnairoises",0,0,1,1,0,"Barde thavnairoise",65616,65616,65616,"None","ui/icon/058000/058756.tex","ui/icon/058000/058758.tex","ui/icon/058000/058757.tex",73
86,"barde à plumes bleues",0,"bardes à plumes bleues",0,0,1,1,0,"Barde à plumes bleues",65617,65617,65617,"None","ui/icon/058000/058759.tex","ui/icon/058000/058761.tex","ui/icon/058000/058760.tex",153
87,"barde de loup",0,"bardes de loup",0,0,1,1,0,"Barde de loup",65618,65618,65618,"None","ui/icon/058000/058762.tex","ui/icon/058000/058764.tex","ui/icon/058000/058763.tex",74
88,"barde de Barbariccia",0,"bardes de Barbariccia",0,0,1,1,0,"Barde de Barbariccia",65619,65619,65619,"None","ui/icon/058000/058768.tex","ui/icon/058000/058770.tex","ui/icon/058000/058769.tex",154
89,"barde de pionnier insulaire",0,"bardes de pionnier insulaire",0,0,1,1,0,"Barde de pionnier insulaire",65620,65620,65620,"None","ui/icon/058000/058765.tex","ui/icon/058000/058767.tex","ui/icon/058000/058766.tex",75
90,"",0,"",0,0,0,0,0,"",0,0,0,"None",,,,0
91,"",0,"",0,0,0,0,0,"",0,0,0,"None",,,,0
92,"",0,"",0,0,0,0,0,"",0,0,0,"None",,,,0
93,"",0,"",0,0,0,0,0,"",0,0,0,"None",,,,0
94,"",0,"",0,0,0,0,0,"",0,0,0,"None",,,,0
95,"",0,"",0,0,0,0,0,"",0,0,0,"None",,,,0
