key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
307,"Materia","Ça peut toujours sertir III","Matérialiser 100 objets.",5," / ","","ui/icon/020000/020211.tex",3,1,,,,,,,,,,25,1,"AchievementHideCondition#0"
308,"Materia","Ça peut toujours sertir IV","Matérialiser 500 objets.",5," / ","","ui/icon/020000/020212.tex",3,1,,,,,,,,,,26,1,"AchievementHideCondition#0"
309,"Materia","Expert en la matéria","Matérialiser 1 000 objets.",10,"The Assimilator / The Assimilator","","ui/icon/000000/000869.tex",3,1,,,,,,,,,,27,1,"AchievementHideCondition#0"
310,"Quests","Le périple limséen","Accomplir la quête de l'épopée “L'émissaire de Limsa Lominsa”.",5," / ","","ui/icon/062000/062951.tex",4,6,"The Lominsan Envoy",,,,,,,,,21,25,"AchievementHideCondition#0"
311,"Quests","Le périple gridanien","Accomplir la quête de l'épopée “L'émissaire de Gridania”.",5," / ","","ui/icon/062000/062952.tex",4,6,"The Gridanian Envoy",,,,,,,,,22,25,"AchievementHideCondition#0"
312,"Quests","Le périple uldien","Accomplir la quête de l'épopée “L'émissaire d'Ul'dah”.",5," / ","","ui/icon/062000/062953.tex",4,6,"The Ul'dahn Envoy",,,,,,,,,23,25,"AchievementHideCondition#0"
313,"Quests","Faire ses classes","Accomplir une des quêtes de classe proposées aux disciples de la guerre ou de la magie de niveau 30.",5," / ","","ui/icon/026000/026002.tex",4,9,"The Rematch","Return of the Holyfist","Bringing Down the Mountain","Proof of Might","The One That Got Away","In Nature's Embrace","Facing Your Demons","Sinking Doesmaga","Cloying Victory",301,1,"AchievementHideCondition#0"
314,"Quests","Le chant des guerriers","Accomplir les quêtes de classe “Les lames jumelles de Nald'thal”, “Le retour des Poings divins”, “À l'assaut de la Montagne vivante”, “Courage contre témérité” et “Droit comme une flèche”.",10,"Seeker of Blood / Seeker of Blood","","ui/icon/002000/002553.tex",4,6,"The Rematch","Return of the Holyfist","Bringing Down the Mountain","Proof of Might","The One That Got Away",,,,,302,1,"AchievementHideCondition#0"
315,"Quests","Le chant des mages","Accomplir les quêtes de classe “L'éveil”, “L'occulte courage” et “Démonstration stratégico-réaliste”.",10,"Seeker of Truth / Seeker of Truth","","ui/icon/003000/003132.tex",4,6,"In Nature's Embrace","Facing Your Demons","Sinking Doesmaga",,,,,,,303,1,"AchievementHideCondition#0"
316,"Quests","Le chant des artisans","Accomplir les quêtes de classe “Une leçon de vie”, “À la conquête du marché uldien”, “Un duel d'armuriers”, “Comme un diamant brut”, “Les défauts de la cuirasse”, “Ne perdons pas le fil”, “Poisons pour tous” et “Un palais exigeant”.",10,"Seeker of Skill / Seeker of Skill","","ui/icon/001000/001951.tex",4,6,"Between Captain and Conjurer","As Iron Sharpens Iron","May the Best Armorer Win","Serendipity Now","Toadskins of the Father","Miner on a Mission","Baleful Brews","The Chefsbane Cometh",,304,1,"AchievementHideCondition#0"
317,"Quests","Le chant des récolteurs","Accomplir les quêtes de classe “Un sombre duel minier”, “Bonnes poires” et “Pêcher au clair de lune”.",10,"Seeker of Bounty / Seeker of Bounty","","ui/icon/001000/001015.tex",4,6,"Obsidian Race","What Nature Giveth","Like Fish Passing in the Night",,,,,,,305,1,"AchievementHideCondition#0"
318,"Quests","Ballades éorzéennes","Accomplir les hauts faits “Le chant des guerriers”, “Le chant des mages”, “Le chant des artisans” et “Le chant des récolteurs”.",20," / ","Chronicler's Crown","ui/icon/000000/000452.tex",4,2,"Tales of War","Tales of Magic","Tales of the Hand","Tales of the Land",,,,,,306,1,"AchievementHideCondition#0"
319,"Quests","Détours dans la Noscea","Accomplir 15 quêtes annexes de la Noscea.",5," / ","","ui/icon/062000/062901.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
320,"Quests","Détours dans Sombrelinceul","Accomplir 15 quêtes annexes de la forêt de Sombrelinceul.",5," / ","","ui/icon/062000/062902.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
321,"Quests","Détours dans le Thanalan","Accomplir 15 quêtes annexes du Thanalan.",5," / ","","ui/icon/062000/062903.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
322,"Quests","Collection de digressions","Accomplir les trois hauts faits de la série “Détours dans...”.",10,"Sidestepper / Sidestepper","","ui/icon/062000/062938.tex",0,2,"A Little Something on the Side: La Noscea","A Little Something on the Side: Black Shroud","A Little Something on the Side: Thanalan",,,,,,,0,1,"AchievementHideCondition#0"
323,"Levequests","Mandataire modèle I","Accomplir un total de 10 mandats de mercenariat.",5," / ","","ui/icon/002000/002802.tex",3,1,,,,,,,,,,1,1,"AchievementHideCondition#0"
324,"Levequests","Mandataire modèle II","Accomplir un total de 20 mandats de mercenariat.",5," / ","","ui/icon/002000/002802.tex",3,1,,,,,,,,,,2,1,"AchievementHideCondition#0"
325,"Levequests","Mandataire modèle III","Accomplir un total de 50 mandats de mercenariat.",5," / ","","ui/icon/002000/002802.tex",3,1,,,,,,,,,,3,1,"AchievementHideCondition#0"
326,"Levequests","Mandataire modèle IV","Accomplir un total de 100 mandats de mercenariat.",5," / ","","ui/icon/002000/002802.tex",3,1,,,,,,,,,,4,1,"AchievementHideCondition#0"
327,"Levequests","Mandataire modèle V","Accomplir un total de 200 mandats de mercenariat.",5," / ","","ui/icon/002000/002802.tex",3,1,,,,,,,,,,5,1,"AchievementHideCondition#0"
328,"Levequests","Mandataire modèle VI","Accomplir un total de 500 mandats de mercenariat.",10,"Lady Protector / Lord Protector","","ui/icon/002000/002802.tex",3,1,,,,,,,,,,6,1,"AchievementHideCondition#0"
329,"Levequests","Région d'honneur","Accomplir un total de 1 000 mandats de mercenariat.",20," / ","","ui/icon/000000/000803.tex",3,1,,,,,,,,,,7,1,"AchievementHideCondition#0"
330,"Levequests","Ouvrier local I","Accomplir un total de 10 mandats d'artisanat.",5," / ","","ui/icon/001000/001091.tex",3,1,,,,,,,,,,21,1,"AchievementHideCondition#0"
331,"Levequests","Ouvrier local II","Accomplir un total de 20 mandats d'artisanat.",5," / ","","ui/icon/001000/001091.tex",3,1,,,,,,,,,,22,1,"AchievementHideCondition#0"
332,"Levequests","Ouvrier local III","Accomplir un total de 50 mandats d'artisanat.",5," / ","","ui/icon/001000/001091.tex",3,1,,,,,,,,,,23,1,"AchievementHideCondition#0"
333,"Levequests","Ouvrier local IV","Accomplir un total de 100 mandats d'artisanat.",5," / ","","ui/icon/001000/001091.tex",3,1,,,,,,,,,,24,1,"AchievementHideCondition#0"
334,"Levequests","Ouvrier local V","Accomplir un total de 200 mandats d'artisanat.",5," / ","","ui/icon/001000/001091.tex",3,1,,,,,,,,,,25,1,"AchievementHideCondition#0"
335,"Levequests","Ouvrier local VI","Accomplir un total de 500 mandats d'artisanat.",10,"Lady Creator / Lord Creator","","ui/icon/001000/001091.tex",3,1,,,,,,,,,,26,1,"AchievementHideCondition#0"
336,"Levequests","Entrepreneur local","Accomplir un total de 1 000 mandats d'artisanat.",20," / ","","ui/icon/001000/001955.tex",3,1,,,,,,,,,,27,1,"AchievementHideCondition#0"
337,"Quests","Faction discrète I","Accomplir un total de 10 mandats de faction.",5," / ","","ui/icon/062000/062906.tex",0,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
338,"Quests","Faction discrète II","Accomplir un total de 50 mandats de faction.",5," / ","","ui/icon/062000/062906.tex",0,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
339,"Quests","Haut factionnaire","Accomplir un total de 100 mandats de faction.",10,"Peacemaker / Peacemaker","","ui/icon/062000/062906.tex",0,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
340,"Quests","Une faction de seconde","Accomplir un total de 500 mandats de faction.",20," / ","","ui/icon/062000/062905.tex",0,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
341,"Quests","Le nerf de la guerre I","Accomplir un total de 5 opérations de guilde.",5," / ","","ui/icon/000000/000158.tex",3,1,,,,,,,,,,1,1,"AchievementHideCondition#0"
342,"Quests","Le nerf de la guerre II","Accomplir un total de 10 opérations de guilde.",5," / ","","ui/icon/000000/000158.tex",3,1,,,,,,,,,,2,1,"AchievementHideCondition#0"
343,"Quests","Le nerf de la guerre III","Accomplir un total de 20 opérations de guilde.",5," / ","","ui/icon/000000/000158.tex",3,1,,,,,,,,,,3,1,"AchievementHideCondition#0"
344,"Quests","Le nerf de la guerre IV","Accomplir un total de 30 opérations de guilde.",5," / ","","ui/icon/000000/000158.tex",3,1,,,,,,,,,,4,1,"AchievementHideCondition#0"
345,"Quests","Le nerf de la guerre V","Accomplir un total de 50 opérations de guilde.",5," / ","","ui/icon/000000/000158.tex",3,1,,,,,,,,,,5,1,"AchievementHideCondition#0"
346,"Quests","À la guerre comme à la guerre","Accomplir un total de 100 opérations de guilde.",10,"The Last Resort / The Last Resort","","ui/icon/000000/000158.tex",3,1,,,,,,,,,,6,1,"AchievementHideCondition#0"
347,"Quests","Commander et conquérir","Accomplir un total de 200 opérations de guilde.",20," / ","","ui/icon/000000/000161.tex",3,1,,,,,,,,,,7,1,"AchievementHideCondition#0"
348,"Quests","Cumul des mandats","Accomplir un mandat de mercenariat à chaque éthérite et portail d'éthérite de la Noscea, de la forêt de Sombrelinceul et du Thanalan.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
349,"Quests","Héros régional : Roc barbu","Accomplir un total de 20 mandats de mercenariat au camp de Roc barbu.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
350,"Quests","Héros régional : La Cédrière ","Accomplir un total de 20 mandats de mercenariat à La Cédrière.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
351,"Quests","Héros régional : Vallée du Crâne","Accomplir un total de 20 mandats de mercenariat au camp de la vallée du Crâne.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
352,"Quests","Héros régional : Butte chauve","Accomplir un total de 20 mandats de mercenariat au camp de la Butte chauve.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
353,"Quests","Héros régional : Rives sanglantes","Accomplir un total de 20 mandats de mercenariat au camp des Rives sanglantes.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
354,"Quests","Héros régional : Caverne des Néréides","Accomplir un total de 20 mandats de mercenariat à la Caverne des Néréides.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
355,"Quests","Héros régional : Lac de Fer","Accomplir un total de 20 mandats de mercenariat au camp du lac de Fer.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
356,"Quests","La lame de la Noscea","Accomplir un total de 20 mandats de mercenariat à chaque éthérite et portail d'éthérite de la Noscea.",10,"The Sword of La Noscea / The Sword of La Noscea","","ui/icon/062000/062901.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
357,"Quests","Héros régional : Brancharquée","Accomplir un total de 20 mandats de mercenariat au camp de Brancharquée.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
358,"Quests","Héros régional : Humblefoyer","Accomplir un total de 20 mandats de mercenariat au Humblefoyer.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
359,"Quests","Héros régional : Neuf Lierres","Accomplir un total de 20 mandats de mercenariat au camp des Neuf Lierres.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
360,"Quests","Héros régional : Moussémeraude","Accomplir un total de 20 mandats de mercenariat au camp de Moussémeraude.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
361,"Quests","Héros régional : Futaie des Murmures","Accomplir un total de 20 mandats de mercenariat à la futaie des Murmures.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
362,"Quests","Héros régional : Caves de Mun-Tuy","Accomplir un total de 20 mandats de mercenariat aux Caves de Mun-Tuy.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
363,"Quests","Héros régional : des Sentes tranquilles","Accomplir un total de 20 mandats de mercenariat au camp des Sentes tranquilles.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
364,"Quests","La lame de Sombrelinceul","Accomplir un total de 20 mandats de mercenariat à chaque éthérite et portail d'éthérite de la forêt de Sombrelinceul.",10,"The Sword of the Shroud / The Sword of the Shroud","","ui/icon/062000/062902.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
365,"Quests","Héros régional : Roncenoire","Accomplir un total de 20 mandats de mercenariat au camp de Roncenoire.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
366,"Quests","Héros régional : Mines de Nanawa","Accomplir un total de 20 mandats de mercenariat aux Mines de Nanawa.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
367,"Quests","Héros régional : Os desséchés","Accomplir un total de 20 mandats de mercenariat au camp des Os desséchés.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
368,"Quests","Héros régional : Halatali","Accomplir un total de 20 mandats de mercenariat à Halatali.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
369,"Quests","Héros régional : Horizon","Accomplir un total de 20 mandats de mercenariat au camp Horizon.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
370,"Quests","Héros régional : Sources de Nophica","Accomplir un total de 20 mandats de mercenariat aux sources de Nophica.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
371,"Quests","Héros régional : L'Écueil","Accomplir un total de 20 mandats de mercenariat au camp de l'Écueil.",5," / ","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
372,"Quests","La lame du Thanalan","Accomplir un total de 20 mandats de mercenariat à chaque éthérite et portail d'éthérite du Thanalan.",10,"The Sword of Thanalan / The Sword of Thanalan","","ui/icon/062000/062903.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
373,"Quests","La lame des trois Cités","Accomplir les trois hauts faits de la série “La lame”.",20,"The Sword of Eorzea / The Sword of Eorzea","","ui/icon/062000/062916.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
374,"Quests","Régionaliste national","Accomplir une opération de guilde à chaque éthérite et portail d'éthérite de la Noscea, de la forêt de Sombrelinceul et du Thanalan.",5," / ","","ui/icon/062000/062914.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
375,"Quests","Casus belli : Roc barbu","Accomplir un total de 10 opérations commando au camp de Roc barbu.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
376,"Quests","Casus belli : La Cédrière ","Accomplir un total de 10 opérations commando à La Cédrière.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
377,"Quests","Casus belli : La Vallée du Crâne","Accomplir un total de 10 opérations commando au camp de la vallée du Crâne.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
378,"Quests","Casus belli : La Butte chauve","Accomplir un total de 10 opérations commando au camp de la Butte chauve.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
379,"Quests","Casus belli : Rives sanglantes","Accomplir un total de 10 opérations commando au camp des Rives sanglantes.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
380,"Quests","Casus belli : La Caverne des Néréides","Accomplir un total de 10 opérations commando à la Caverne des Néréides.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
381,"Quests","Casus belli : Lac de Fer","Accomplir un total de 10 opérations commando au camp du lac de Fer.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
382,"Quests","Le bouclier de la Noscea","Accomplir un total de 10 opérations commando à chaque éthérite et portail d'éthérite de la Noscea.",10,"The Shield of La Noscea / The Shield of La Noscea","","ui/icon/062000/062901.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
383,"Quests","Casus belli : Brancharquée","Accomplir un total de 10 opérations commando au camp de Brancharquée.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
384,"Quests","Casus belli : Humblefoyer","Accomplir un total de 10 opérations commando au Humblefoyer.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
385,"Quests","Casus belli : Neuf Lierres","Accomplir un total de 10 opérations commando au camp des Neuf Lierres.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
386,"Quests","Casus belli : Moussémeraude","Accomplir un total de 10 opérations commando au camp de Moussémeraude.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
387,"Quests","Casus belli : Futaie des Murmures","Accomplir un total de 10 opérations commando à la futaie des Murmures.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
388,"Quests","Casus belli : Caves de Mun-Tuy","Accomplir un total de 10 opérations commando aux Caves de Mun-Tuy.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
389,"Quests","Casus belli : Sentes tranquilles","Accomplir un total de 10 opérations commando au camp des Sentes tranquilles.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
390,"Quests","Le bouclier de Sombrelinceul","Accomplir un total de 10 opérations commando à chaque éthérite et portail d'éthérite de la forêt de Sombrelinceul.",10,"The Shield of the Shroud / The Shield of the Shroud","","ui/icon/062000/062902.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
391,"Quests","Casus belli : Roncenoire","Accomplir un total de 10 opérations commando au camp de Roncenoire.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
392,"Quests","Casus belli : Mines de Nanawa","Accomplir un total de 10 opérations commando aux Mines de Nanawa.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
393,"Quests","Casus belli : Os desséchés","Accomplir un total de 10 opérations commando au camp des Os desséchés.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
394,"Quests","Casus belli : Halatali","Accomplir un total de 10 opérations commando à Halatali.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
395,"Quests","Casus belli : Horizon","Accomplir un total de 10 opérations commando au camp Horizon.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
396,"Quests","Casus belli : Sources de Nophica","Accomplir un total de 10 opérations commando aux sources de Nophica.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
397,"Quests","Casus belli : L'Ecueil","Accomplir un total de 10 opérations commando au camp de l'Écueil.",5," / ","","ui/icon/062000/062913.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
398,"Quests","Le bouclier du Thanalan","Accomplir un total de 10 opérations commando à chaque éthérite et portail d'éthérite du Thanalan.",10,"The Shield of Thanalan / The Shield of Thanalan","","ui/icon/062000/062903.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
399,"Quests","Le bouclier des trois Cités","Accomplir les trois hauts faits de la série “Le bouclier”.",20,"The Shield of Eorzea / The Shield of Eorzea","","ui/icon/062000/062915.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
400,"Quests","Nouvelle recrue des lames cassées","Accomplir un total de 10 mandats de faction commandités par la Phratrie des lames cassées.",5," / ","","ui/icon/062000/062916.tex",0,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
401,"Quests","Vétéran des lames cassées","Accomplir un total de 50 mandats de faction commandités par la Phratrie des lames cassées.",10,"Sister of the Broken Blade / Brother of the Broken Blade","","ui/icon/062000/062916.tex",0,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
402,"Quests","Nouvelle recrue des Boucliers d'Azeyma","Accomplir un total de 10 mandats de faction commandités par les Boucliers d'Azeyma.",5," / ","","ui/icon/062000/062916.tex",0,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
403,"Quests","Vétéran des Boucliers d'Azeyma","Accomplir un total de 50 mandats de faction commandités par les Boucliers d'Azeyma.",10,"The Warden's Wall / The Warden's Wall","","ui/icon/062000/062916.tex",0,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
404,"Quests","Nouvelle recrue de la Corne et la Main","Accomplir un total de 10 mandats de faction commandités par l'association de la Corne et la Main.",5," / ","","ui/icon/062000/062916.tex",0,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
405,"Quests","Vétéran de la Corne et la Main","Accomplir un total de 50 mandats de faction commandités par l'association de la Corne et la Main.",10,"Bearer of the Horn / Bearer of the Horn","","ui/icon/062000/062916.tex",0,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
406,"Quests","A tous les râteliers","Accomplir les hauts faits de la série “Vétéran” de chacune des trois factions.",20,"The Uncommitted / The Uncommitted","","ui/icon/062000/062916.tex",0,2,"Love Thy Brother","Another Brick in the Shield Wall","A Helping Horn",,,,,,,0,1,"AchievementHideCondition#0"
407,"Quests","Modèle d'excellence du paladin","Accomplir la quête de job “À chacun son chemin”.",5," / ","","ui/icon/026000/026003.tex",4,6,"Keeping the Oath",,,,,,,,,321,1,"AchievementHideCondition#0"
408,"Quests","Modèle d'excellence du moine","Accomplir la quête de job “Le véritable courage”.",5," / ","","ui/icon/026000/026004.tex",4,6,"Five Easy Pieces",,,,,,,,,341,1,"AchievementHideCondition#0"
409,"Quests","Modèle d'excellence du guerrier","Accomplir la quête de job “Le Maître de guerre”.",5," / ","","ui/icon/026000/026005.tex",4,6,"How to Quit You",,,,,,,,,361,1,"AchievementHideCondition#0"
410,"Quests","Modèle d'excellence du chevalier dragon","Accomplir la quête de job “La fureur d'un dragon”.",5," / ","","ui/icon/026000/026006.tex",4,6,"Into the Dragon's Maw",,,,,,,,,381,1,"AchievementHideCondition#0"
411,"Quests","Modèle d'excellence du barde","Accomplir la quête de job “L'hymne à la vie”.",5," / ","","ui/icon/026000/026007.tex",4,6,"Requiem for the Fallen",,,,,,,,,401,1,"AchievementHideCondition#0"
412,"Quests","Modèle d'excellence du mage blanc","Accomplir la quête de job “Devoir de guérison”.",5," / ","","ui/icon/026000/026008.tex",4,6,"Heart of the Forest",,,,,,,,,441,1,"AchievementHideCondition#0"
413,"Quests","Modèle d'excellence du mage noir","Accomplir la quête de job “La voie de la magie noire”.",5," / ","","ui/icon/026000/026009.tex",4,6,"Always Bet on Black",,,,,,,,,461,1,"AchievementHideCondition#0"
414,"Quests","Parangon du professionnalisme","Accomplir les neuf hauts faits de la série “modèle d'excellence” pour les jobs paladin, moine, guerrier, chevalier dragon, barde, mage blanc, mage noir, invocateur et érudit.",20,"The Professional / The Professional","","ui/icon/002000/002627.tex",4,2,"Like a Knight in Shining Armor I","Bulletproof I","I Am the Warrior I","Dragoon Age I","A Bard's Tale I","Seeing White I","Back in Black I","Soul Summoner I","Flying Colors I",640,1,"AchievementHideCondition#0"
415,"Quests","Décrocher la lune","Accomplir la quête “Le pèlerinage”.",20," / ","","ui/icon/026000/026002.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
416,"Quests","Repose en paix Gu Bu","Vaincre Gu Bu patriarche du 11e ordre au cours d'une bataille de défense de Port-aux-Ales.",5,"Inquisitor / Inquisitor","","ui/icon/062000/062901.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
417,"Quests","Repose en paix Sazel Ciloc","Vaincre Sazel Ciloc le divin au cours d'une bataille de défense du Moulin des Bois.",5,"Divine Crusher / Divine Crusher","","ui/icon/062000/062902.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
418,"Quests","Repose en paix Tanadd Gah","Vaincre Tanadd Gah le brise-pierre au cours d'une bataille de défense du Bazar doré.",5,"Stonesplitter / Stonesplitter","","ui/icon/062000/062903.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
419,"Quests","Pas touche à la bière I","Remporter une bataille de défense de Port-aux-Ales avec un score total d'au moins 10 000 points.",5," / ","","ui/icon/062000/062901.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
420,"Quests","Pas touche à la bière II","Remporter une bataille de défense de Port-aux-Ales avec un score total d'au moins 20 000 points.",5," / ","","ui/icon/062000/062901.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
421,"Quests","Pas touche à la bière III","Remporter une bataille de défense de Port-aux-Ales avec un score total d'au moins 30 000 points.",5," / ","","ui/icon/062000/062901.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
422,"Quests","Pas touche à la bière IV","Remporter une bataille de défense de Port-aux-Ales avec un score total d'au moins 40 000 points.",5," / ","","ui/icon/062000/062901.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
423,"Quests","Ils ne passeront pas ! (Port-aux-Ales)","Remporter une bataille de défense de Port-aux-Ales avec un score total d'au moins 50 000 points.",10,"A Kobold's Worst Nightmare / A Kobold's Worst Nightmare","","ui/icon/062000/062901.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
424,"Quests","Pas touche aux arbres I","Remporter une bataille de défense du Moulin des Bois avec un score total d'au moins 10 000 points.",5," / ","","ui/icon/062000/062902.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
425,"Quests","Pas touche aux arbres II","Remporter une bataille de défense du Moulin des Bois avec un score total d'au moins 20 000 points.",5," / ","","ui/icon/062000/062902.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
426,"Quests","Pas touche aux arbres III","Remporter une bataille de défense du Moulin des Bois avec un score total d'au moins 30 000 points.",5," / ","","ui/icon/062000/062902.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
427,"Quests","Pas touche aux arbres IV","Remporter une bataille de défense du Moulin des Bois avec un score total d'au moins 40 000 points.",5," / ","","ui/icon/062000/062902.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
428,"Quests","Ils ne passeront pas ! (Moulin des Bois)","Remporter une bataille de défense du Moulin des Bois avec un score total d'au moins 50 000 points.",10,"An Ixal's Worst Nightmare / An Ixal's Worst Nightmare","","ui/icon/062000/062902.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
429,"Quests","Pas touche à l'or I","Remporter une bataille de défense du Bazar doré avec un score total d'au moins 10 000 points.",5," / ","","ui/icon/062000/062903.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
430,"Quests","Pas touche à l'or II","Remporter une bataille de défense du Bazar doré avec un score total d'au moins 20 000 points.",5," / ","","ui/icon/062000/062903.tex",0,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
