key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
26,"Livraison<Indent/>: érable pour instruments de musique","Un groupe de bardes très en vogue chez les jeunes femmes, les Homoncules, défraye la chronique. Ce pic de popularité a provoqué un engouement soudain pour la harpe chez les hommes, désireux eux aussi d'attirer l'attention de ces dames. La guilde des menuisiers a besoin d'érable pour fabriquer des instruments de musique afin de répondre à cette demande subite.","Client: Black Rabbit Traders Consignor, Maisenta Hawke",6,"Carpenter","Gridania",1,0,1,"Gridania","Gridania","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Gridania","ui/icon/080000/080012.tex","Gridania's Got Talent",True,0,1,630,113,"LeveRewardItem#3","ui/icon/080000/080034.tex","ui/icon/080000/080005.tex","Level#2257767","ui/icon/110000/110007.tex",True,,"music/ffxiv/BGM_Leves.scd"
27,"Fabrication<Indent/>: arcs pour l'Ordre","L'ordre des Deux Vipères nous demande ré<SoftHyphen/>gu<SoftHyphen/>liè<SoftHyphen/>re<SoftHyphen/>ment des arcs longs pour l'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment de ses nouvelles recrues. Il s'agit d'un client important pour le Lièvre noir, et la livraison ne doit surtout pas prendre de retard. Nous cherchons un artisan fiable pour produire le nombre demandé en temps et en heure.","Client: Black Rabbit Traders Consignor, Maisenta Hawke",6,"Carpenter","Gridania",5,0,1,"Gridania","Gridania","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Gridania","ui/icon/080000/080012.tex","Bows for the Boys",True,0,1,4110,140,"LeveRewardItem#4","ui/icon/080000/080033.tex","ui/icon/080000/080005.tex","Level#2257767","ui/icon/110000/110007.tex",True,,"music/ffxiv/BGM_Leves.scd"
28,"Fabrication<Indent/>: boucliers pour les aventuriers","La demande en équipement de protection, dynamisée par l'augmentation du nombre d'aventuriers de passage à Gridania, ne cesse de progresser. Au Lièvre noir, nous avons décidé de suivre la tendance et d'élargir notre gamme de produits. Pour cela, nous recherchons un menuisier capable de fabriquer des boucliers de bois de manière rapide et efficace.","Client: Black Rabbit Traders Consignor, Maisenta Hawke",6,"Carpenter","Gridania",5,0,1,"Gridania","Gridania","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Gridania","ui/icon/080000/080012.tex","Shields for the Serpents",True,0,1,6840,168,"LeveRewardItem#4","ui/icon/080000/080033.tex","ui/icon/080000/080005.tex","Level#2257767","ui/icon/110000/110007.tex",True,,"music/ffxiv/BGM_Leves.scd"
29,"Livraison<Indent/>: cannes pour les aides-soignants","Soigner les blessés au front peut se révéler décisif pour l'avenir d'une armée, sans parler du moral des troupes. Les nouvelles recrues devant intégrer définitivement l'équipe médicale ont été sé<SoftHyphen/>lec<SoftHyphen/>tion<SoftHyphen/>nées parmi les unités ayant terminé le programme de base. Pour les motiver à bien soigner leurs camarades au combat, ils doivent recevoir des armes d'élé<SoftHyphen/>men<SoftHyphen/>ta<SoftHyphen/>lis<SoftHyphen/>tes en souvenir de ce jour. Nous cherchons quelqu'un pour prendre en charge la fabrication de ce cadeau afin de fêter dignement leur intégration.","Client: First Spear Wood Wailer, Lanverlais the Lawful",6,"Carpenter","Gridania",5,0,1,"The Bannock","The Bannock","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Central Shroud","ui/icon/080000/080012.tex","Spears and Sorcery",True,0,1,2790,139,"LeveRewardItem#4","ui/icon/080000/080034.tex","ui/icon/080000/080005.tex","Level#2648092","ui/icon/110000/110010.tex",True,,"music/ffxiv/BGM_Leves.scd"
30,"Fabrication<Indent/>: lances d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment pour nouveaux","Au Bannock, les nouvelles recrues apprennent à la fois le maniement de l'arc et de la lance, ce qui permet de mieux voir les capacités de ces nouveaux venus et de déterminer quelle sera leur discipline forte. Nous avons besoin cette fois de lances robustes, capables de résister au rude en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment de base des soldats du Bannock.","Client: First Spear Wood Wailer, Lanverlais the Lawful",6,"Carpenter","Gridania",5,0,1,"The Bannock","The Bannock","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Central Shroud","ui/icon/080000/080012.tex","Leaving without Leave",True,0,1,5220,140,"LeveRewardItem#5","ui/icon/080000/080033.tex","ui/icon/080000/080005.tex","Level#2648092","ui/icon/110000/110010.tex",True,,"music/ffxiv/BGM_Leves.scd"
31,"Fabrication<Indent/>: épées en bois pour les instructeurs","Les Ixali, les ennemis jurés des Gridaniens, sont de fins épéistes. Afin de se préparer à affronter ces viles créatures, les jeunes recrues de l'ordre des Deux Vipères simulent de véritables combats avec leurs instructeurs. Nous recherchons un artisan capable de fabriquer des épées en bois pour les instructeurs qui joueront le rôle des barbares lors de leur prochain en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment.","Client: First Spear Wood Wailer, Lanverlais the Lawful",6,"Carpenter","Gridania",5,0,1,"The Bannock","The Bannock","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Central Shroud","ui/icon/080000/080012.tex","A Sword in Hand",True,0,1,2490,170,"LeveRewardItem#5","ui/icon/080000/080033.tex","ui/icon/080000/080005.tex","Level#2648092","ui/icon/110000/110010.tex",True,,"music/ffxiv/BGM_Leves.scd"
32,"Livraison<Indent/>: cannes bon marché","De nombreux aventuriers débutants viennent spé<SoftHyphen/>cia<SoftHyphen/>le<SoftHyphen/>ment à Gridania, berceau de l'élémentalisme, pour y apprendre cette discipline. Ils apprécient les cannes bon marché, mais notre stock commence à s'amoindrir. Si nous ne voulons pas rater des clients potentiels, il nous faut un arrivage de cannes le plus vite possible.","Client: Black Rabbit Traders Consignor, Maisenta Hawke",6,"Carpenter","Gridania",5,0,1,"Gridania","Gridania","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Gridania","ui/icon/080000/080012.tex","Compulsory Conjury",True,0,1,3600,139,"LeveRewardItem#5","ui/icon/080000/080034.tex","ui/icon/080000/080005.tex","Level#2257767","ui/icon/110000/110007.tex",True,,"music/ffxiv/BGM_Leves.scd"
33,"Fabrication<Indent/>: radicelles bon marché","Pour apprendre un art magique, il est important d'avoir un bon outil. Les radicelles en bois, bon marché et solides, se vendent très bien auprès des aventuriers débutants venus apprendre l'élémentalisme, mais ce succès fait craindre une rupture de stock. Il nous faut un arrivage de radicelles pour répondre à la demande.","Client: Black Rabbit Traders Consignor, Maisenta Hawke",6,"Carpenter","Gridania",10,0,1,"Gridania","Gridania","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Gridania","ui/icon/080000/080012.tex","Citizens' Canes",True,0,1,4280,170,"LeveRewardItem#6","ui/icon/080000/080033.tex","ui/icon/080000/080005.tex","Level#2257767","ui/icon/110000/110007.tex",True,,"music/ffxiv/BGM_Leves.scd"
34,"Fabrication<Indent/>: outils pour orfèvres","Depuis que les marchands uldiens ont ouvert boutique aux Échoppes d'ébène, les orfèvres de passage à Gridania ont plus de facilité à se procurer des matières premières. Il semblerait toutefois que certains aient du mal à trouver des outils de qualité. Au Lièvre noir, nous voyons cela comme une excellente opportunité de commerce et nous recherchons d'urgence un artisan capable de répondre à cette demande.","Client: Black Rabbit Traders Consignor, Maisenta Hawke",6,"Carpenter","Gridania",10,0,1,"Gridania","Gridania","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Gridania","ui/icon/080000/080012.tex","On the Move",True,0,1,7880,170,"LeveRewardItem#6","ui/icon/080000/080033.tex","ui/icon/080000/080005.tex","Level#2257767","ui/icon/110000/110007.tex",True,,"music/ffxiv/BGM_Leves.scd"
35,"Livraison<Indent/>: bois pour enclos","La barrière de bois qui entoure le ranch commence à vieillir, et demande à être remplacée rapidement pour des raisons de sûreté. En temps normal, la guilde des menuisiers devrait prendre en charge cette commande, mais il se trouve qu'ils sont débordés par les divers travaux de recon<SoftHyphen/>struc<SoftHyphen/>tion et ne peuvent accorder qu'une faible priorité à ce projet. Pour fabriquer le nouvel enclos, du bois de frêne est nécessaire. Apportez-en sous la forme de madriers afin qu'il soit prêt à être travaillé.","Client: Moogle's Gift Mounts Stablehand, Audrie Clovenfoot",6,"Carpenter","Gridania",10,0,1,"Bentbranch Meadows","Bentbranch Meadows","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Central Shroud","ui/icon/080000/080012.tex","Raise the Roof",True,0,1,3780,287,"LeveRewardItem#6","ui/icon/080000/080034.tex","ui/icon/080000/080005.tex","Level#2119045","ui/icon/110000/110002.tex",True,,"music/ffxiv/BGM_Leves.scd"
36,"Fabrication<Indent/>: lances décorées à offrir","Les Montures Mog souhaitent exprimer leur recon<SoftHyphen/>nais<SoftHyphen/>san<SoftHyphen/>ce aux vigiles sombres, qui veillent sur le ranch de Brancharquée. Pour cela, nous voudrions leur offrir des équipements pour leurs bons services, nous cherchons donc des lances décorées de plumets.","Client: Moogle's Gift Mounts Stablehand, Audrie Clovenfoot",6,"Carpenter","Gridania",10,0,1,"Bentbranch Meadows","Bentbranch Meadows","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Central Shroud","ui/icon/080000/080012.tex","Say It with Spears",True,0,1,9430,174,"LeveRewardItem#7","ui/icon/080000/080033.tex","ui/icon/080000/080005.tex","Level#2119045","ui/icon/110000/110002.tex",True,,"music/ffxiv/BGM_Leves.scd"
37,"Fabrication<Indent/>: outils de couture pour le ranch","Élever et dresser des chocobos n'est pas un métier de tout repos. Entre les coups de bec et les griffures des volatiles capricieux, les équipements ne durent pas bien longtemps. Faire réparer tout cela nous coûte énormément d'argent, voilà pourquoi nous avons décidé qu'il était temps de nous mettre à la couture<Indent/>! Nous recherchons de toute urgence des outils de couture afin de remédier à cette situation.","Client: Moogle's Gift Mounts Stablehand, Audrie Clovenfoot",6,"Carpenter","Gridania",10,0,1,"Bentbranch Meadows","Bentbranch Meadows","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Central Shroud","ui/icon/080000/080012.tex","Life's a Stitch",True,0,1,13090,230,"LeveRewardItem#7","ui/icon/080000/080033.tex","ui/icon/080000/080005.tex","Level#2119045","ui/icon/110000/110002.tex",True,,"music/ffxiv/BGM_Leves.scd"
38,"Livraison<Indent/>: boucliers bon marché","Les boucliers carrés, peu onéreux, font partie de l'équipement de base d'un aventurier faisant ses armes, et ils ont du succès auprès des nouveaux venus à Gridania, notamment ceux qui viennent apprendre l'élémentalisme. Nous cherchons à renouveler notre stock de boucliers carrés en frêne au plus vite, avant de risquer une rupture de stock.","Client: Black Rabbit Traders Consignor, Maisenta Hawke",6,"Carpenter","Gridania",10,0,1,"Gridania","Gridania","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Gridania","ui/icon/080000/080012.tex","Shielding Sales",True,0,1,9990,170,"LeveRewardItem#7","ui/icon/080000/080034.tex","ui/icon/080000/080005.tex","Level#2257767","ui/icon/110000/110007.tex",True,,"music/ffxiv/BGM_Leves.scd"
39,"Fabrication<Indent/>: lances métalliques","Un incident sans précédent a été mis à jour, entachant l'honneur des vigiles sombres<Indent/>: une nouvelle recrue a en effet dérobé de l'équipement des Vigiles afin de le revendre. Bien entendu, le coupable a été im<SoftHyphen/>mé<SoftHyphen/>dia<SoftHyphen/>te<SoftHyphen/>ment révoqué et banni de Sombrelinceul, mais le matériel détourné ne pourra être récupéré. Pour remplacer celui-ci, une commande a été passée par la troupe. Nous cherchons un artisan fiable pour nous aider à produire les lances demandées.","Client: Black Rabbit Traders Consignor, Maisenta Hawke",6,"Carpenter","Gridania",15,0,1,"Gridania","Gridania","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Gridania","ui/icon/080000/080012.tex","Re-crating the Scene",True,0,1,18910,236,"LeveRewardItem#8","ui/icon/080000/080033.tex","ui/icon/080000/080005.tex","Level#2257767","ui/icon/110000/110007.tex",True,,"music/ffxiv/BGM_Leves.scd"
40,"Fabrication<Indent/>: armes d'élé<SoftHyphen/>men<SoftHyphen/>ta<SoftHyphen/>lis<SoftHyphen/>tes en orme","Une rumeur s'est répandue dans Gridania selon laquelle un sort de soin appliqué au coucher empêcherait un enfant de faire des cauchemars. De nombreux parents con<SoftHyphen/>scien<SoftHyphen/>cieux ont ainsi pour soudaine lubie d'apprendre l'art de l'élémentalisme, provoquant une hausse de la demande en armes d'élé<SoftHyphen/>men<SoftHyphen/>ta<SoftHyphen/>lis<SoftHyphen/>tes en orme. Nous cherchons un artisan fiable pour nous aider à les produire et éviter une rupture de stock.","Client: Black Rabbit Traders Consignor, Maisenta Hawke",6,"Carpenter","Gridania",15,0,1,"Gridania","Gridania","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Gridania","ui/icon/080000/080012.tex","Nightmare on My Street",True,0,1,13040,235,"LeveRewardItem#8","ui/icon/080000/080033.tex","ui/icon/080000/080005.tex","Level#2257767","ui/icon/110000/110007.tex",True,,"music/ffxiv/BGM_Leves.scd"
41,"Livraison<Indent/>: bois pour la tour","Des attaques de ballons ixali renforcés ont récemment eu lieu aux environs de la toute nouvelle Tour de Josselin, et les troupes en poste projettent de renforcer ses défenses contre les attaques aériennes. Nous prévoyons donc de l'équiper de nouvelles barricades pour arrêter les flèches ennemies, et nous avons besoin de madriers d'orme pour les fabriquer.","Client: Vivandier, Ayled the Steadfast",6,"Carpenter","Gridania",15,0,1,"The Hawthorne Hut","The Hawthorne Hut","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","East Shroud","ui/icon/080000/080012.tex","Driving Up the Wall",True,0,1,7170,350,"LeveRewardItem#8","ui/icon/080000/080034.tex","ui/icon/080000/080005.tex","Level#2255476","ui/icon/110000/110004.tex",True,,"music/ffxiv/BGM_Leves.scd"
42,"Fabrication<Indent/>: masques pour vigiles sombres","La 4e Lance des Vigiles, qui patrouille autour des Neuf Lierres, demande la fabrication de masques pour ses nouvelles recrues. De nombreux masques ont en effet été brisés au court d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ments par<SoftHyphen/>ti<SoftHyphen/>cu<SoftHyphen/>liè<SoftHyphen/>rement rudes. Un artisan compétent est demandé pour mener à bien cette tâche.","Client: Vivandier, Ayled the Steadfast",6,"Carpenter","Gridania",15,0,1,"The Hawthorne Hut","The Hawthorne Hut","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","East Shroud","ui/icon/080000/080012.tex","Nothing to Hide",True,0,1,24790,240,"LeveRewardItem#9","ui/icon/080000/080033.tex","ui/icon/080000/080005.tex","Level#2255476","ui/icon/110000/110004.tex",True,,"music/ffxiv/BGM_Leves.scd"
43,"Fabrication<Indent/>: bouclier de bois pour aventuriers","L'autre jour, un aventurier originaire d'Ul'dah est passé à mon échoppe pour acheter un bouclier de bois. Manque de chance, je n'en avais plus en réserve et n'ai pas pu satisfaire sa demande. Je recherche donc un artisan capable de m'en fabriquer à bas prix afin de renouveler mon stock, et éviter qu'une telle situation ne se reproduise.","Client: Vivandier, Ayled the Steadfast",6,"Carpenter","Gridania",15,0,1,"The Hawthorne Hut","The Hawthorne Hut","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","East Shroud","ui/icon/080000/080012.tex","What You Need",True,0,1,18910,170,"LeveRewardItem#9","ui/icon/080000/080033.tex","ui/icon/080000/080005.tex","Level#2255476","ui/icon/110000/110004.tex",True,,"music/ffxiv/BGM_Leves.scd"
44,"Livraison<Indent/>: arc court en frêne","À l'occasion de la con<SoftHyphen/>struc<SoftHyphen/>tion d'une nouvelle tourelle de garde, les flèches divines projettent de recruter des nouveaux archers. Or, les arcs courts que nous avions apprêtés à leur effet ont été dérobés par les facétieux Sylphes. Nous cherchons des artisans sûrs et sérieux, capables de fabriquer des arcs courts en frêne pour remplacer les pertes.","Client: Black Rabbit Traders Consignor, Maisenta Hawke",6,"Carpenter","Gridania",15,0,1,"Gridania","Gridania","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Gridania","ui/icon/080000/080012.tex","Bowing to Necessity",True,0,1,14920,174,"LeveRewardItem#9","ui/icon/080000/080034.tex","ui/icon/080000/080005.tex","Level#2257767","ui/icon/110000/110007.tex",True,,"music/ffxiv/BGM_Leves.scd"
45,"Fabrication<Indent/>: armes d'élé<SoftHyphen/>men<SoftHyphen/>ta<SoftHyphen/>lis<SoftHyphen/>tes en if","Le Temple de la Sérénité nous a passé une commande d'armes d'élé<SoftHyphen/>men<SoftHyphen/>ta<SoftHyphen/>lis<SoftHyphen/>tes en if destinées à être offertes aux jeunes recrues qui ont terminé le programme de formation de base et s'apprêtent à poursuivre leur ap<SoftHyphen/>pren<SoftHyphen/>tis<SoftHyphen/>sage auprès d'un druide. Nous recherchons un artisan qualifié capable de fournir diligemment un travail de qualité.","Client: Black Rabbit Traders Consignor, Maisenta Hawke",6,"Carpenter","Gridania",20,0,1,"Gridania","Gridania","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Gridania","ui/icon/080000/080012.tex","As the Worm Turns",True,0,1,9540,287,"LeveRewardItem#10","ui/icon/080000/080033.tex","ui/icon/080000/080005.tex","Level#2257767","ui/icon/110000/110007.tex",True,,"music/ffxiv/BGM_Leves.scd"
46,"Grosse commande<Indent/>: des masques pour les vigiles","Chaque mois, une cérémonie a lieu pour permettre aux vigiles sombres d'honorer les âmes des braves tombés au champ d'honneur lors de la bataille de Carteneau il y a cinq ans. Or, cette cérémonie consiste à brûler des masques à la mémoire de ces morts. Nous avons besoin d'un artisan capable de produire en masse des masques qui seront utilisés lors des prochaines commémorations.","Client: Black Rabbit Traders Consignor, Maisenta Hawke",6,"Carpenter","Gridania",20,0,1,"Gridania","Gridania","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Gridania","ui/icon/080000/080012.tex","Behind the Mask",True,0,1,16800,192,"LeveRewardItem#10","ui/icon/080000/080041.tex","ui/icon/080000/080005.tex","Level#2257767","ui/icon/110000/110007.tex",True,,"music/ffxiv/BGM_Leves.scd"
47,"Livraison<Indent/>: lances pour les volontaires","Nous, membres de la 5e Lance des Vigiles, entraînons les jeunes populations des hameaux à manipuler l'arme d'hast afin qu'ils se défendent plus efficacement face aux agressions des Ixali. Ces soldats volontaires ont besoin de lances. Si vous êtes capable d'en fabriquer pour nous, venez nous rendre visite.","Client: Fifth Spear Wood Wailer, Juliembert Loitalant",6,"Carpenter","Gridania",20,0,1,"Quarrymill","Quarrymill","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","South Shroud","ui/icon/080000/080012.tex","Militia on My Mind",True,0,1,28010,245,"LeveRewardItem#10","ui/icon/080000/080034.tex","ui/icon/080000/080005.tex","Level#2257677","ui/icon/110000/110006.tex",True,,"music/ffxiv/BGM_Leves.scd"
