key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
20,"königlich[a] Rossharnisch",4,"königlich[a] Rossharnisch",2,0,1,0,0,"Königlicher Rossharnisch",65553,0,0,"None","ui/icon/058000/058561.tex",,,52
21,"Sternenlicht-Rossharnisch",4,"Sternenlicht-Rossharnische",2,0,1,0,0,"Sternenlicht-Rossharnisch",65540,65540,65540,"None","ui/icon/058000/058564.tex","ui/icon/058000/058565.tex","ui/icon/058000/058566.tex",101
22,"Wogen-Rossharnisch",4,"Wogen-Rossharnische",2,0,1,0,0,"Wogen-Rossharnisch",65556,65556,65556,"None","ui/icon/058000/058567.tex","ui/icon/058000/058568.tex","ui/icon/058000/058569.tex",125
23,"Harnisch[p] des Lichts",4,"Harnische[p] des Lichts",2,0,1,0,0,"Harnisch des Lichts",65557,65557,65557,"None","ui/icon/058000/058570.tex","ui/icon/058000/058571.tex","ui/icon/058000/058572.tex",41
24,"Saliah-Harnisch",4,"Saliah-Harnische",2,0,1,0,0,"Saliah-Harnisch",65558,0,0,"None","ui/icon/058000/058573.tex",,,102
25,"Blitz-Rossharnisch",4,"Blitz-Rossharnische",2,0,1,0,0,"Blitz-Rossharnisch",65560,65560,65560,"None","ui/icon/058000/058576.tex","ui/icon/058000/058577.tex","ui/icon/058000/058578.tex",126
26,"gefiedert[a] Rossharnisch",4,"gefiedert[a] Rossharnische",2,0,1,0,0,"Gefiederter Rossharnisch",65559,0,0,"None","ui/icon/058000/058579.tex",,,53
27,"schaurig[a] Rossharnisch",4,"schaurig[a] Rossharnische",2,0,1,0,0,"Schauriger Rossharnisch",65561,65561,65561,"None","ui/icon/058000/058582.tex","ui/icon/058000/058583.tex","ui/icon/058000/058584.tex",103
28,"Eis-Rossharnisch",4,"Eis-Rossharnische",2,0,1,0,0,"Eis-Rossharnisch",65562,65562,65562,"None","ui/icon/058000/058585.tex","ui/icon/058000/058586.tex","ui/icon/058000/058587.tex",127
29,"Glücksspieler-Rossharnisch",2,"Glücksspieler-Rossharnische",2,0,1,0,0,"Glücksspieler-Rossharnisch",65565,65565,65565,"None","ui/icon/058000/058591.tex","ui/icon/058000/058592.tex","ui/icon/058000/058593.tex",42
30,"Buhlen-Rossharnisch",2,"Buhlen-Rossharnische",2,0,1,0,0,"Buhlen-Rossharnisch",65566,65566,65566,"None","ui/icon/058000/058588.tex","ui/icon/058000/058589.tex","ui/icon/058000/058590.tex",104
31,"leicht[a] Ishgarder Rossharnisch",4,"leicht[a] Ishgarder Rossharnische",2,0,1,0,0,"Leichter Ishgarder Rossharnisch",65567,65567,65567,"None","ui/icon/058000/058594.tex","ui/icon/058000/058595.tex","ui/icon/058000/058596.tex",54
32,"Ishgarder Rossharnisch",4,"Ishgarder Rossharnische",2,0,1,0,0,"Ishgarder Rossharnisch",131103,131103,131103,"None","ui/icon/058000/058597.tex","ui/icon/058000/058598.tex","ui/icon/058000/058599.tex",55
33,"",0,"",0,0,0,0,0,"",0,0,0,"None",,,,0
34,"Bismarck-Rossharnisch",4,"Bismarck-Rossharnische",2,0,1,0,0,"Bismarck-Rossharnisch",65568,65568,65568,"None","ui/icon/058000/058603.tex","ui/icon/058000/058604.tex","ui/icon/058000/058605.tex",128
35,"Ravana-Rossharnisch",4,"Ravana-Rossharnische",2,0,1,0,0,"Ravana-Rossharnisch",65569,65569,65569,"None","ui/icon/058000/058606.tex","ui/icon/058000/058607.tex","ui/icon/058000/058608.tex",129
36,"Adeligen-Rossharnisch",4,"Adeligen-Rossharnische",2,0,1,0,0,"Adeligen-Rossharnisch",65570,65570,65570,"None","ui/icon/058000/058609.tex","ui/icon/058000/058610.tex","ui/icon/058000/058611.tex",57
37,"orthodox[a] Rossharnisch",4,"orthodox[a] Rossharnische",2,0,1,0,0,"Orthodoxer Rossharnisch",131106,131106,131106,"None","ui/icon/058000/058612.tex","ui/icon/058000/058613.tex","ui/icon/058000/058614.tex",58
38,"Hochland-Rossharnisch",4,"Hochland-Rossharnische",2,0,1,0,0,"Hochland-Rossharnisch",65571,65571,65571,"None","ui/icon/058000/058615.tex","ui/icon/058000/058616.tex","ui/icon/058000/058617.tex",59
39,"Wildrosen-Harnisch",2,"Wildrosen-Harnische",2,0,1,0,0,"Wildrosen-Harnisch",65573,65573,65573,"None","ui/icon/058000/058618.tex","ui/icon/058000/058619.tex","ui/icon/058000/058620.tex",43
40,"Tafelrunden-Rossharnisch",4,"Tafelrunden-Rossharnische",2,0,1,0,0,"Tafelrunden-Rossharnisch",65574,65574,65574,"None","ui/icon/058000/058621.tex","ui/icon/058000/058622.tex","ui/icon/058000/058623.tex",130
41,"Sephirot-Rossharnisch",4,"Sephirot-Rossharnische",2,0,1,0,0,"Sephirot-Rossharnisch",65572,65572,65572,"None","ui/icon/058000/058624.tex","ui/icon/058000/058626.tex","ui/icon/058000/058625.tex",131
42,"Eierjäger-Rossharnisch",4,"Eierjäger-Rossharnische",2,0,1,0,0,"Eierjäger-Rossharnisch",65575,65575,65575,"None","ui/icon/058000/058627.tex","ui/icon/058000/058629.tex","ui/icon/058000/058628.tex",105
43,"fernöstlich[a] Rossharnisch",4,"fernöstlich[a] Rossharnische",2,0,1,0,0,"Fernöstlicher Rossharnisch",65577,65577,65577,"None","ui/icon/058000/058630.tex","ui/icon/058000/058632.tex","ui/icon/058000/058631.tex",60
44,"Renn-Rossharnisch",4,"Renn-Rossharnische",2,0,1,0,0,"Renn-Rossharnisch",65579,65579,65579,"None","ui/icon/058000/058633.tex","ui/icon/058000/058635.tex","ui/icon/058000/058634.tex",61
45,"Nidhogg-Rossharnisch",4,"Nidhogg-Rossharnische",2,0,1,0,0,"Nidhogg-Rossharnisch",65578,65578,65578,"None","ui/icon/058000/058636.tex","ui/icon/058000/058638.tex","ui/icon/058000/058637.tex",132
46,"Butler-Rossharnisch",4,"Butler-Rossharnische",2,0,1,0,0,"Butler-Rossharnisch",65580,65580,65580,"None","ui/icon/058000/058639.tex","ui/icon/058000/058641.tex","ui/icon/058000/058640.tex",62
47,"Sophia-Rossharnisch",4,"Sophia-Rossharnische",2,0,1,0,0,"Sophia-Rossharnisch",65576,65576,65576,"None","ui/icon/058000/058642.tex","ui/icon/058000/058644.tex","ui/icon/058000/058643.tex",133
48,"Zimmermädchen-Rossharnisch",4,"Zimmermädchen-Rossharnische",2,0,1,0,0,"Zimmermädchen-Rossharnisch",65581,65581,65581,"None","ui/icon/058000/058645.tex","ui/icon/058000/058647.tex","ui/icon/058000/058646.tex",63
49,"Manderville-Rossharnisch",4,"Manderville-Rossharnische",2,0,1,0,0,"Manderville-Rossharnisch",131117,131117,131117,"None","ui/icon/058000/058648.tex","ui/icon/058000/058650.tex","ui/icon/058000/058649.tex",64
50,"himmlisch[a] Rossharnisch",4,"himmlisch[a] Rossharnische",2,0,1,0,0,"Himmlischer Rossharnisch",65583,65583,65583,"None","ui/icon/058000/058651.tex","ui/icon/058000/058653.tex","ui/icon/058000/058652.tex",65
51,"dämonisch[a] Rossharnisch",4,"dämonisch[a] Rossharnische",2,0,1,0,0,"Dämonischer Rossharnisch",65584,65584,65584,"None","ui/icon/058000/058654.tex","ui/icon/058000/058656.tex","ui/icon/058000/058655.tex",66
52,"Zurvan-Rossharnisch",4,"Zurvan-Rossharnische",2,0,1,0,0,"Zurvan-Rossharnisch",65582,65582,65582,"None","ui/icon/058000/058657.tex","ui/icon/058000/058659.tex","ui/icon/058000/058658.tex",134
53,"Susano-Rossharnisch",4,"Susano-Rossharnische",2,0,1,0,0,"Susano-Rossharnisch",65585,65585,65585,"None","ui/icon/058000/058660.tex","ui/icon/058000/058662.tex","ui/icon/058000/058661.tex",135
54,"mhigisch[a] Rossharnisch",4,"mhigisch[a] Rossharnische",2,0,1,0,0,"Mhigischer Rossharnisch",65586,65586,65586,"None","ui/icon/058000/058663.tex","ui/icon/058000/058665.tex","ui/icon/058000/058664.tex",67
55,"Lakshmi-Rossharnisch",4,"Lakshmi-Rossharnische",2,0,1,0,0,"Lakshmi-Rossharnisch",65587,65587,65587,"None","ui/icon/058000/058666.tex","ui/icon/058000/058668.tex","ui/icon/058000/058667.tex",136
56,"Hingashi-Harnisch[p] „Chocobo“",4,"Hingashi-Harnische[p] „Chocobo“",2,0,1,0,0,"Hingashi-Harnisch „Chocobo“",65588,65588,65588,"None","ui/icon/058000/058669.tex","ui/icon/058000/058671.tex","ui/icon/058000/058670.tex",68
57,"Hingashi-Harnisch[p] „Mogry“",4,"Hingashi-Harnische[p] „Mogry“",2,0,1,0,0,"Hingashi-Harnisch „Mogry“",131124,131124,131124,"None","ui/icon/058000/058672.tex","ui/icon/058000/058674.tex","ui/icon/058000/058673.tex",69
58,"Nezha-Rossharnisch",4,"Nezha-Rossharnische",2,0,1,0,0,"Nezha-Rossharnisch",65589,65589,65589,"None","ui/icon/058000/058675.tex","ui/icon/058000/058677.tex","ui/icon/058000/058676.tex",70
59,"Shinryu-Rossharnisch",4,"Shinryu-Rossharnische",2,0,1,0,0,"Shinryu-Rossharnisch",65590,65590,65590,"None","ui/icon/058000/058678.tex","ui/icon/058000/058680.tex","ui/icon/058000/058679.tex",137
60,"Ixion-Rossharnisch",4,"Ixion-Rossharnische",2,0,1,0,0,"Ixion-Rossharnisch",65591,65591,65591,"None","ui/icon/058000/058681.tex","ui/icon/058000/058683.tex","ui/icon/058000/058682.tex",173
61,"Rotmagier-Rossharnisch",4,"Rotmagier-Rossharnische",2,0,1,0,0,"Rotmagier-Rossharnisch",65592,65592,65592,"None","ui/icon/058000/058684.tex","ui/icon/058000/058686.tex","ui/icon/058000/058685.tex",22
62,"Byakko-Rossharnisch",4,"Byakko-Rossharnische",2,0,1,0,0,"Byakko-Rossharnisch",65593,65593,65593,"None","ui/icon/058000/058687.tex","ui/icon/058000/058689.tex","ui/icon/058000/058688.tex",138
63,"Chocobo-Regenmantel",4,"Chocobo-Regenmäntel",2,0,1,0,0,"Chocobo-Regenmantel",65594,65594,65594,"None","ui/icon/058000/058690.tex","ui/icon/058000/058692.tex","ui/icon/058000/058691.tex",71
64,"Tsukuyomi-Rossharnisch",4,"Tsukuyomi-Rossharnische",2,0,1,0,0,"Tsukuyomi-Rossharnisch",65595,65595,65595,"None","ui/icon/058000/058693.tex","ui/icon/058000/058695.tex","ui/icon/058000/058694.tex",139
65,"Suzaku-Rossharnisch",4,"Suzaku-Rossharnische",2,0,1,0,0,"Suzaku-Rossharnisch",65596,65596,65596,"None","ui/icon/058000/058696.tex","ui/icon/058000/058698.tex","ui/icon/058000/058697.tex",140
66,"Samurai-Rossharnisch",4,"Samurai-Rossharnische",2,0,1,0,0,"Samurai-Rossharnisch",65597,65597,65597,"None","ui/icon/058000/058699.tex","ui/icon/058000/058701.tex","ui/icon/058000/058700.tex",23
67,"Seiryu-Rossharnisch",4,"Seiryu-Rossharnische",2,0,1,0,0,"Seiryu-Rossharnisch",65598,65598,65598,"None","ui/icon/058000/058702.tex","ui/icon/058000/058704.tex","ui/icon/058000/058703.tex",141
68,"Yojinbo-Rossharnisch",4,"Yojinbo-Rossharnische",2,0,1,0,0,"Yojinbo-Rossharnisch",65599,65599,65599,"None","ui/icon/058000/058705.tex","ui/icon/058000/058707.tex","ui/icon/058000/058706.tex",174
69,"Titania-Rossharnisch",4,"Titania-Rossharnische",2,0,1,0,0,"Titania-Rossharnisch",65600,65600,65600,"None","ui/icon/058000/058708.tex","ui/icon/058000/058710.tex","ui/icon/058000/058709.tex",142
70,"Innozenz-Rossharnisch",4,"Innozenz-Rossharnische",2,0,1,0,0,"Innozenz-Rossharnisch",65601,65601,65601,"None","ui/icon/058000/058711.tex","ui/icon/058000/058713.tex","ui/icon/058000/058712.tex",143
71,"Tänzer-Rossharnisch",4,"Tänzer-Rossharnische",2,0,1,0,0,"Tänzer-Rossharnisch",65602,65602,65602,"None","ui/icon/058000/058714.tex","ui/icon/058000/058716.tex","ui/icon/058000/058715.tex",24
72,"Dunkelschatten-Rossharnisch",4,"Dunkelschatten-Rossharnische",2,0,1,0,0,"Dunkelschatten-Rossharnisch",65603,65603,65603,"None","ui/icon/058000/058717.tex","ui/icon/058000/058719.tex","ui/icon/058000/058718.tex",72
73,"Hades-Rossharnisch",4,"Hades-Rossharnische",2,0,1,0,0,"Hades-Rossharnisch",65604,65604,65604,"None","ui/icon/058000/058720.tex","ui/icon/058000/058722.tex","ui/icon/058000/058721.tex",144
74,"Santabo-Rossharnisch",4,"Santabo-Rossharnische",2,0,1,0,0,"Santabo-Rossharnisch",65605,65605,65605,"None","ui/icon/058000/058723.tex","ui/icon/058000/058725.tex","ui/icon/058000/058724.tex",106
75,"Rubin-Rossharnisch",4,"Rubin-Rossharnische",2,0,1,0,0,"Rubin-Rossharnisch",65606,65606,65606,"None","ui/icon/058000/058726.tex","ui/icon/058000/058728.tex","ui/icon/058000/058727.tex",145
76,"Maschinisten-Rossharnisch",4,"Maschinisten-Rossharnische",2,0,1,0,0,"Maschinisten-Rossharnisch",65607,65607,65607,"None","ui/icon/058000/058729.tex","ui/icon/058000/058731.tex","ui/icon/058000/058730.tex",25
77,"Rossharnisch[p] des Lichts",4,"Rossharnische[p] des Lichts",2,0,1,0,0,"Rossharnisch des Lichts",65608,65608,65608,"None","ui/icon/058000/058732.tex","ui/icon/058000/058734.tex","ui/icon/058000/058733.tex",146
78,"Smaragd-Rossharnisch",4,"Smaragd-Rossharnische",2,0,1,0,0,"Smaragd-Rossharnisch",65609,65609,65609,"None","ui/icon/058000/058735.tex","ui/icon/058000/058737.tex","ui/icon/058000/058736.tex",147
79,"Königinnenwache-Rossharnisch",4,"Königinnenwache-Rossharnische",2,0,1,0,0,"Königinnenwache-Rossharnisch",65610,65610,65610,"None","ui/icon/058000/058738.tex","ui/icon/058000/058740.tex","ui/icon/058000/058739.tex",148
80,"Bozja-Rossharnisch",4,"Bozja-Rossharnische",2,0,1,0,0,"Bozja-Rossharnisch",65611,65611,65611,"None","ui/icon/058000/058741.tex","ui/icon/058000/058743.tex","ui/icon/058000/058742.tex",150
81,"Diamant-Rossharnisch",4,"Diamant-Rossharnisch",2,0,1,0,0,"Diamant-Rossharnisch",65612,65612,65612,"None","ui/icon/058000/058744.tex","ui/icon/058000/058746.tex","ui/icon/058000/058745.tex",149
82,"Rossharnisch[p] der ewigen Dunkelheit",4,"Rossharnische[p] der ewigen Dunkelheit",2,0,1,0,0,"Rossharnisch der ewigen Dunkelheit",65613,65613,65613,"None","ui/icon/058000/058747.tex","ui/icon/058000/058749.tex","ui/icon/058000/058748.tex",151
83,"Rossharnisch[p] des göttlichen Lichts",4,"Rossharnische[p] des göttlichen Lichts",2,0,1,0,0,"Rossharnisch des göttlichen Lichts",65614,65614,65614,"None","ui/icon/058000/058750.tex","ui/icon/058000/058752.tex","ui/icon/058000/058751.tex",152
84,"Postdirektor-Rossharnisch",4,"Postdirektor-Rossharnische",2,0,1,0,0,"Postdirektor-Rossharnisch",65615,65615,65615,"None","ui/icon/058000/058753.tex","ui/icon/058000/058755.tex","ui/icon/058000/058754.tex",107
85,"Thavnair-Rossharnisch",4,"Thavnair-Rossharnische",2,0,1,0,0,"Thavnair-Rossharnisch",65616,65616,65616,"None","ui/icon/058000/058756.tex","ui/icon/058000/058758.tex","ui/icon/058000/058757.tex",73
86,"Blaufeder-Rossharnisch",4,"Blaufeder-Rossharnische",2,0,1,0,0,"Blaufeder-Rossharnisch",65617,65617,65617,"None","ui/icon/058000/058759.tex","ui/icon/058000/058761.tex","ui/icon/058000/058760.tex",153
87,"Wolf-Rossharnisch",4,"Wolf-Rossharnische",2,0,1,0,0,"Wolf-Rossharnisch",65618,65618,65618,"None","ui/icon/058000/058762.tex","ui/icon/058000/058764.tex","ui/icon/058000/058763.tex",74
88,"Barbarizia-Rossharnisch",4,"Barbarizia-Rossharnische",2,0,1,0,0,"Barbarizia-Rossharnisch",65619,65619,65619,"None","ui/icon/058000/058768.tex","ui/icon/058000/058770.tex","ui/icon/058000/058769.tex",154
89,"Inselpionier-Rossharnisch",4,"Inselpionier-Rossharnische",2,0,1,0,0,"Inselpionier-Rossharnisch",65620,65620,65620,"None","ui/icon/058000/058765.tex","ui/icon/058000/058767.tex","ui/icon/058000/058766.tex",75
90,"Rubicante-Rossharnisch",4,"Rubicante-Rossharnische",2,0,1,0,0,"Rubicante-Rossharnisch",65621,65621,65621,"None","ui/icon/058000/058771.tex","ui/icon/058000/058773.tex","ui/icon/058000/058772.tex",155
91,"allagisch[a] Rossharnisch",4,"allagisch[a] Rossharnische",2,0,1,0,0,"Allagischer Rossharnisch",65622,65622,65622,"None","ui/icon/058000/058774.tex","ui/icon/058000/058776.tex","ui/icon/058000/058775.tex",76
92,"Golbez-Rossharnisch",4,"Golbez-Rossharnische",2,0,1,0,0,"Golbez-Rossharnisch",65623,65623,65623,"None","ui/icon/058000/058777.tex","ui/icon/058000/058779.tex","ui/icon/058000/058778.tex",156
93,"Miaurizius-Rossharnisch",4,"Miaurizius-Rossharnische",2,0,1,0,0,"Miaurizius-Rossharnisch",65624,65624,65624,"None","ui/icon/058000/058780.tex","ui/icon/058000/058782.tex","ui/icon/058000/058781.tex",78
94,"Zeromus-Rossharnisch",4,"Zeromus-Rossharnische",2,0,1,0,0,"Zeromus-Rossharnisch",65625,65625,65625,"None","ui/icon/058000/058783.tex","ui/icon/058000/058785.tex","ui/icon/058000/058784.tex",157
95,"Wanderer-Rossharnisch",4,"Wanderer-Rossharnische",2,0,1,0,0,"Wanderer-Rossharnisch",65626,65626,65626,"None","ui/icon/058000/058786.tex","ui/icon/058000/058788.tex","ui/icon/058000/058787.tex",79
96,"turalisch[a] Rossharnisch",4,"turalisch[a] Rossharnische",2,0,1,0,0,"Turalischer Rossharnisch",65627,65627,65627,"None","ui/icon/058000/058789.tex","ui/icon/058000/058791.tex","ui/icon/058000/058790.tex",80
97,"Valigarmanda-Rossharnisch",4,"Valigarmanda-Rossharnische",2,0,1,0,0,"Valigarmanda-Rossharnisch",65628,65628,65628,"None","ui/icon/058000/058792.tex","ui/icon/058000/058794.tex","ui/icon/058000/058793.tex",161
98,"Elektrob-Rossharnisch",4,"Elektrob-Rossharnische",2,0,1,0,0,"Elektrob-Rossharnisch",65629,65629,65629,"None","ui/icon/058000/058795.tex","ui/icon/058000/058797.tex","ui/icon/058000/058796.tex",162
99,"Wildnis-Rossharnisch",4,"Wildnis-Rossharnische",2,0,1,0,0,"Wildnis-Rossharnisch",65630,65630,65630,"None","ui/icon/058000/058798.tex","ui/icon/058000/058800.tex","ui/icon/058000/058799.tex",83
100,"endlos[a] Rossharnisch",4,"endlos[a] Rossharnische",2,0,1,0,0,"Endloser Rossharnisch",65631,65631,65631,"None","ui/icon/058000/058801.tex","ui/icon/058000/058803.tex","ui/icon/058000/058802.tex",163
101,"Sternenlicht-Stände-Rossharnisch",4,"Sternenlicht-Stände-Rossharnische",2,0,1,0,0,"Sternenlicht-Stände-Rossharnisch",65632,65632,65632,"None","ui/icon/058000/058804.tex","ui/icon/058000/058806.tex","ui/icon/058000/058805.tex",108
102,"Ehrenwächterinnen-Rossharnisch",4,"Ehrenwächterinnen-Rossharnische",2,0,1,0,0,"Ehrenwächterinnen-Rossharnisch",65633,65633,65633,"None","ui/icon/058000/058807.tex","ui/icon/058000/058809.tex","ui/icon/058000/058808.tex",164
103,"",0,"",0,0,0,0,0,"",0,0,0,"None",,,,0
